Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Industrial systems,Structured data,Fault prediction,Rules and/or logic based,"Unknown Input Observers, Kreisselmeier's scheme, dynamic regressor extension and mixing method",Yes: Rules and logic based methods,3,2-s2.0-85208266598
Cement manufacturing,"IoT data, Real-time equipment monitoring","Maintenance planning, Inventory management",Data driven,Markov chain-based optimization,Yes: Markov chain,4,2-s2.0-105001408669
Automotive systems,Sensor data,Fault prediction,Data driven,Gaussian Mixture Model (GMM),Yes: GMM,3,2-s2.0-85141573306
Aerospace fuel systems,Sensor data,Fault prediction,Data driven,Machine Learning (ML),No,3,2-s2.0-85131790954
Rotating machinery,Sensor data,Fault prediction,Data driven,Progressive neural network (PNN),No,4,2-s2.0-105009777529
Rotating Machines,Sensor data,Fault prediction,Data driven,"Multisensor data fusion, feature extraction (e.g., RMS, Crest Factor)",Yes: features like RMS and Crest Factor are interpretable,4,2-s2.0-86000456015
Aircraft cabins,Sensor data,Fault prediction,Data driven,Trend analysis of current consumption,Yes: Rule-based analysis of sensor trends,4,2-s2.0-85127579972
Mechanical equipment in industrial systems,"Multisensor data, Time series",Maintenance decision-making strategies (including spare parts ordering and downtime planning),Data driven,"['Deep self-encoder', 'Reinforcement learning (PPO)']",No,3,2-s2.0-105004931509
Automotive industry,Sensor data,Fault prediction,Data driven,"['parametric machine learning algorithms', 'nonparametric machine learning algorithms']",No,2,2-s2.0-85141581344
Other,Structured data,Fault prediction,Rules and/or logic based,Fuzzy inference system,Yes: Fuzzy inference system,0,2-s2.0-85182697153
Fleet management and asset maintenance,Sensor data,Remaining Useful Life,Data driven,Optimization model,Yes: Optimization techniques,4,2-s2.0-85194848381
Aerospace / Aircraft engine systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Temporal Convolutional Network (TCN), Self-Attention, Global Fusion Attention",No,4,2-s2.0-85196219125
Oil and gas pipeline inspection,Images,Fault prediction,Data driven,CNN,No,2,2-s2.0-105007221773
Automotive engines / Internal combustion engines,Time series,Fault prediction,Data driven,Hankel Alternative View of Koopman (HAVOK) analysis,Yes: Eigen-time-series and dynamic modes interpretation,4,2-s2.0-85135173895
"Industrial process monitoring (general), applicable to chemical reactors",Interval data (interval-valued process data),Fault prediction,Data driven,Interval-based PCA,Yes: Fault detection via residual analysis and a global detection indicator,2,2-s2.0-105009852252
Industrial processes,Sensor data,Fault prediction,Hybrid,"['DBSCAN', 'Support Vector Machine (SVM)']",No,3,2-s2.0-85130193568
Automotive Systems,Structured data,Fault prediction,Data driven,Not explicitly specified,No,1,2-s2.0-85107361181
HVAC systems,Sensor data,Fault prediction,Hybrid,Combination of rules and machine learning methods,Yes: rule-based methods,4,2-s2.0-85193267556
Battery management systems / Lithium-ion batteries,"Sensor data, Time series",Remaining Useful Life,Data driven,"Deep learning, Semi-supervised learning",No,2,2-s2.0-85191983644
Robotic systems,Sensor data,Fault prediction,Data driven,Identification and adaptive control algorithms,No,2,2-s2.0-105003493572
Underwater vehicles,Sensor data,Fault prediction,Rules and/or logic based,"Diagnostic observers, sliding mode observers",Yes: diagnostic observers and sliding mode observers are interpretable techniques,2,2-s2.0-85091315552
"Petrochemical, process and gas storage/transportation industry",Acoustic signals,Fault prediction,Data driven,"MEDA, Empirical Mode Decomposition (EMD), kurtosis analysis, RMS, sample entropy","Yes: kurtosis, RMS, sample entropy are interpretable features",3,2-s2.0-85119040927
Automotive systems,Sensor data,Fault prediction,Rules and/or logic based,"Residual generator, adaptive dynamic threshold",Yes: threshold-based rules,3,2-s2.0-85142681787
Wind turbines / Renewable energy systems,Sensor data,Fault prediction,Data driven,"Statistical metrics, RMSE","Yes: statistical metrics (e.g., RMSE)",3,2-s2.0-85163638583
Oil and Gas industry,Sensor data,Fault prediction,Data driven,Deep learning (neural network),Yes: Counterfactuals,3,2-s2.0-85196022590
Water infrastructure / Civil engineering,Sensor data,Leakage detection / Fault prediction,Data driven,Mechanical testing and characterization methods (standardized tests),Yes: Standardized mechanical test results are interpretable,2,2-s2.0-85097212992
Robotics and Manufacturing Systems,Sensor data,"Fault prediction, Root cause analysis",Hybrid,"Reinforcement learning, Robot dynamics modeling",No,3,2-s2.0-85175472311
Industrial systems,Sensor data,Fault prediction,Knowledge based,Graph neural networks (GNN),Yes: causal intervention and attention mechanisms,4,2-s2.0-85198240044
Other,"['Sensor data', 'Structured data']","['Resource efficiency', 'Waste reduction', 'Sustainability metrics']",Data driven,"['Big data analytics', 'AI']",Yes: rule-based insights and AI interpretability techniques (assuming common practices in AI transparency),1,2-s2.0-85216462757
Industrial systems such as batteries and fatigue crack growth in materials,"Fragment data, Sensor data",Remaining Useful Life,Data driven,"Functional principal component analysis (FPCA), Maximum likelihood estimation (MLE), Optimization algorithms",Yes: functional principal component analysis (FPCA); the method involves functional data analysis which can be interpretable,3,2-s2.0-85193903686
Wind turbine systems,"Sensor data, Time series",Remaining Useful Life,"Data driven, Hybrid","Graph Neural Networks (GNN), Attention mechanisms",No,3,2-s2.0-105009910763
Commercial buildings,Sensor data,Fault prediction,Data driven,Not specified,No,3,2-s2.0-85137302873
Agricultural monitoring,Sensor data,Fault prediction,Data driven,"['Kalman filter', 'Autoregressive model']",Yes: Kalman filter and autoregressive model are interpretable techniques,3,2-s2.0-85171334483
Supply chains,"Sensor data, Structured data","Production management optimization, Predictive maintenance",Data driven,"AI, IoT, Cyber-physical systems",No,3,2-s2.0-105007372075
Lithium-ion battery systems,['Sensor data'],['Fault prediction'],Physics based,"['Extended Kalman filter', 'Residual evaluation', 'Structural analysis']",Yes: Residual evaluation and structural analysis are interpretable techniques,4,2-s2.0-85142685930
Wind turbine generators,Sensor data,Fault prediction,Data driven,"['Random Forest', 'XGBoost', 'Logistic Regression']",Yes: Feature importance and probability scores,4,2-s2.0-85184840547
Rotating machinery,Sensor data,Fault prediction,Data driven,"['Attention mechanism', 'Mixup feature augmentation', 'Adversarial domain adaptation']",No,4,2-s2.0-85197419016
Industrial motor systems,Structured data,Fault prediction,Data driven,"Fuzzy Logic Controller, Luenberger observer",Yes: Fuzzy Logic Controller,2,2-s2.0-105007088983
"Industrial equipment (e.g., bearings, machinery) in manufacturing","Sensor data, Time series",Remaining Useful Life,Reinforcement learning,Soft Actor-Critic (SAC) with autoencoder feature extraction,No,2,2-s2.0-105002581603
Other,Sensor data,Fault prediction,Hybrid,"Sliding mode observer, Sliding mode control",Yes: sliding mode observer and control are interpretable techniques,2,2-s2.0-85104898083
Other,Big data analytics,Predictive maintenance,Data driven,Machine learning / Deep learning,No,3,2-s2.0-85128068687
Chip manufacturing,Sensor data,Fault prediction,Data driven,Transformer,No,4,2-s2.0-85200317266
Power electronic converters,"['Existing variables', 'Estimates of capacitor variables', 'Ambient temperature', 'DC-Link voltage', 'Managed power']","['Lifetime estimation', 'Fault prediction']",Data driven,Online estimation algorithm,No,2,2-s2.0-85204339935
Automotive systems,"Sensor data, Time series, Images",Fault prediction,Data driven,"['LSTM', 'CNN']",No,4,2-s2.0-85120697849
Industrial processes,Sensor data,Fault prediction,Data driven,"['Kullback–Leibler divergence', 'Self-attention mechanism', 'Local Outlier Factor (LOF)', 'Kernel Density Estimation (KDE)']",Yes: Kernel Density Estimation (KDE) and statistical methods provide interpretable results,3,2-s2.0-105006874347
Railway bridge networks,Sensor data,Damage detection and safety assessment,Data driven,Probabilistic framework,Yes: Probabilistic thresholds and alarm levels,2,2-s2.0-105004640557
Vehicle brake systems,Images,Fault prediction,Physics based,Acoustic analysis and spectral analysis,Yes: Spectral analysis and acoustic theory,4,2-s2.0-85114993139
Industrial systems with physical damage observations,"Sensor data, Physical damage observations",Remaining Useful Life,Data driven,"Wiener process, change point detection algorithm","Yes: change point detection algorithm, interpretation of physical damage observations",3,2-s2.0-85182903346
"Industrial systems (general), possibly applicable to equipment with sensor data monitoring","Sensor data, Time series",Remaining Useful Life,Data driven,"Diffusion model, Conformal prediction, Deep metric learning",Yes: Conformal prediction,3,2-s2.0-105003991716
Vehicle engine systems,Sensor data,Fault prediction,Data driven,"Modulation analysis, Hilbert transform",Yes: signal processing techniques,3,2-s2.0-85093835121
Dredging industry,"Sensor data, Time series","Fault prediction, Sensor fault detection",Hybrid,"Multi-sensor association, Time-series prediction models","Yes: voting-cold storage strategy, Sensor fault detection rules",2,2-s2.0-85190064329
Manufacturing systems,Sensor data,Fault prediction,Data driven,Time Series Analytics (TSC),No,3,2-s2.0-86000607759
Industrial systems (specifically motors and rotating equipment),Sensor data,"Fault prediction, Remaining Useful Life",Data driven,Deep Neural Network,No,4,2-s2.0-85217969654
Mechanical systems / Rotating machinery / Bearings,"Sensor data, Time series, Images",Fault prediction,Data driven,"CNN, Data fusion, Information entropy",No,0,2-s2.0-85199096021
Battery management in renewable energy systems,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,,No,3,2-s2.0-85203062113
Other,Sensor data,Fault prediction,Hybrid,"['Extended Kalman filter (EKF)', 'Control allocation algorithm']",No,2,2-s2.0-85096513819
Internal combustion engine systems,Sensor data,Fault prediction,Data driven,"['CART', 'Random Forest', 'Support Vector Machine (SVM)']",No,4,2-s2.0-85164259110
Motorcycle engines,Sensor data,Fault prediction,Rules and/or logic based,Threshold-based detection using GD and GS indexes,Yes: Threshold-based detection,0,2-s2.0-85110016832
Photovoltaic power plants,"['Structured data', 'Sensor data', 'Climatic data']","['Fault prediction', 'Root cause analysis']",Supervised learning,Decision tree,Yes: Decision tree,2,2-s2.0-85091745006
Industrial gas turbine engines,Sensor data,Fault prediction,Data driven,"['Principal component analysis (PCA)', 'Artificial Neural Networks (ANN)', 'Supervised learning', 'Unsupervised learning', 'Pattern classification']",No,4,2-s2.0-85184516001
Industrial equipment monitoring,Sensor data,Remaining Useful Life,Physics informed,"Graph Attention Network, Temporal Convolutional Network",No,4,2-s2.0-105003947916
Industrial robotic systems,Sensor data,Fault prediction,Data driven,CNN,No,4,2-s2.0-85150931024
Nuclear power plant operation,Sensor data,Fault prediction,Data driven,"['Artificial Neural Networks (ANNs)', 'Genetic algorithms', 'Fuzzy logic inference systems', 'Deep Neural Networks (DNNs)']",No,1,2-s2.0-85164011081
Aircraft engines,Sensor data,Remaining Useful Life,Hybrid,"['Deep learning', 'Genetic algorithm', 'Variable neighborhood search']",No,3,2-s2.0-105001713064
Chip manufacturing,Sensor data,Remaining Useful Life,Hybrid,"['Graph Convolutional Networks (GCN)', 'LSTM', 'Attention mechanism']",No,4,2-s2.0-85218903619
Commercial aircraft systems,Sensor data,Fault prediction,Data driven,"['Autoencoders', 'LSTM']",No,4,2-s2.0-105007297173
Industrial systems (specifically pump bearings),Sensor data,Remaining Useful Life,Data driven,"['CNN', 'Autoencoder', 'Bayesian Neural Network']",No,3,2-s2.0-85189759138
Industrial systems / Machines (specifically gear life-cycle data),"Sensor data, Multimodal data",Remaining Useful Life,Data driven,"Bilinear factorized attention, custom loss function",No,4,2-s2.0-85187682960
Aerospace / Aircraft engines,"Sensor data, Time series",Remaining Useful Life,Data driven,"xLSTM, Transformer, CWT, wavelet transforms",No,4,2-s2.0-105006877753
"Industrial systems (generic, related to reliability and sensor data)",Sensor data,Remaining Useful Life,Hybrid,Particle filter,No,3,2-s2.0-85180410912
Manufacturing / Machine tools,Sensor data,Fault prediction,Data driven,"['CNN', 'LSTM', 'Deep reinforcement learning']",No,2,2-s2.0-85127734744
Power plant electrical systems,Sensor data,Fault prediction,Data driven,"ANN, genetic algorithm",No,2,2-s2.0-86000629392
Industrial systems,"Sensor data, Diagnostic assessments, Prognostic assessments","System-critical assets identification, Asset health status",Rules and/or logic based,"Fault trees (FTs), Margin-based reasoning",Yes: Rules and logic based,4,2-s2.0-85179124272
Industrial motors,Images,Fault prediction,Data driven,"['SVM', 'KNN', 'CNN']","Yes: Support Vector Machine (SVM) with RBF kernel, KNN (interpretable features)",4,2-s2.0-85211013525
"Industrial systems, specifically prognostics in sensor-enabled systems","Sensor data, Time series",Remaining Useful Life,Data driven,"Graph Neural Network (GNN), Structured state space sequence model (S4D)",No,3,2-s2.0-85212822648
Commercial buildings,Sensor data,Fault prediction,Data driven,"['K-Nearest Neighbors (KNN)', 'Support Vector Machines (SVM)', 'Random Forest', 'XGBOOST', 'AdaBoost', 'Naive Bayes']",Yes: ANOVA for feature selection and model interpretability,4,2-s2.0-105009338003
Aerospace engineering,Sensor data,Fault prediction,Data driven,SHAP (SHapley Additive exPlanations),Yes: SHAP,3,2-s2.0-85183453138
Industrial machinery / Engines,Sensor data,Remaining Useful Life,Hybrid,"Multi-layer perceptron (MLP), Reinforcement learning (Q-learning)",No,4,2-s2.0-105004261800
Industrial equipment/machinery,"Sensor data, Time series",Remaining Useful Life,Data driven,"Graph Feature-Gated Graph Attention Network (GF-GGAT), GAT",No,4,2-s2.0-85217819268
Motorcycles,Sensor data,Fault prediction,Data driven,Fault detection logic based on temperature estimation,Yes: Fault detection logic based on temperature estimation,4,2-s2.0-85096623660
Wireless sensor and actor networks (WSAN),Structured data,Fault prediction,Data driven,Simulation-based evaluation; mathematical modeling,Yes: mathematical model and simulation,2,2-s2.0-85134934995
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,"t-SNE, DBSCAN, LSTM",No,4,2-s2.0-85119073759
Photovoltaic modules,Sensor data,Stress and temperature measurement,Other,,Yes: direct measurement and sensor-based approach,2,2-s2.0-85088062992
Industrial systems with rotating machinery or bearings,Sensor data,Remaining Useful Life,Data driven,"CNN, CLSTM",No,4,2-s2.0-85129244090
Nuclear power plants,Sensor data,Fault prediction,Data driven,LSTM (Long Short-Term Memory network),No,3,2-s2.0-85202161237
Steel industrial components,Sensor data,Remaining Useful Life,Hybrid,"['Monte Carlo simulation', 'Physics based']",Yes: physics-based models,4,2-s2.0-85178498752
Manufacturing industry,Sensor data,Fault prediction,Data driven,Deep learning,No,4,2-s2.0-85168535222
Industrial systems with prognostics applications,Sensor data,Remaining Useful Life,Data driven,"['LSTM', 'Transformer']",No,3,2-s2.0-85147329236
Aerospace Engineering,Sensor data,Fault prediction,Data driven,Not specified,No,3,2-s2.0-85218296972
Aerospace systems / Aero-engine systems,Sensor data,Remaining Useful Life,Data driven,"Long Short-Term Neural Networks (LSTM), Domain Adversarial Neural Network (DANN)",No,4,2-s2.0-85073516635
Aircraft maintenance,Sensor data,Remaining Useful Life,Model-based,Model-based prognostics,Yes: Model-based prognostics are generally interpretable,4,2-s2.0-85105973403
Other,Sensor data,Fault prediction,Data driven,Recurrent Neural Network (RNN),No,0,2-s2.0-85167784435
Aero-engine / Aircraft systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"['Multi-scale CNN', 'Bidirectional GRU', 'Temporal attention']",No,4,2-s2.0-85183870481
Aerospace/Engine systems,Sensor data,Remaining Useful Life,Hybrid,"['LSTM', 'SVR']",No,4,2-s2.0-85132022927
Industrial systems / Turbofan engine degradation,Sensor data,Remaining Useful Life,Hybrid,"['LSTM', 'Wiener process']",Yes: Wiener process,3,2-s2.0-85076049487
"Aerospace / Aircraft engines (implied by NASA C-MAPSS dataset, commonly used for aircraft engine RUL prediction)",Sensor data,Remaining Useful Life,Data driven,"Gated Recurrent Units (GRUs), attention mechanisms",Yes: attention mechanism with domain knowledge,4,2-s2.0-85166984516
Construction equipment,Sensor data,Remaining Useful Life,Data driven,Sophisticated prediction models,No,4,2-s2.0-85208284087
Industrial systems,Sensor data,Remaining Useful Life,Data driven,"Transformer, Bi-GRU",Yes: attention mechanisms and interpretability features,4,2-s2.0-85172000571
Industrial systems (specifically systems involving valves such as choke valves),"Sensor data, Time series",Remaining Useful Life,Data driven,"Gibbs sampler, Expectation–Maximization",Yes: Probabilistic inference with Gibbs sampler,4,2-s2.0-85117100921
Other,Structured data,Fault prediction,Rules and/or logic based,Cause-effect graphs,Yes: cause-effect graphs,3,2-s2.0-85186910858
Industrial equipment maintenance,"Graph data, Monitoring signals, Time series",Remaining Useful Life,Hybrid,"Graph attention convolution-pooling network, Informer network",No,3,2-s2.0-105003937763
Power transmission and distribution systems,Sensor data,Fault prediction,Data driven,Algorithm based on magnetic field measurements (specific ML or statistical technique not explicitly stated),Yes: calibration and measurement processes provide interpretability,2,2-s2.0-85126395107
Nuclear reactors,Sensor data,Fault prediction,Hybrid,"Data reconciliation, Wavelet transform",Yes: Data reconciliation and wavelet-based methods are interpretable techniques,3,2-s2.0-85102614940
Agricultural systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['RNN', 'Predictive Sliding Detection Window (PSDW)']",No,2,2-s2.0-85218305802
Railway infrastructure/Structural health monitoring,Sensor data,Fault prediction,Data driven,"Modal analysis, Digital twins, Tension estimation","Yes: Modal analysis, Digital twins, Tension estimation",4,2-s2.0-85202591765
Aerospace systems (specifically turbofan engines),Sensor data,Remaining Useful Life,Hybrid,"Dempster–Shafer theory, similarity-based data fusion, AI/ML",Yes: Evidence-based estimation with data fusion and Dempster–Shafer theory,4,2-s2.0-85174262441
Complex systems in industrial settings,Sensor data,Remaining Useful Life,Data driven,Dynamic conditional variational autoencoder,No,4,2-s2.0-85114788261
"Aerospace systems (implied by C-MAPSS dataset, which is related to aircraft engine simulations)","Sensor data, Time series, Structured data",Remaining Useful Life,Data driven,LSTM (Long Short-Term Memory),No,3,2-s2.0-85115844583
Chip manufacturing,Sensor data,"['Health state assessment', 'Remaining Useful Life']",Data driven,"['Bidirectional LSTM', 'Attention mechanism', 'Multitask deep learning']",Yes: Attention mechanism,4,2-s2.0-85147542449
Aero-engine,Sensor data,Remaining Useful Life,Hybrid,"Deep learning, embedding vectors, clustering",Yes: interpretable deep learning model,4,2-s2.0-85139317616
Industrial machinery (specifically injection molding machines),"Sensor data, Time series, Event logs","Remaining Useful Life, Fault prediction",Data driven,"Sequence analysis (implied), possibly including machine learning methods",Yes: importance of sensors and event sequences,4,2-s2.0-85212813468
Vehicle suspension systems,Sensor data,Sensor fault prediction,Physics informed,"Residual generation, Neyman–Pearson test, FIR models",Yes: residual generation and statistical test,3,2-s2.0-85146098842
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,"Transformer, Attention mechanism",No,4,2-s2.0-85139879334
Auto component manufacturing,"IoT data, Bayesian networks","Failure prediction, productivity enhancement",Hybrid,Bayesian Networks,Yes: Bayesian Networks,2,2-s2.0-105003254807
Manufacturing / Industrial forming processes,Sensor data,Fault prediction,Data driven,Various AI methods (unspecified),No,3,2-s2.0-85197924534
Manufacturing systems,Sensor data,Remaining Useful Life,Data driven,"['CNN', 'LSTM']",No,4,2-s2.0-85173495053
Aircraft engines / Aerospace systems,Sensor data,Remaining Useful Life,Data driven,"['Convolutional Neural Networks', 'Monte Carlo dropout', 'Deep Reinforcement Learning']",No,3,2-s2.0-85141438553
Water management systems,Sensor data,Monitoring and maintenance protocols,Data driven,Not explicitly specified but likely includes empirical modeling and calibration based on real-time data,Yes: Interpretability through empirical models and calibration,2,2-s2.0-85203031167
Nuclear power plant,Sensor data,Fault prediction,Data driven,"['FFT', 'LSTM', 'GCN']",No,4,2-s2.0-85188049730
Railway infrastructure / Structural health monitoring in railways,"Sensor data, Time series","Fault prediction, Structural health classes",Data driven,Classification algorithms / Artificial intelligence,Yes: Performance indicators and classification effectiveness provide interpretability,3,2-s2.0-85215832058
Power converters / Electrical systems,Sensor data,Fault prediction,Rule and/or logic based,"Algebraic expressions, current slope analysis",Yes: rule-based / algebraic methods,2,2-s2.0-105002758820
Rotating machinery / Industrial machines,Sensor data (vibration signals),Fault prediction,Data driven,"SVM, Feature selection algorithms (Fisher Score, Genetic algorithm)",Yes: Feature selection methods provide interpretability,4,2-s2.0-85197298865
Aviation systems / Aero-engines,Sensor data,Remaining Useful Life,Hybrid,"Physics-based models, Deep Neural Networks",Yes: Physics-based components provide interpretability,4,2-s2.0-85115029961
"Commercial systems (aerospace engines, as per NASA C-MAPSS dataset)","Sensor data, Time series",Remaining Useful Life,Data driven,Recurrent Neural Network (RNN) and its variants,No,4,2-s2.0-85149325514
Autonomous vehicles,Sensor data,"Fault prediction, Health index prediction",Data driven,Spiking neural network (SNN),No,3,2-s2.0-85147421170
Aerospace systems / Engine monitoring,"Sensor data, Time series",Remaining Useful Life,Data driven,LSTM,No,2,2-s2.0-85092201330
Nuclear power plants / Turbine generators,"Sensor data, Time series",Remaining Useful Life,Data driven,Bayesian Neural Network (BNN),Yes: Uncertainty estimation via Bayesian neural network,4,2-s2.0-85124881509
Chip manufacturing,Sensor data,Remaining Useful Life,Hybrid,"Stochastic degradation model, Markov chain",Yes: Hybrid stochastic modeling with physical principles and probabilistic reasoning,5,2-s2.0-85085735533
Construction sites,Sensor data,Fault prediction,Data driven,Machine Learning,No,3,2-s2.0-85218319531
Oil drilling equipment,Sensor data,Fault prediction,Knowledge based,Relational Graph Convolutional Network (R-GCN),Yes: Attention mechanisms and rules based on domain ontology,3,2-s2.0-85145964190
"Industrial manufacturing systems (e.g., blast furnace, aerospace manufacturing, vehicle transportation)",Sensor data,Remaining Useful Life,Data driven,"['Wavelet estimators', 'Maximum likelihood estimation (MLE)']",Yes: wavelet estimators and MLE are interpretable statistical techniques,4,2-s2.0-85079038387
Aero-engine systems,"Images, Sensor data","['Remaining Useful Life', 'Fault prediction']",Data driven,"Multi-scale feature fusion, Multi-task learning",No,4,2-s2.0-85149818078
Automobile maintenance,"Sensor data, GIS data",Remaining Useful Life,Data driven,"Cox proportional hazard model, M-LSTM (Merged LSTM)","Yes: Cox proportional hazard model (interpretable), LSTM (less interpretable)",3,2-s2.0-85110521957
Gearbox fault diagnosis in rotating machinery,Sensor data,Fault prediction,Data driven,"Kernel ridge regression with multi-Riemannian kernel, Feature-fusion covariance matrix (FFCM), Multi-kernel learning (MKL)",No,2,2-s2.0-85115616125
Rotating machinery,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['Cyclic spectral covariance matrix', 'Extreme learning machine']",No,3,2-s2.0-85142177777
Healthcare,"['Sensor data', 'Structured data']","['Facility management', 'Predictive maintenance']",Data driven,Machine Learning,No,1,2-s2.0-85201359870
Weather forecast control systems,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,2,2-s2.0-85218843132
Aerospace systems / Turbofan engines,"Sensor data, Time series",Remaining Useful Life,Data driven,"Fully Convolutional Network (FCN), Attention mechanism",Yes: Interpretability analysis method,2,2-s2.0-85130598163
Manufacturing,Sensor data,Fault prediction,Data driven,"['Kernel principal component analysis', 'Generative Adversarial Network', 'Auto-Encoder Neural Network', 'One-Class SVM']",No,4,2-s2.0-85148239044
Manufacturing facilities,Sensor data,Fault prediction,Data driven,Machine Learning,No,4,2-s2.0-85218317083
Chip manufacturing,['Sensor data'],['Fault prediction'],Data driven,"['Support Vector Machine', 'Reinforcement Learning']",No,4,2-s2.0-85151761717
Seabed mud lifting system,['Sensor data'],['Remaining Useful Life'],Bayesian,Dynamic Bayesian network,Yes: Bayesian inference,2,2-s2.0-85106905853
Aerospace / Aeroengine systems,Time series,Remaining Useful Life,Data driven,Self-attention network (Transformer-based architecture),No,4,2-s2.0-85132399923
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Hierarchical attention graph convolutional network (HAGCN), Bi-directional LSTM, Self-attention",No,4,2-s2.0-85111002107
Industrial systems / Rotating machinery,Sensor data,Fault prediction,Data driven,"Deep residual network, Dilated convolution, Multi-scale feature fusion",No,3,2-s2.0-85114518438
Manufacturing systems,Sensor data,"Remaining Useful Life, Fault prediction",Data driven,Bayesian approach,Yes: Bayesian approach,4,2-s2.0-85103119522
Aircraft systems,Sensor data,Remaining Useful Life,Data driven,Not specified,No,2,2-s2.0-85071244544
Chip manufacturing,Sensor data,Fault prediction,Data driven,Machine learning algorithms,"Yes: Not specified, but likely interpretable based on the context",4,2-s2.0-105005743638
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,"Ensemble learning, Data fusion, Stage division",No,4,2-s2.0-85177077738
Circular Economy Practices,"Data Analytics, Internet-of-Things (IoT), Artificial Intelligence (AI)","Resource optimization, Extended product lifespans, Closed-loop supply chains",Data driven,"AI, IoT integration, Data analytics methods",No,1,2-s2.0-105006993276
Industrial systems or complex engineering systems,Sensor data,Risk classification / Failure prioritization,Hybrid,"Multi-Criteria Decision-Making (MCDM), FMECA, ELECTRE TRI, DEMATEL",Yes: Rules and decision-based techniques,2,2-s2.0-85114143180
"Industrial systems (specifically induction motors, which are common in manufacturing and industrial equipment)",Sensor data,Remaining Useful Life,Data driven,Similarity-based method,No,3,2-s2.0-85197673219
Motor bearings in industrial systems,Sensor data,Remaining Useful Life,Hybrid,"['Convolutional-LSTM', 'Particle Filtering']",No,4,2-s2.0-105001496730
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,Deep neural network with bilinear fusion (specific architecture not specified),No,4,2-s2.0-85144055140
"Heavy earthmoving machinery (HEMM), specifically dragline subsystems in mining operations","Sensor data, Logbook records",Fault prediction,Knowledge based,Bayesian network,Yes: Bayesian network,4,2-s2.0-85130520724
Nuclear power plants / Reactor systems,Sensor data,Fault prediction,Data driven,CNN,No,4,2-s2.0-85180986767
Aerospace systems / Aircraft engine degradation,Sensor data,Remaining Useful Life,Data driven,"LSTM, Attention mechanism, Exponential smoothing",No,2,2-s2.0-85177565555
Industrial machines,Sensor data,Remaining Useful Life,Hybrid,"Mathematical models, Empirical data analysis",Yes: Mathematical models and empirical data analysis,4,2-s2.0-85204443247
Supply chain systems,Sensor data,Fault prediction,Data driven,"['CNN', 'RNN']",No,3,2-s2.0-85204337635
Hardware systems (specifically electric motors / PMSM),Sensor data,Fault prediction,Data driven,"['Distance clustering', 'Genetic algorithm']",Yes: clustering and genetic algorithm are interpretable techniques,3,2-s2.0-85175620241
Aircraft turbine engines,Sensor data,Remaining Useful Life,Data driven,"['Variational Autoencoder (VAE)', 'LSTM', 'ConvLSTM']",No,4,2-s2.0-85082199876
Aerospace engines,Sensor data,"['Health status assessment', 'Remaining Useful Life']",Data driven,"['BiGRU', 'MMoE']",No,3,2-s2.0-85121592079
Industrial systems with sensor-equipped machinery,"Sensor data, Time series",Remaining Useful Life,Hybrid,"Residual temporal convolutional networks, Attention mechanism",No,4,2-s2.0-85174702801
"Environmental sensing, telecommunication, health monitoring",Sensor data,Predictive future maintenance,Hybrid,AI models (specific techniques not explicitly mentioned),No,3,2-s2.0-105010624584
Aero-Propulsion systems,Time series,Remaining Useful Life,Data driven,"Laplacian eigenmaps embedding, kernel density estimation",No,1,2-s2.0-85074879262
Rotating machinery,Sensor data,Fault prediction,Data driven,Convolutional neural network (CNN) with attention mechanism,No,4,2-s2.0-85171554716
Aerospace components,Sensor data,Impact detection and localization,Data driven,"Neural Network, Acoustic source localization",No,2,2-s2.0-85122126028
PHM (Prognostics and Health Management) for complex systems,"Sensor data, Long signals",System health status / Prognostics,Hybrid,"Transformer, Self-supervised learning, Contrastive learning",Yes: Prior knowledge integration,4,2-s2.0-85171868554
Aircraft engines / Aerospace systems,"Sensor data, Time series",Remaining Useful Life,Hybrid,"Particle filtering, Sensor selection algorithm",No,4,2-s2.0-85098208039
Other,Unstructured data,Fault prediction,Knowledge based,"Quantum error correction, Numerical simulations",Yes: Interpretable quantum sensing protocol,1,2-s2.0-85218919977
Wind turbine systems,Sensor data,Fault prediction,Data driven,"['Recurrent Neural Networks (RNNs)', 'Variational Autoencoder (VAE)']",No,3,2-s2.0-105005987097
Automotive industry,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Machine learning,No,4,2-s2.0-85218320321
Steam turbines,Sensor data,Anomaly detection,Data driven,Gaussian processes,Yes: Gaussian processes,2,2-s2.0-85147983150
Industrial systems (general),"Sensor data, Telemetry, Logs","Fault prediction, Fault localization, Fault isolation",Rules and/or logic based,Rules and logic,Yes: Rules-based logic,3,2-s2.0-85218013754
