Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,Multi-channel attention bidirectional LSTM,No,4.0,2-s2.0-85126187587
Metal rolling mills / Manufacturing systems,Sensor data,Fault prediction,Data driven,"['Stacked auto-encoders', 'GAN']",No,2.0,2-s2.0-85206840249
Electric power monitoring systems,Sensor data,Fault prediction,Data driven,kmeans++ clustering algorithm,Yes: clustering algorithm,2.0,2-s2.0-85126874176
Robotics/Industrial Automation,Sensor data,Fault prediction,Data driven,Sensor-based fault diagnosis with IoT data,Yes: Rule-based fault detection,2.0,2-s2.0-85180003120
Urban infrastructure (Drainage and Flood Prevention for Subways and Underpasses),['Sensor data'],"['Flood risk prediction', 'Real-time monitoring']",Data driven,"Predictive analytics (implied, possibly ML or statistical models with sensor data)","Yes: dashboards, alerts, and notifications provide interpretability",3.0,2-s2.0-105010186641
Other,['Sensor data'],['Fault prediction'],Data driven,Not specified,No,2.0,2-s2.0-85137315839
Chip manufacturing,Sensor data,Fault prediction,Physics based,"Finite element analysis, Dynamic simulation",Yes: Physics informed,3.0,2-s2.0-85178044873
Electric vehicle batteries,Sensor data,Remaining Useful Life,Data driven,K-Nearest Neighbors (KNN),Yes: Instance-based (KNN),4.0,2-s2.0-105007986960
Maglev train systems,Sensor data,Fault prediction,Rules and/or logic based,"Sensor fault detection and localization algorithms, digital control strategies","Yes: Rules-based, fault detection and localization",2.0,2-s2.0-85202429701
Renewable energy systems / Solar PV systems,Sensor data,Fault prediction,Data driven,Machine learning algorithms,No,3.0,2-s2.0-105007701556
Power transformers / Electrical systems,Sensor data,Fault prediction,Data driven,"Simulation, experimental testing",Yes: Based on sensor signals and experimental results,2.0,2-s2.0-85217386195
Industrial systems / machinery (specifically rolling bearings),Sensor data,Fault prediction,Data driven,"['Dictionary Sparse Representation (DSR)', 'K-nearest neighbor (KNN)']",No,3.0,2-s2.0-85166006789
Traction systems,Sensor data,Fault prediction,Data driven,Residual-based fault detection,Yes: Residual analysis,3.0,2-s2.0-85178031138
Industrial systems / Motors / Motor health monitoring,Sensor data,Fault prediction,Data driven,Random Forest,Yes: Random Forest,3.0,2-s2.0-105007797090
Oil and gas process industry,Sensor data,Fault prediction,Data driven,"Data imputation and fault diagnosis models (implied, specific techniques not explicitly mentioned)",No,3.0,2-s2.0-85178076712
Power transmission and distribution systems,"['Sensor data', 'Time series', 'Structured data']","['Fault prediction', 'Remaining Useful Life']",Data driven,Not explicitly mentioned,No,3.0,2-s2.0-85198860860
Automotive systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,3.0,2-s2.0-105010764003
Industrial manufacturing / Rotating machinery,"Event data, Vibration signals, Time series",Fault prediction,Data driven,"Wavelet packet decomposition, Envelope spectrum analysis, Gabor filter",Yes: Envelope spectrum analysis,4.0,2-s2.0-85178003771
Process industry,"Sensor data, Sequence data",Fault prediction,Data driven,"LSTM, Contrastive Predictive Coding (CPC)",No,4.0,2-s2.0-85137789548
Apartment management,Sensor data,Fault prediction,Data driven,Data analytics,Yes: interpretable data analytics techniques,4.0,2-s2.0-85193027807
Industrial process monitoring / general industrial systems,"Sensor data, Time series",Fault prediction,Data driven,Variational Bayesian Mixture Probabilistic Principal Component Analysis (DMPPCA),No,3.0,2-s2.0-85137797044
Industrial systems (gearbox lubrication in machinery),Vibration signals,Fault prediction (grease failure detection),Data driven,"Support Vector Machines, Wavelet Packet Decomposition",Yes: Support Vector Machines with feature extraction,3.0,2-s2.0-85178016167
Industrial automation,Sensor data,Fault prediction,Data driven,"MQTT, Node-RED, MongoDB (data integration and visualization tools)",Yes: Rules-based thresholds and thresholds-based alerts,4.0,2-s2.0-105007434551
Nuclear power plants,Sensor data,Fault prediction,Hybrid,"['Support Vector Machine', 'Multivariate State Estimation']",No,4.0,2-s2.0-105007997676
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,['Quadratic Support Vector Machine'],No,4.0,2-s2.0-85140985336
Commercial buildings,Sensor data,Fault prediction,Data driven,Not specified,No,3.0,2-s2.0-85126528066
Steel manufacturing,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Neural networks,No,4.0,2-s2.0-105007981933
Commercial buildings,Sensor data,Fault prediction,Data driven,Shepard Interpolation Neural Networks (SINNs),Yes: mapping features onto hyper surfaces in the feature space,3.0,2-s2.0-85195143057
Sensor systems,Sensor data,Remaining Useful Life,Hybrid,"['Physics-informed', 'Data driven']",Yes: physics-informed models and environmental factors provide interpretability,2.0,2-s2.0-85195119773
Industrial machinery / rotating equipment,Sensor data,Fault prediction,Data driven,"['Support Vector Machines (SVM)', 'Convolutional Neural Networks (CNN)']","Yes: not specified explicitly, but mention of explainability suggests interpretability techniques are considered",4.0,2-s2.0-85198837488
Aircraft systems / HVAC systems in aircraft,Sensor data,Fault prediction,Data driven,"['Stacked Denoising Autoencoder (SDAE)', 'Softmax classifier']",No,4.0,2-s2.0-85217393212
Aerospace / Aerospace systems,Sensor data,Fault prediction,Data driven,SVM,"Yes: Utilizes residual analysis and feature-based fault classification, which are interpretable techniques",1.0,2-s2.0-85165994653
High-precision machining / Mechanical parts manufacturing,Sensor data,Fault prediction,Data driven,CNN,No,3.0,2-s2.0-105010617237
Industrial machinery,Time series,Fault prediction,Data driven,Time series classification algorithms,No,4.0,2-s2.0-85210596740
Underground cable systems,Sensor data,Fault prediction,Rules and/or logic based,"Voltage resistance network analysis, microcontroller logic",Yes: Rules based / logic based,3.0,2-s2.0-85147541894
Wireless Sensor Networks (WSN),Sensor data,Fault prediction,Rules and/or logic based,Extended Finite State Machine (EFSM),Yes: Finite State Machine (FSM),2.0,2-s2.0-85153566594
Industrial machinery / Bearings,Sensor data,Fault prediction,Data driven,CNN,No,3.0,2-s2.0-85137710644
Distribution grid equipment / Power systems,Sensor data,Fault prediction,Data driven,Machine learning,No,4.0,2-s2.0-105010225747
Edge AI accelerators,Structured data,Fault prediction,Rules and/or logic based,Comparison modules,Yes: rules-based mechanisms,1.0,2-s2.0-85172246986
Smart city systems,Sensor data,Predictive behaviors / Monitoring,Hybrid,"Not explicitly specified, but likely combining rules/optimization and data-driven models",Yes: Visualization and decision-support,3.0,2-s2.0-85203104406
Complex engineering systems,"Sensor data, Metadata from external sources","Fault prediction, Root cause analysis",Hybrid,"Causation-based AI, Machine learning methods","Yes: Causation-based AI, Risk model",4.0,2-s2.0-85123049768
Embedded systems,"['Weather forecast data', 'Energy availability data']",Future energy availability prediction,Data driven,Time series forecasting,No,2.0,2-s2.0-85096365690
Other,Structured data,Fault prediction,Rules and/or logic based,,Yes: Rules-based or logic-based techniques,0.0,2-s2.0-85096353107
Aircraft maintenance,"Sensor data, Environmental data",Remaining Useful Life,Data driven,Random Forest,Yes: Random Forest (interpretable to some extent),4.0,2-s2.0-85123046258
Industrial machinery / Mechanical systems,Sensor data,Fault prediction,Rules and/or logic based,"Temporal and frequency analysis methods (RMS, Kurtosis)",Yes: Statistical and scalar parameters,3.0,2-s2.0-85195409685
IoT sensor systems in distributed environments,"Sensor data, Time series",Data query results / Data exploration,Other,Not specified,No,0.0,2-s2.0-85140597667
Industrial systems,Sensor data,Fault prediction,Rules and/or logic based,Mahalanobis-Taguchi system (MTS),Yes: Mahalanobis-Taguchi system (interpretable outlier detection technique),4.0,2-s2.0-85153181422
Smart Home Devices,"Behavior data, Runtime data",Anomaly detection,Rules and/or logic based,Hierarchical automata,Yes: automata-based,3.0,2-s2.0-85099482937
Autonomous Vehicles,Sensor data,Fault prediction,Rules and/or logic based,"Safety verification, empirical analysis",Yes: Safety verification and bounds analysis,2.0,2-s2.0-85145877189
"Industrial systems (general), potentially electronics or electronics manufacturing",Sensor data,"['Fault prediction', 'Demand forecasting']",Data driven,Machine learning,No,3.0,2-s2.0-105002271845
Electric motors / Energy systems,Sensor data,Fault prediction,Data driven,"Stacked classifier, Genetic Algorithm",No,2.0,2-s2.0-85189328614
Industrial systems / Industrial equipment,"Sensor data, Time series",Remaining Useful Life,Data driven,"Informer, Co-Informer",No,4.0,2-s2.0-85187360222
Electrical equipment in industrial systems,"Sensor data, Time series",Fault prediction,Data driven,"['SVM', 'Neural networks', 'Random forests']",No,4.0,2-s2.0-105003888061
Chip manufacturing,Sensor data,Fault prediction,Data driven,Autoencoders,No,4.0,2-s2.0-85126083545
Hydro generator equipment in power generation facilities,Sensor data,Remaining Useful Life,Data driven,Recurrent Neural Network (RNN),No,4.0,2-s2.0-85123049516
Healthcare systems,Sensor data,Health status monitoring,Data driven,Machine learning algorithms,No,0.0,2-s2.0-85191195648
Other,Structured data,Risk assessment / Fault tolerance implications,Other,Probabilistic risk assessment (PRA),Yes: Probabilistic risk assessment (PRA),1.0,2-s2.0-85153323233
Chip manufacturing,Sensor data,Remaining Useful Life,Physics informed,Physical failure analysis,Yes: Physical failure analysis,4.0,2-s2.0-85124647147
Industrial equipment / machinery,"Sensor data, Time series, Operational conditions",Fault prediction,Data driven,"['Decision trees', 'Neural networks', 'Clustering algorithms']",No,4.0,2-s2.0-105000699549
Aircraft maintenance,"Sensor data, Remaining-useful-life prognostics","Multiple objectives including cost and performance metrics (e.g., number of replacements, delays, degradation incidents)",Data driven,"Discrete-event simulation, Prognostics models",Yes: Pareto front analysis,3.0,2-s2.0-85123057379
IoT devices,Structured data,Fault prediction,Rules and/or logic based,"Comparator, X-compactor, Present cipher",Yes: Rules,2.0,2-s2.0-85101175262
Pipelines / Water leak detection,Sensor data,Fault prediction,Data driven,"Not explicitly specified, likely statistical analysis or anomaly detection algorithms commonly used with sensor data","Yes: dashboards, alarms, analytics",4.0,2-s2.0-105010565917
Nuclear power plants,Sensor data,Fault prediction,Data driven,"Finite element modeling, simulation",Yes: Finite element simulation,2.0,2-s2.0-85183324394
Automotive systems,Sensor data,Fault prediction,Data driven,Decision tree (DT),Yes: Decision trees,1.0,2-s2.0-85200590037
Offshore oil and gas subsea systems,Sensor data,Fault prediction,Data driven,Design of Experiments,Yes: Design of Experiments,4.0,2-s2.0-85189338027
"Sensor networks (Wireless Sensor Networks, WSN)",Sensor data,Remaining Useful Life,Data driven,Artificial Butterfly Optimization,No,0.0,2-s2.0-85153581297
Automobiles / Vehicle systems,Sensor data,Fault prediction / Predictive maintenance,Data driven,"Not explicitly specified, but likely machine learning or analytics based on sensor data",No,2.0,2-s2.0-85200591880
Renewable Energy / Solar PV Systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,Custom algorithms based on voltage-current and power-voltage analysis,Yes: Rule-based fault identification,2.0,2-s2.0-105000227659
Other,Sensor data,Fault prediction,Data driven,,No,0.0,2-s2.0-85121793783
Other,Structured data,Fault prediction,Data driven,Maximum Correntropy Criterion (MCC),No,0.0,2-s2.0-85092701356
Connected and automated vehicles,"Sensor data, Network-related data","Fault prediction, Root cause analysis",Data driven,Unsupervised learning,Yes: Root cause analysis,3.0,2-s2.0-85118439647
Industrial farm machinery,"Telematics data, engine parameters (torque, speed, fuel rate)","Residual Useful Life, Fault prediction (gear damage assessment)",Physics based,"Mechanical engineering equations, damage models, advanced analytics",Yes: Mechanical equations and domain knowledge,4.0,2-s2.0-105002273569
High Voltage Switchgear,Sensor data,Fault prediction,Rules and/or logic based,Threshold-based rules,Yes: rule-based thresholds,4.0,2-s2.0-85089840397
"Vehicles, ships and spacecrafts",Multivariate time series,Fault prediction,Hybrid,"['Generative Adversarial Nets', 'LSTM', 'Attention mechanism']",Yes: attention mechanism,3.0,2-s2.0-85112384275
Greenhouse farming / Agriculture,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,2.0,2-s2.0-85148915284
Smart environments / IoT security,Sensor data,Fault prediction,Data driven,"['CNN', 'LSTM']",No,0.0,2-s2.0-85189206578
Agricultural machinery and farm equipment,Sensor data,Fault prediction,Hybrid,Hardware-in-loop simulation,Yes: hardware-in-loop models are interpretable and simulate real-world failure scenarios,2.0,2-s2.0-85153173333
Industrial motors / Manufacturing equipment,Sensor data,Fault prediction,Data driven,Not explicitly mentioned,No,4.0,2-s2.0-85104948834
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,LSTM Encoder-Decoder,No,5.0,2-s2.0-85090435192
Manufacturing / Industry 4.0,"['Energy consumption data', 'Sensor data']","['Predictive maintenance', 'Operational status']",Data driven,AI / Machine Learning,No,4.0,2-s2.0-85189345544
Aviation maintenance,Sensor data,Fault prediction,Data driven,"['Isolation Forest', 'Logistic Regression']",Yes: Logistic Regression,2.0,2-s2.0-85090441995
Self-driving cars and automated robotic arms,Images and Point Clouds (multimodal sensor data),Fault prediction,Data driven,Not explicitly specified in the abstract,No,3.0,2-s2.0-85196839632
Industrial instrumentation / control systems,"Sensor data, Time series",Fault prediction,Data driven,Logistic regression,Yes: Logistic regression,3.0,2-s2.0-85148001733
IoT networks,Sensor data,Fault prediction,Reinforcement learning,Reinforcement Learning,No,3.0,2-s2.0-85185384428
Transformer monitoring systems,Sensor data,Fault prediction,Rules and/or logic based,Comparison of parameter limits,Yes: Rules-based thresholds,3.0,2-s2.0-105010562474
Other,Images,Fault prediction,Data driven,,No,1.0,2-s2.0-85212421051
Container handling cranes,"Sensor data, Maintenance data",Fault prediction,Hybrid,"Machine learning, Simulation",No,3.0,2-s2.0-85147432743
Industrial systems / Electric motors,Sensor data,Fault prediction,Data driven,Machine learning,No,3.0,2-s2.0-85185368971
Data center / HPC systems,Sensor data,Predictive maintenance / Energy management,Data driven,"Predictive analytics, Digital Twin simulation",Yes: Interpretability through Digital Twin models and sensor-based monitoring,4.0,2-s2.0-105005026937
Cyber Physical Systems (CPSs),Time series,Anomaly detection,Data driven,"['LSTM', 'Spectral-based Graph Convolutional Networks (GCN)']",No,4.0,2-s2.0-85136378247
Commercial buildings,Sensor data,Fault prediction,Data driven,"['Convolutional Autoencoder Neural Network (CAE)', 'DeepAnT']",No,4.0,2-s2.0-85141075183
Nuclear Power Plants,Sensor data,Fault prediction,Data driven,"Generative models (GAN, Variational Autoencoder, Denoising Diffusion Models)",No,2.0,2-s2.0-85183326869
Chip manufacturing,Sensor data,Fault prediction,Data driven,Stacking classifier,No,4.0,2-s2.0-85198537220
Urban environmental monitoring / Smart city infrastructure,"['Sensor data', 'Structured data']",Fault prediction,Data driven,Machine learning (classification model),Yes: feature importance or interpretability methods (implied),4.0,2-s2.0-85197743817
IoT-based industrial systems,Structured data,Model quality and system stability,Data driven,"Reputation evaluation model, resource allocation strategies",Yes: reputation evaluation and resource allocation strategies are interpretable,2.0,2-s2.0-85187350941
Industrial IoT systems,Sensor data,Remaining Useful Life,Data driven,Machine learning algorithms,No,4.0,2-s2.0-85200587498
Autonomous Vehicles / Vehicle systems,"Sensor data, Time series",Fault prediction,Data driven,"Data diversity, Redundancy techniques",No,3.0,2-s2.0-85136327862
Autonomous vehicles,Sensor data,Fault prediction,Hybrid,"['Discrete Wavelet Transform (DWT)', 'Extreme Learning Machine Autoencoder (ELM_AE)', 'Neural networks', 'Fuzzy PID control']",Yes: Fuzzy PID control and rule-based anomaly detection,2.0,2-s2.0-85098990028
Electrical machine systems,Sensor data,Fault prediction,Data driven,Motor current signature analysis (MCSA),Yes: Signal analysis in time-frequency domain,3.0,2-s2.0-85120900395
Industrial systems,Sensor data,Fault prediction,Rules and/or logic based,Mahalanobis-Taguchi System (MTS),Yes: interpretable outlier detection,4.0,2-s2.0-85156231158
Industrial machinery / Rotary equipment,Sensor data,Anomaly detection / Fault prediction,Data driven,Data synthesis / Sensor simulation,No,3.0,2-s2.0-85125494572
Industrial machinery / Rotating machinery,"Sensor data, Time series",Fault prediction,Data driven,"Spectrogram-based features, Deep canonical correlation, CNN",No,4.0,2-s2.0-85186524605
"Industrial systems (wind turbines, hydraulic systems, CNC tools, respiratory health monitoring)",Sensor data,Fault prediction,Data driven,"Feature engineering (complexity-based, recurrence-based, dependency-focused, importance-focused features)",Yes: feature engineering,2.0,2-s2.0-105002272788
Industrial equipment,Sensor data,Fault prediction,Data driven,"['Random Forest', 'Logistic Regression', 'Support Vector Machines (SVM)', 'K-Nearest Neighbors (KNN)', 'Isolation Forest', 'Autoencoders']",No,4.0,2-s2.0-105010196565
Smart farming,Sensor data,Fault prediction,Rules and/or logic based,"['MeanC', 'Interquartile Range (IQR) analysis']",Yes: Rules and thresholds,1.0,2-s2.0-85216397838
Industrial facilities/equipment (general industrial production sites),Sensor data,Fault prediction,Hybrid,"['CLIPS inference engine', 'Probability Neural Network (PNN)', 'Ontology traversal algorithms', 'Fuzzy knowledge fusion']",Yes: ontology traversal and fuzzy knowledge fusion provide interpretability,3.0,2-s2.0-85142095727
"Industrial systems (general), likely involving manufacturing or machinery",Sensor data,Fault prediction,Data driven,Deep domain adaptation,No,4.0,2-s2.0-85173030154
Physical systems,"Discrete event sequences, Sensor data","Anomaly detection, Fault prediction",Data driven,Neural machine translation (NMT),No,3.0,2-s2.0-85090402554
Manufacturing,Sensor data,Predictive maintenance,Data driven,Not specified,No,2.0,2-s2.0-85196721048
Industrial systems with sensor networks,"Sensor data, Time series",Fault prediction,Data driven,"Correlation analysis, Graph analysis",Yes: correlation variation analysis,4.0,2-s2.0-85167730663
Hardware testing for deep learning implementations,Structured data,Fault prediction,Rules and/or logic based,Approximate gradient ranking,Yes: rules-based / simple test vector sampling,2.0,2-s2.0-85146147590
Physical security / Disaster detection,Sensor data,Target localization,Data driven,Approximate agreement protocol,No,3.0,2-s2.0-85203129422
Industrial systems (specifically peristaltic pumps),"Audio data (neuromorphic audio dataset, sonogram images)",Fault prediction,Data driven,DenseNet121,No,3.0,2-s2.0-105010645132
Electrical systems / Reliability engineering,Time series,Fault prediction,Deep learning,Deep learning models (specific architectures not specified),No,4.0,2-s2.0-85139050168
Street lighting / Urban infrastructure,Sensor data,Fault prediction,Data driven,Deep learning (unspecified specific architecture),No,4.0,2-s2.0-105010559159
Healthcare/Medical devices,Sensor data,Remaining Useful Life,Data driven,Deep learning,No,3.0,2-s2.0-85138997461
Cyber-Physical Systems,Sensor data,Fault prediction,Data driven,"['Auto-Encoder (AE)', 'Support Vector Machine (SVM)']",No,2.0,2-s2.0-85085469279
Control systems,Sensor data,Fault prediction,Hybrid,Sliding Mode Observer,Yes: Sliding Mode Observer,2.0,2-s2.0-85174716350
Manufacturing or industrial systems,"Sensor data, Time series",Fault prediction,Rules and/or logic based,"Correlation analysis, Time-Series Graphs (TSGs)",Yes: Correlation analysis and interpretability in abnormal time detection,4.0,2-s2.0-85200475207
Industrial equipment health monitoring,Sensor data,Fault prediction,Data driven,"['t-SNE', 'KPCA']",Yes: Low-dimensional representations,3.0,2-s2.0-85090439007
Aircraft engines / Aerospace systems,Sensor data,Remaining Useful Life,Data driven,"['ML models', 'Deep Learning models', 'LSTM', 'GRU', 'CNNLSTM']",No,4.0,2-s2.0-85141824569
Commercial aircraft (Boeing 767 fleet),Sensor data,Remaining Useful Life,Data driven,Genetic algorithm,No,3.0,2-s2.0-85189344982
Wireless sensor networks,Sensor data,Fault prediction,Data driven,"Multilayer neural network, Gradient descent with Momentum",No,3.0,2-s2.0-85127335981
Cryptographic hardware,Sensor data,Fault prediction,Data driven,Time-to-Digital Converters (TDCs),No,1.0,2-s2.0-105006905549
Hydraulic systems in manufacturing,Sensor data,Fault prediction,Data driven,"['Supervised Learning', 'Clustering', 'Anomaly detection']",No,4.0,2-s2.0-85158031991
HVAC systems,Sensor data,Fault prediction,Data driven,Convolutional Neural Network (CNN),No,4.0,2-s2.0-85099445694
Electric Vehicles (EVs),"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,"Machine Learning, AI",No,4.0,2-s2.0-105010564468
Other,Structured data,Fault prediction,Hybrid,"['Naïve Bayes', 'Decision Tree']",Yes: Decision Tree,0.0,2-s2.0-85150679515
Nuclear reactor systems,"Acoustic signals, Spectrograms",Fault prediction,Data driven,"['Support Vector Machines', 'Linear Discriminant Analysis']",Yes: Linear Discriminant Analysis,4.0,2-s2.0-85172427823
Industrial systems / Manufacturing (specifically bearings health monitoring),"Sensor data, Time series, Images (spectrograms)","Fault prediction, Root cause analysis",Data driven,"Attention mechanism, Spectrogram transformation, Squeeze-and-Excitation network","Yes: Attention mechanism, Feature attribution",4.0,2-s2.0-85184357354
Diesel engine exhaust system,['Sensor data'],['Remaining Useful Life'],Data driven,Soft sensor,No,2.0,2-s2.0-85090468585
Manufacturing,Sensor data,Fault prediction,Data driven,Data visualization (Power BI),Yes: Data visualization,3.0,2-s2.0-105004923067
Marine vessel engines,Time series,Fault prediction,Data driven,Autoencoder,No,4.0,2-s2.0-85201182640
Navigation systems in maritime vessels,"Sensor data, Time series",Fault prediction,Hybrid,"['Random forest', 'Recurrent neural network', 'State observers', 'Sliding mode observers']","Yes: Decision trees (Random forest), interpretability may vary for RNNs, hybrid models potentially add complexity",2.0,2-s2.0-105007152802
Industrial systems with electric motors / Induction motors,"['Vibration data', 'Electrical signals']",['Fault prediction'],Data driven,Signature-based analysis,Yes: Signature-based analysis,3.0,2-s2.0-85199035366
Industrial systems with generators,Sensor data,Fault prediction,Data driven,"['ANN', 'SVM', 'Decision Trees']",No,4.0,2-s2.0-85202348950
Manufacturing (general industrial manufacturing environment),"Sensor data, Time series",Fault prediction,Hybrid,"Deep learning, Evolutionary algorithms",No,2.0,2-s2.0-85219614249
Other,"Sensor data, Images",Fault prediction,Data driven,"Not explicitly specified, but likely statistical or ML-based fault detection methods",No,1.0,2-s2.0-85217171865
Aviation / Aircraft systems,"Sensor data, Time series",Strain prediction / Remaining Useful Life (implied),Data driven,Gradient boosted trees,Yes: Gradient boosted trees (often interpretable with feature importance techniques),2.0,2-s2.0-85125857441
Industrial automation systems,Sensor data,Fault prediction,Data driven,"['Fuzzy Neural Network (FNN)', 'Data analysis']",Yes: Fuzzy Neural Network (FNN),4.0,2-s2.0-105011351984
Industrial processes / Manufacturing,Sensor data,Fault prediction,Rules and/or logic based,Algorithm for conflict detection,Yes: Rules-based,2.0,2-s2.0-85197287113
"Power generation facilities (solar, wind, geothermal, hydropower)",['Sensor data'],['Fault prediction'],Data driven,Not specified,No,1.0,2-s2.0-85193209705
Radar systems / Electronic components,Historical data of monitoring parameters,Remaining Useful Life,Rules and/or logic based,Least-squares (LS) method,Yes: Least-squares method,2.0,2-s2.0-85165103168
Industrial IoT / Industry 4.0,Structured data,Performance analysis / Network performance metrics,Data driven,Simulation (NS-3 Network Simulator),No,0.0,2-s2.0-105007151668
Industrial systems,Sensor data,Remaining Useful Life,Data driven,Machine Learning + Expert Knowledge,Yes: Expert Knowledge,4.0,2-s2.0-85214682543
Other,Sensor data,Watering schedule optimization,Data driven,Machine Learning,No,2.0,2-s2.0-85206084848
Smart Homes,Sensor data,Fault prediction,Rules and/or logic based,"Spatiotemporal rules, statistical analysis",Yes: rules and statistical properties,4.0,2-s2.0-85096603209
IoT systems,Sensor data,Fault prediction,Rules and/or logic based,"Ontology, SPARQL queries",Yes: Ontology and rules,3.0,2-s2.0-85218419383
Software systems / IoT-based motion tracking,"Natural language text, Code changes, User feedback, System documentation",Fault prediction,Data driven,Large Language Models (LLMs),Yes: Interpretable techniques via LLMs,2.0,2-s2.0-105010777135
Commercial buildings,"Sensor data, Time series",Fault prediction,Data driven,Federated Learning,Yes: visual representations,4.0,2-s2.0-85196766776
Printed Circuit Boards (PCBs),"['Sensor data', 'Simulation data', 'Experimental data']",Remaining Useful Life,Physics informed,"['Feedforward Neural Network (FFNN)', 'Long Short-Term Memory (LSTM)', 'Physics-informed Neural Network']",No,4.0,2-s2.0-105007412485
Medical devices,Sensor data,Failure early warning,Data driven,Machine learning and artificial intelligence,Yes: interpretable models (implied by focus on warning systems and analysis),3.0,2-s2.0-85217851422
Power transmission systems,Sensor data,Location information / Precise cable positioning,Data driven,,No,2.0,2-s2.0-105010621560
Industrial IoT,"Simulation data, Network configuration parameters","Performance assessment, Network efficiency",Other,Simulation experiments using NS-3,No,2.0,2-s2.0-85197292674
Generator maintenance,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,['Inception v4'],No,2.0,2-s2.0-85207061128
Industrial pump systems,Sensor data,Fault prediction,Data driven,LSTM autoencoder with differential regularization,Yes: inference function considering logical relationships,4.0,2-s2.0-85214437038
Power transformers,Sensor data,Fault prediction,Data driven,"['PSO', 'SVM']",No,4.0,2-s2.0-85180413491
Aviation maintenance / Aircraft systems,Sensor data,Remaining Useful Life,Data driven,"['CNN', 'LSTM']",No,4.0,2-s2.0-85164994886
Industrial operations,Sensor data,Fault prediction,Hybrid,"['CNN', 'LSTM', 'ARIMA', 'Isolation Forest', 'One-Class SVM']",No,4.0,2-s2.0-85218029715
Mechanical systems,Sensor data,"['Fault prediction', 'Remaining Useful Life']",Data driven,Deep learning,No,4.0,2-s2.0-85195292778
Industrial IoT,Sensor data,Remaining Useful Life,Hybrid,"LLM (Large Language Models), possibly combined with traditional predictive maintenance techniques",Yes: LLMs and rule-based reasoning,4.0,2-s2.0-85218041343
Power and communication industries,Sensor data,Peeling depth prediction,Hybrid,"['Support Vector Machine (SVM)', 'Genetic Algorithm (GA)']",No,3.0,2-s2.0-105011345221
Robotics / Manipulator systems,Images,Fault prediction,Rules and/or logic based,Comparison-based analysis,Yes: rule-based comparison,1.0,2-s2.0-85193293531
Other,Unstructured data,Fault prediction,Other,T-test,Yes: T-test,0.0,2-s2.0-85192145755
Industrial systems,"Sensor data, Time series, IoT data",Fault prediction,Data driven,"['Deep learning', 'CNN', 'Gradient Boosting Machine (GBM)']",No,4.0,2-s2.0-85219752305
Power load management systems,Sensor data,Fault prediction,Data driven,"['Seq2Seq', 'CNN', 'LSTM']",No,4.0,2-s2.0-85197680497
Other,Images,Fault prediction,Data driven,Not specified,No,2.0,2-s2.0-85201418359
Space habitats / Inflatable softgoods structures,Sensor data,Remaining Useful Life,Data driven,Damage detection and RUL prediction algorithms,No,3.0,2-s2.0-85164991092
Wired networks / Cable systems,Sensor data,Remaining Useful Life,Hybrid,"Model-driven, Simulations, Experiments",Yes: Rules and/or logic based,3.0,2-s2.0-85214700051
Power transformers in electrical distribution systems,"['Sensor data', 'Images']","['Remaining Useful Life', 'Fault prediction']",Hybrid,"['CNN', 'RNN']",No,4.0,2-s2.0-85193208398
Power systems / Reactor systems,Sensor data,Fault prediction,Data driven,"SVM, Principal Component Analysis",Yes: SVM with feature analysis,2.0,2-s2.0-105003130235
"Industrial Internet of Things (IIoT), Machining operations",Sensor data,"Tool wear prediction, Remaining Useful Life (RUL) estimation, Anomaly detection",Data driven,Machine learning (ML) models,No,3.0,2-s2.0-85196520007
Other,Sensor data,Fault prediction,Data driven,Not explicitly mentioned,No,1.0,2-s2.0-105002394863
Aerospace / Aero-engine systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Multi-scale convolution, BiLSTM, Channel attention",No,3.0,2-s2.0-85214673974
Industrial vehicles,"Sensor data, Structured data","Remaining Useful Life, Root cause analysis",Hybrid,Survival analysis,Yes: Interpretable survival risk analysis,4.0,2-s2.0-85218075287
Mechanical systems/machinery,Sensor data,Fault prediction,Data driven,"Deep learning, Wavelet transform",No,2.0,2-s2.0-85219644950
Industrial environments / Smart factories,Data streams,Predictive maintenance inference,Rules and/or logic based,Fuzzy logic / Fuzzy querying,Yes: Fuzzy logic / Rules-based techniques,3.0,2-s2.0-85218049398
Rotating machinery / Industrial equipment,"Sensor data, Time series",Remaining Useful Life,Data driven,"Graph Neural Network (GNN), Temporal convolution",No,4.0,2-s2.0-85165105521
Pumping stations,Sensor data,Fault prediction,Data driven,Deep learning,No,3.0,2-s2.0-85218338276
Industrial machines / Rotary machinery,"Sensor data, Time series",Fault prediction,Data driven,"Data augmentation, Noise perturbation",No,3.0,2-s2.0-85218001108
