"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"","","","Sensor Data Fusion for Improved Fault Detection in Semiconductor Wafers","2020","IEEE Sensors Journal","20","8","","4123","4134","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207218539&partnerID=40&md5=414bf0421bd5638eb9dd6442f80d9b6f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85207218539"
"","","","Predictive maintenance of machine tools based on deep learning and IoT","2020","IEEE Transactions on Industrial Informatics","16","3","","2068","2077","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175708286&partnerID=40&md5=7555b499c4249385426fbaae4b82a67f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85175708286"
"","","","Correlation analysis and augmentation of samples for a bidirectional gate recurrent unit network for the remaining useful life prediction of bearings","2020","IEEE Sensors Journal","","","","1","1","0","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150426277&partnerID=40&md5=83b28dd2410c91e40ecc226acd6fae27","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85150426277"
"","","","Novel double layer BiLSTM minor soft fault detection for sensors in air-conditioning system with KPCA reducing dimensions","2021","Renew. Sustain. Energy Rev.","197","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000649290&partnerID=40&md5=5ec8ad2ca07db1dd6568b179c2df8ebc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000649290"
"","","","","2020","Wireless Body Area Network Sensor Faults and Anomalous Data Detection and Classification Using Machine Learning","","","","1","6","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120852790&partnerID=40&md5=05c153deb7df2a5e0a1eefe366d02fea","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85120852790"
"","","","IoT-based power quality monitoring system with predictive maintenance","2021","Maintenance Rel","23","1","","45","56","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216563080&partnerID=40&md5=81085f26693b12eb176435c66bd1a0ec","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85216563080"
"","","","Adaptive event-triggered fault detection for interval type-2 T-S fuzzy systems with sensor saturation","2020","IEEE Trans. Fuzzy Syst.","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092440732&partnerID=40&md5=1a67e5c3d804e7715c6905c7426aa771","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85092440732"
"","","","IOT based fault detection of underground cables through node MCU module","2020","IEEE","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168763286&partnerID=40&md5=351ef7b1e94b3d14500aee1434a6e124","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85168763286"
"","","","Sensor-fault detection, isolation and accommodation for digital twins via modular data-driven architecture","2020","IEEE Sensors Journal","99","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116325890&partnerID=40&md5=6f71c5d5e21f0dcc1c9f59fe719c6c53","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85116325890"
"","","","ACS Sensor Concurrent Faults Detection and Location Based on Autoencoder and Softmax","2020","A. CAC2020 proceedings","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206925455&partnerID=40&md5=eb41fd3a65bcc2905bb1011a05c6dbe0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85206925455"
"","","","IoT based Predictive Maintenance in Manufacturing Sector","2020","Social Science Research Network","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200141851&partnerID=40&md5=bfd657f0be3736f16806decfb4edb7ba","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85200141851"
"","","","A method for fault detection in wireless sensor network based on Pearson's correlation coefficient and support vector machine classification","2021","Preprint (Version 1) Available at Research Square","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187931234&partnerID=40&md5=a3db3c88e4a4ffc7a4f2fb004059fe09","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85187931234"
"","","","Stator end-winding thermal and magnetic sensor arrays for online stator inter-turn fault detection","2020","IEEE Sensors Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178459881&partnerID=40&md5=661a6c7d41da7b899e1017b4467b9821","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85178459881"
"","","","presented at Proceedings of the 8th ACM International Conference on Systems for Energy-Efficient Buildings, Cities, and Transportation","2021","Building sensor fault detection and diagnostic system","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183965538&partnerID=40&md5=d726da2ea7974dca386cea7b41a78813","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85183965538"
"","","","Data-driven method for predicting remaining useful life of bearing based on Bayesian theory","2020","Sensors","21","1","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137179513&partnerID=40&md5=fdfb4102deefb3a31fe6f68620294a39","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85137179513"
"","","","Iot and Fog Computing Based Predictive Maintenance Model for Effective Asset Management in Industry 4.0 Using Machine Learning","2021","","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187067223&partnerID=40&md5=138b1e9ce5fe6776df6b7e1fcdfbe590","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85187067223"
"","","","A Dataset Accuracy Weighted Random Forest Algorithm for IoT Fault Detection Based on Edge Computing and Blockchain","2020","IEEE Internet of Things Journal","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119597713&partnerID=40&md5=3c6d4cdbd0a6c702c215d3565497fb27","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85119597713"
"","","","Real-Time Fault Detection in Semiconductor Manufacturing Using Multi-Sensor Data and Deep Learning","2020","IEEE Access","8","","","22874","22883","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207194695&partnerID=40&md5=42817f303639acefe53aa43d8ac2f344","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85207194695"
"","","","Certain Investigations on Energy-Efficient Fault Detection and Recovery Management in Underwater Wireless Sensor Networks","2020","J. Circuits Syst. Comput","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110834707&partnerID=40&md5=34a7d309f6c84ba86e83e3c2d7133a5b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85110834707"
"","","","Sensor fault detection of flight control electromechanical actuation system based on neutral network ［D］","2020","","","","","7","20","13","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172031301&partnerID=40&md5=eed0c6e8036492fe08e3d8d03129f7f0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85172031301"
"","","","A novel deep learning model for the detection and identification of rolling element-bearing faults","2020","Sensors (Basel, Switzerland)","20","","","9","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204407924&partnerID=40&md5=9b66890ebc340d26cd9c2724f82ec725","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85204407924"
"","","","IoT based system for predictive maintenance in chemical industries","2020","Mater. Today Proc","","","","1355","1362","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176762823&partnerID=40&md5=6c8719217bac523527ed9e9a0322f389","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85176762823"
"","","","Integrating blockchain and AI in predictive maintenance systems for industrial IoT","2020","Proceedings of the International Conference on Industrial IoT","","","","25","35","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007281898&partnerID=40&md5=0715992c84f17e3d6a2b0a5bfeef4343","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105007281898"
"","","","IoT-Based Real-Time Underground Cable Fault Detection System Using Wireless Sensor Networks","2020","Journal of Electrical and Computer Engineering","2020","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001278131&partnerID=40&md5=daadafb46ca0bcfdf459302af916aa18","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001278131"
"","","","A low-cost monitoring and fault detection system for stand-alone photovoltaic systems using IoT technique","2020","Lecture Notes in Electrical Engineering","","","","349","358","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000397407&partnerID=40&md5=79ea35282abf7736a0e3795200562f06","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000397407"
"","","","IoT-based fault detection and diagnosis system for solar PV panels using deep learning","2020","IEEE Access","8","","","54034?","54044","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160519920&partnerID=40&md5=c8c6084685b429beb23e23745ea88395","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160519920"
"","","","Predictive maintenance with a minimum of sensors using pneumatic clamps as an example","2020","12th International Fluid Power Conference","","","","175","183","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124570023&partnerID=40&md5=8227843b78087adcd004df47175bd375","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85124570023"
"","","","Fault detection and diagnosis of photovoltaic panels using IoT","2020","IEEE Transactions on Sustainable Energy","11","1","","144?","152","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160519003&partnerID=40&md5=a14016c34035e962caf55a259c6cb1cd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160519003"
"","","","Remaining Useful Life Prognosis for Turbofan Engine Using Explainable Deep Neural Networks with Dimensionality Reduction","2020","Sensors (Basel, Switzerland)","20","22","","6626","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192397031&partnerID=40&md5=f0531acb0a251d6a7105211859bcf32c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85192397031"
"","","","Interval valued data driven approch for sensor fault detection of nonlinear uncertain process","2020","Measurement","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130598867&partnerID=40&md5=f7e2c881ed6a9ce745e2c1a5c7285bf7","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85130598867"
"","","","","2020","UCLA Technical Reports Title Rapid Deployment with Confidence:Calibration and Fault Detection in Environmental Sensor Networks Authors Publication Date Rapid Deployment with Confidence: Calibration and Fault Detection in Environmental Sensor Networks","1","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163694423&partnerID=40&md5=294960d0025853764612db6d92631737","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85163694423"
"","","","","2020","Detection of Anomalies and Faults in Industrial IoT Systems by Data Mining: Study of CHRIST Osmotron Water Purification System","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164879029&partnerID=40&md5=8fee04c8071d0e9865a8409b7f8b4c7f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85164879029"
"","","","IoT-Enabled Predictive Maintenance Framework Using Deep Learning","2020","Computers in Industry","115","","","103166","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008310708&partnerID=40&md5=a751c213519e68a1f56fbc4db8f5cff9","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008310708"
"","","","Anomaly Detection and Predictive Maintenance Using IoT in Industrial Systems","2020","J. Ind. Autom.","22","1","","34","42","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010173668&partnerID=40&md5=ce01842c8ddaa858f25badd0793087c5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010173668"
"","","","","2020","Big Data Analytics for Predictive Maintenance of Medical Equipment Using IoT Sensors","8","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190601734&partnerID=40&md5=154006f7f65d200a84db6816ed95b8e2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85190601734"
"","","","AutoML for predictive maintenance: One tool to RUL them all","2020","Proceedings of the IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133126017&partnerID=40&md5=116c8e9bb3b86b7cdcd98db22f489d92","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85133126017"
"","","","Fault detection and isolation in sensors of an internal combustion engine","2020","Memorias del Congreso Nacional de Control Automático","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163203304&partnerID=40&md5=ac233d520070ba9d48bd3d47a4c3da52","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85163203304"
"","","","Temporal Convolutional Networks for Predictive Maintenance in Industrial IoT","2020","IEEE Transactions on Industrial Informatics","16","11","","7148","7158","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008336417&partnerID=40&md5=6e229949ba2b88ea408195aa24df81f0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008336417"
"","","","","2020","Patent Issued for Overcoming Rayleigh Backscatter in Wavelength Division Multiplexed Fiber Optic Sensor Systems and Fault Detection in Optical Networks (USPTO 10, 727, 938)[J]","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127644940&partnerID=40&md5=a4e12ead431586b9b8c81735dab90de6","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85127644940"
"","","","Underground Cable Fault Detection using IoT","2020","International Research Journal of Engineering and Technology (IRJET)","7","7","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123959336&partnerID=40&md5=a3110861d0f15e62ee9d55d3d48fc07f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85123959336"
"","","","Fault detection, isolation, identification and recovery (fdiir) methods for automotive perception sensors including a detailed literature survey for lidar","2020","MDPI Sensors","20","13","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123637360&partnerID=40&md5=caa0858480f3afd91072166de414869f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85123637360"
"","","","SOPHIA, An event-based IoT and machine learning architecture for predictive maintenance in industry 4. 0","2020","Information","","","","17","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134331616&partnerID=40&md5=2e8a9897f1d9b84bb3c38e772a49129c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85134331616"
"","","","Predictive maintenance in industrial IoT: harnessing the power of AI","2020","Int J Adv Eng Technol Innov","1","4","","1","21","20","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000481855&partnerID=40&md5=d87823f41a9fa067248bb868ef2ced0d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000481855"
"","","","","2020","Sensor fault detection data","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009388075&partnerID=40&md5=429eae5128ae731d1d9bde57d85d8a42","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105009388075"
"","","","Underground cable fault detection using Arduino and IoT (Internet of Things)","2020","Int Res J Innov Eng Technol (IRJIET)","4","6","","88","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168775025&partnerID=40&md5=d94d0be0cddd76a3a5d1e835fad0dea9","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85168775025"
"","","","An IoT Based System Predictive Maintenance and Operations Scheduling System for Yard Crane Control in Container Terminals, in International Association for Management of Technology (IAMOT)","2020","Cairo","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161351230&partnerID=40&md5=c37186c57d8b2f25e766625af28bd06d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85161351230"
"","","","hxtorch: PyTorch for brainscales-2 IoT Streams for Data-Driven Predictive Maintenance and IoT","2020","Edge, and Mobile for Embedded Machine Learning Berlin Springer","189 200","","","189","200","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160911389&partnerID=40&md5=c0467b6193ab26e141060af81714f11a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160911389"
"","","","Explaining predictive maintenance for smart cities: A rule-based approach","2020","Sensors (Basel)","20","7","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193676947&partnerID=40&md5=23e95ebc25e8ce79207ee8fdb791f8eb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85193676947"
"","","","","2020","Solar Powered Automatic Railway Track Fault Detector using MPPT with Flood and Landslide Detection with IP Camera Surveillance using IOT","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163579660&partnerID=40&md5=93c83a910886e9863ceef588543bcd88","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85163579660"
"","","","Predictive Maintenance in IoT: A Systematic Literature Review","2020","IEEE Access","8","","","219374","219392","18","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008336771&partnerID=40&md5=0001c150223e81da68f06cc94aa52147","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008336771"
"","","","IoT and predictive maintenance: The next generation of asset management","2020","Journal of Manufacturing Systems","56","","","379","391","12","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004545406&partnerID=40&md5=5010793fcc7e53397e7c7c7c9e163c3b","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105004545406"
"","","","A low-cost monitoring and fault detection system for stand-alone photovoltaic systems using IoT technique","2020","ELECTRIMACS 2019: Selected Papers","1","","","349","358","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077436537&partnerID=40&md5=ecfe668a5293b9a27954282045df199f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85077436537"
"","","","IoT-based predictive maintenance system using hybrid ensemble models","2020","IEEE Internet of Things Journal","7","9","","8567","8578","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010202530&partnerID=40&md5=90245f2d67809bd84ad080c7ea24ea47","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010202530"
"","","","A hybrid framework for fault detection and diagnostics in collaborative robots using sensor fusion and machine learning","2020","Sensors","20","16","","4617","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002914542&partnerID=40&md5=3a3181fea126eeb41e0557b5f39e778f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105002914542"
"","","","Machine learning applications for predictive maintenance using wearable sensors","2020","J. Manuf. Sci. Eng.","142","5","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005484215&partnerID=40&md5=9127ffad21d6fb390bb8fe8609127a49","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005484215"
"","","","IoT based underground cable fault detection system","2020","Int. J. Res. Appl. Sci. Eng. Technol. (IJRASET)","8","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108597804&partnerID=40&md5=7e20eadbc08e736baa30456a38420e5c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85108597804"
"","","","A comparative study of distance-based statistical methods for data fault detection in cooperative wireless sensor networks","2020","Proceedings of the 2020 23rd International Conference on Computer and Information Technology (ICCIT)","","","","1","6","5","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196153787&partnerID=40&md5=355154aaf9231440757c1d1d9f087d6c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196153787"
"","","","AI-Driven Predictive Maintenance for IoT Devices in Fog Networks","2020","IEEE Trans. Industr. Inf","16","3","","1847","1855","8","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005024807&partnerID=40&md5=c8f7e8dbe7f8e5514e3ffcd984859699","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005024807"
"","","","Remaining useful life prediction based on multirate sensor measurement data","2020","Control Engineering of China","27","5","","771","775","4","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111748800&partnerID=40&md5=36b7992601ea12d19c732eb6fb9b153e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85111748800"
"","","","A reliable and efficient approach for data faults detection in cooperative wireless sensor networks","2020","Sensors","20","7","","2003","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196161164&partnerID=40&md5=96ec151911268fe58f26a8071ef16eae","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85196161164"
"","","","Hybrid IoT-ML system for real-time fault detection in PV plants","2020","Energy Rep","6","","","257","264","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001392582&partnerID=40&md5=b69ca10a2e7d0296b0246118e4444e25","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001392582"
"","","","","2020","Deep Learning for Predictive Maintenance in Industrial IoT: A Remaining Useful Life Prediction-Based Approach","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005759035&partnerID=40&md5=59362cf5cb21706b431ecb97fc9f7ea4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005759035"
"","","","Remaining useful life estimation of engineered systems using a hybrid deep learning model with multi-sensor data fusion","2020","IEEE Transactions on Industrial Informatics","16","11","","7582","7592","10","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010307303&partnerID=40&md5=e2e90e30c2cb725d7d1240e81637f1f0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010307303"
"","","","","2020","Sensor Fault Detection and Isolation for Degrading LİB in Electric Vehicles","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191029095&partnerID=40&md5=933dfa9f08dcdb9b719a62ca16a52862","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85191029095"
"","","","Predictive Fault Detection in Industrial Systems Using IoT and Machine Learning","2020","J. Eng. Syst.","18","2","","115","122","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010173564&partnerID=40&md5=37acb901c3cb07816d51412cf13cc3dd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105010173564"
"","","","Under Ground Cable Fault Detection Using IoT","2020","International Research Journal of Engineering and Technology (IRJET)","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000449287&partnerID=40&md5=e6fb705f5c7666c34180f282d6722c73","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105000449287"
"","","","A monitoring system for online fault detection and classification in photovoltaic plants","2020","Sensors","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128931619&partnerID=40&md5=a3c65ca5c6855534eaf93dfa7609002d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85128931619"
"","","","IoT-based fault detection and diagnosis in solar PV panels using machine learning techniques","2020","IEEE Transactions on Industrial Informatics","16","3","","1605?","1613","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160545091&partnerID=40&md5=eaef12e5e92bd98ae134118c3e680cfb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160545091"
"","","","IoT-based solar PV panel fault detection and diagnosis system using hybrid deep neural networks","2020","IEEE Access","8","","","18524?","18535","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160554401&partnerID=40&md5=9fc7a9aca9ec2c076b4e0483b1e08c30","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160554401"
"","","","IoT-Driven Predictive Maintenance Using Deep Neural Networks","2020","International Journal of Advanced Computer Science and Applications","11","6","","295","302","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008334816&partnerID=40&md5=d0bdbfd33e5765b23dc6d21f494d4a61","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105008334816"
"","","","Intelligent fault detection in agricultural machinery using IoT-enabled smart sensors","2020","Conference: Proceedings of the International Conference on Internet of Things Design and Implementation (Iotdi'20).","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189131614&partnerID=40&md5=a248c90cbd0ad4a7ca5a592542285879","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85189131614"
"","","","","2020","Literature Review for Sensor Impact Evaluation and Verification Use Cases-Building Controls and Fault Detection and Diagnosis (FDD)","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109271000&partnerID=40&md5=4d0a8674f922a27737ef7180cd3edf10","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85109271000"
"","","","","2020","a Mobile Fault Detection Algorithm in Heterogeneous Wireless Sensor Networks: A Bio-Inspired Approach","45","4","","1","12","11","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128897159&partnerID=40&md5=112898f156f4eb89e6e5d8b3ad7cea04","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85128897159"
"","","","Deep Learning Methods for Sensor Based Predictive Maintenance and Future Perspectives for Electrochemical Sensors","2020","Electronics Society","167","3","","037","044","7","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105944235&partnerID=40&md5=e930700e45ccaad973e53629754e9de3","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85105944235"
"","","","Physics-informed machine learning for sensor fault detection with flight test data","2020","Physics-informed machine learning for sensor fault detection with flight test data","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114436345&partnerID=40&md5=03740cb0498ffb544a6bcfb29d6989dc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85114436345"
"","","","IoT-based solar PV panel fault detection and diagnosis using machine learning algorithms","2020","IEEE Access","8","","","205021?","205032","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160558958&partnerID=40&md5=5ca0f2f137e2bd828e540cddd014a2e5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85160558958"
"","","","Sensor fault detection and isolation via networked estimation: Full-rank dynamical systems","2020","IEEE Transactions on Control of Network Systems","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190219889&partnerID=40&md5=77bc18f15eb7582352f87607760798cb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85190219889"
"","","","Enhancing Operational Efficiency in Manufacturing with IoT-Based Predictive Maintenance","2020","IEEE Transactions on Industrial Informatics","16","3","","1862","1871","9","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001387214&partnerID=40&md5=11d815747933e4b2d271271f9698a1e1","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105001387214"
"","","","IOT Based Industrial Monitoring and Fault Detection System","2020","IRJET","7","6","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150847817&partnerID=40&md5=0af6f5972283c4a2f9be291975d88b85","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85150847817"
"","","","Enhancing siamese neural networks through expert knowledge for predictive maintenance","2020","IoT Streams for Data-Driven Predictive Maintenance and IoT, Edge, and Mobile for Embedded Machine Learning: Second International Workshop, IoT Streams 2020, and First International Workshop, ITEM 2020, Co-located with ECML/PKDD 2020, Ghent, Belgium, September 14-18, 2020, Revised Selected Papers 2","","","","77","92","15","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190366422&partnerID=40&md5=c48eb2714af572f8de706a5abff2fc30","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85190366422"
"","","","","2020","Cognitive IoT-based Predictive Maintenance System","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159052067&partnerID=40&md5=a93a0bd6f23fccdb4269b47af4a10493","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85159052067"
"","","","","2020","IoT and big data at Caterpillar: How predictive maintenance saves millions of dollars","","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005819088&partnerID=40&md5=791bef3cdea81b54ee28078f00bb91f0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-105005819088"
"","","","Methodology for important sensor screening for fault detection and classification in semiconductor manufacturing","2020","Ieee Transactions On Semiconductor Manufacturing","99","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123402714&partnerID=40&md5=16a516e4ea5e8f17c01d73eab34752d2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85123402714"
