text,EID
"IoT Based Predictive Maintenance Management of Medical Equipment Technological advancements are the main drivers of the healthcare industry as it has a high impact on delivering the best patient care. Recent years witnessed unprecedented growth in the number of medical equipment manufactured to aid high-quality patient care at a fast pace. With this growth of medical equipment, hospitals need to adopt optimal maintenance strategies that enhance the performance of their equipment and attempt to reduce their maintenance costs and effort. In this work, a Predictive Maintenance (PdM) approach is presented to help in failure diagnosis for critical equipment with various and frequent failure mode(s). The proposed approach relies on the understanding of the physics of failure, real-time collection of the right parameters using the Internet of Things (IoT) technology, and utilization of machine learning tools to predict and classify healthy and faulty equipment status. Moreover, transforming traditional maintenance into PdM has to be supported by an economic analysis to prove the feasibility and efficiency of transformation. The applicability of the approach was demonstrated using a case study from a local hospital in the United Arab Emirates (UAE) where the Vitros-Immunoassay analyzer was selected based on maintenance events and criticality assessment as a good candidate for transforming maintenance from corrective to predictive. The dominant failure mode is metering arm belt slippage due to wear out of belt and movement of pulleys which can be predicted using vibration signals. Vibration real data is collected using wireless accelerometers and transferred to a signal analyzer located on a cloud or local computer. Features extracted and selected are analyzed using Support Vector Machine (SVM) to detect the faulty condition. In terms of economics, the proposed approach proved to provide significant diagnostic and repair cost savings that can reach up to 25% and an investment payback period of one year. The proposed approach is scalable and can be used across medical equipment in large medical centers. © 2020, Springer Science+Business Media, LLC, part of Springer Nature.",2-s2.0-85079737756
"Data-driven prognostics method for turbofan engine degradation using hybrid deep neural network Powerful sequence modeling capability for massive multi-sensor data enables deep-learning-based methods to obtain accurate remaining useful life (RUL) estimations. Hybrid neural networks, with learned representations based on various networks, have enhanced the prognostics accuracies than single networks. However, assembly strategies that are limited to either parallel or serial, and insufficient utilization of single networks restrict the development of hybrid networks for more complex problems. This paper proposes a data-driven method using hybrid multi-scale convolutional neural network (MSCNN) and bi-directional long short-term memory (BLSTM) network (namely HMCB network) for RUL estimation. The framework of the network includes two parallel paths. One is composed of MSCNN and BLSTM in serial and the other is a BLSTM path. The HMCB network integrates the merits of multi-scale spatial feature extraction of MSCNN and sequence learning capacity of BLSTM. Validated by C-MAPSS dataset, the HMCB network demonstrates noticeably higher prognostic accuracy than other state-of-the-art methods. © 2021, The Korean Society of Mechanical Engineers and Springer-Verlag GmbH Germany, part of Springer Nature.",2-s2.0-85120793518
"Effectual Energy Optimization, Fault-Tolerant Attack Detection, and Data Aggregation in Healthcare IoT Using Enhanced Waterwheel Archimedes and Deep Siamese Maxout Forward Harmonic Networks The Internet of Medical Things (IoMT) has emerged as a transformative technology for improving healthcare delivery and patient outcomes. However, IoMT systems face significant challenges, including high latency, energy inefficiency, and vulnerability to cyberattacks, which compromise data security and patient privacy. Existing methods for attack detection and secure routing in IoMT often suffer from high latency, limited fault tolerance, and insufficient accuracy in identifying sophisticated attacks. To address these challenges, this paper proposes two novel approaches: the Improved Waterwheel Archimedes Optimization Algorithm (WWAOA) for secure routing and the Deep Siamese Maxout Forward Harmonic Network (DSMFHN) for attack detection in healthcare IoT. The Improved WWAOA integrates the Waterwheel Plant Algorithm (WWPA) with the Archimedes Optimization Algorithm (AOA) to optimize cluster head (CH) selection and secure routing. It considers key fitness parameters such as energy consumption, link lifetime (LLT), trust, delay, distance, and fault tolerance to enhance network efficiency and resilience. The DSMFHN combines Siamese Neural Networks (SNN) and Deep Maxout Networks (DMN) with forward harmonic analysis to detect attacks with high accuracy and low false positive rates. Additionally, data aggregation is performed using Bidirectional Long Short-Term Memory (BiLSTM) with adaptive weightage based on fault and malicious node detection. Experimental results demonstrate that the proposed methods outperform existing techniques. The Improved WWAOA achieves a minimal delay of 0.557 ms, maximal energy efficiency of 0.182 J, a packet delivery ratio (PDR) of 93.894%, and a trust value of 87.152. Meanwhile, the DSMFHN achieves a high accuracy of 92.598%, a true positive rate (TPR) of 91.643%, and a low false positive rate (FPR) of 0.156. These results highlight the effectiveness of the proposed methods in addressing the critical challenges of latency, energy efficiency, and security in healthcare IoT systems. © 2025 Department of Agribusiness, Universitas Muhammadiyah Yogyakarta. All rights reserved.",2-s2.0-105006643860
"A reliable fault-tolerant ANFIS model based data aggregation scheme for Wireless Sensor Networks Wireless Sensor Networks (WSNs) are widely used in many applications like forest fire monitoring, environmental monitoring, search and rescue operations and weather monitoring etc. The WSNs are organized into clusters in order to conserve energy. A high level of reliability is necessary for using WSNs particularly in mission-critical applications like battlefield surveillance, disaster management etc. The node deployment is an essential feature of WSN. It is of two types- random and deterministic. An efficient node deployment scheme not only reduces the energy cost but also enhances the network lifetime. The paper proposes four deterministic WSN cluster deployment topology models – the square, the pentagonal, the hexagonal and the 3 × 3 grid model for fixed sensor deployment. The performance of the four proposed models are first analyzed using a Reliability Block Diagram (RBD) where the reliability value for each of the proposed models is calculated using the Sum of Disjoint Products (SDP) method. Then, the proposed models are compared through simulation for different performance metrics. The paper also proposes a Reliable Neuro-Fuzzy Optimization Model (RNFOM) data aggregation technique which combines the power of an ANFIS estimator for intra-cluster and inter-cluster fault detection in WSNs for different fault types with Gorti's Enhanced Homomorphic Cryptosystem (EHC) for imparting security to the network. Both the analytical and the simulation results confirm that the 3 × 3 WSN grid cluster deployment model powered with the proposed RNFOM data aggregation technique gives comparatively better performance and a longer network lifetime than the other proposed models for any clustered WSN. © 2017 The Authors",2-s2.0-85034416394
"Energy Efficient Cluster Head Selection Using Hybrid RL-PSO Approach Wireless Sensor Networks (WSNs) are crucial in several applications, highlighting the need of effective clustering and fault detection systems. This paper introduces a novel approach that uses Reinforcement Learning (RL) and Particle Swarm Optimization (PSO) to optimize cluster head selection and enhance fault detection capabilities within WSNs. The proposed hybrid algorithm operates in two phases, combining the explorative capabilities of RL with the optimization process of PSO to select cluster heads based on residual energy and connectivity considerations. By continuously monitoring the network’s residual energy state and the number of active nodes, the proposed method ensures prolonged network lifetime and improved overall performance. Our experimental results demonstrate the superior performance of the hybrid RL-PSO approach compared to traditional clustering algorithms, showcasing significant improvements in optimizer accuracy, residual energy preservation, and fault detection efficiency. © 2024, J. Intell. Syst. Internet. Thing. All rights reserved.",2-s2.0-85200756584
"A Semi-Supervised Federated Learning Fault Diagnosis Method Based on Adaptive Class Prototype Points for Data Suffered by High Missing Rate With the development of Autonomous Marine Vehicles, research on real-time health monitoring based on data from remote monitoring and shore-based control center has attracted more and more attention. However, the feature extraction capability of each local client model is limited by the size and quality of data collected by remote monitoring. For clients with zero-shot, it is necessary to design an efficient federated learning framework which allows shore-based federation center with few-shot help to strengthen the feature extraction capability of clients. In this paper, a semi-supervised federated learning strategy based on adaptive learning mechanism of prototype points is proposed to solve the problem that clients with zero-shot have difficulty in establishing reliable fault diagnosis models when the quality of client data is inhomogeneous. By designing an adaptive prototypical network learning mechanism driven by sample quality and a dynamic in-and-out mechanism for local pseudo-labeled dataset, the few-shot learning capability of federation center as well as the reliability of local client’s prototype points are enhanced to alleviate the impact of unreliable pseudo-label on semi-supervised learning. The experiment validation on the rolling bearing dataset provided by Case Western Reserve University can come to an accuracy increasement of 13.12%, which indicates that the proposed Adpro-SSFL outperforms existed semi-supervised federated learning method when data suffered by high missing rate due to the interference of external factors on the signal acquisition sensor. © 2023, The Author(s), under exclusive licence to Springer Nature B.V.",2-s2.0-85179654645
"Preparation of highly conductive and flexible Ag-coated single fiberglass via dopamine functionalization and electroless depositing Flexible conductive glass fibers had widespread acquired attention in the field of electromagnetic interference shielding, sensor, and intelligent wearable devices. However, commercial fiberglass (FG) were insulators that greatly limit their application fields. Herein, flexible single FG with diameter of nearly 25 µm was manufactured by a home-made equipment. Then the surface of FG was further functionalized by dopamine self-polymerization and formed a polydopamine linker layer to chelate Ag(I) ion. Finally, the consecutive silver nanoparticles were coated on PDM/FG (polydopamine/fiberglass) via electroless plating method (Ag-PDM/FG). The SEM, XPS, and XRD results demonstrated that the silver layer on the FG surface was compact, uniform, continuous, and in a metallic crystal state. The Ag-PDM/FG exhibited excellent electrical conductivity as high as 2.49 × 106 S m−1 and could easily operate as a conductive wire for a LED device. Furthermore, the Ag-PDM/FG maintained its original conductivity even under various bending angles due to the stable Ag-coated layer. This work opens a new avenue for preparing flexible, continuous, and conductive FG with easy operation for wearable devices. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC part of Springer Nature.",2-s2.0-85098492637
"Physics-informed symbolic regression for tool wear and remaining useful life predictions in manufacturing Prognostics and Health Management (PHM) plays a crucial role in enhancing the reliability and safety of engineering systems. Recently, physics-informed machine learning (PIML) methods have gained significant attention for their ability to incorporate domain-specific knowledge into data-driven models. This paper proposes a novel approach that integrates symbolic regression with recursive modeling to develop a robust framework for PHM of dynamic processes. Our framework was applied to a manufacturing process to build a generic model for tool wear prognostics across various machining scenarios. The proposed method integrates domain knowledge of milling processes under different conditions with recursive models using symbolic regression to achieve accurate and robust tool wear predictions. A recursive feature model and a recursive tool wear model were developedto accurately predict future tool wear, taking into consideration the strong correlation between features extracted from sensor signals and tool wear. The Genetic Programming-based Toolbox for Identification of Physical Systems (GPTIPS) was employed for symbolic regression. The results illustrate that the proposed framework can capture the dynamics of tool wear by recursively updating predictions with new data and can derive simple, interpretable mathematical expressions that represent the physical characteristics of the tool wear process. Benchmarking analysis demonstrated the effectiveness of the proposed approach, achieving lower root-mean-square error (RMSE) compared to other tool wear prognostic models in the literature. © 2025 The Society of Manufacturing Engineers",2-s2.0-105002806015
"Use of optical sensors and artificial neural networks for precision measurement and fault detection in metallurgical environments This paper addresses the design and implementation of a measurement system for the steel industry, enabling precise positioning of steel castings before cutting. The focus is on measurement tools and methods, particularly the design of a new measurement chain for distance measurement. It highlights the importance of understanding environmental conditions that affect sensor functionality. The paper discusses proposed non-contact measurement methods for industrial automation and explores various sensor types for system implementation, including their properties and parameters, and the integration of artificial intelligence algorithms in the system design. The key contribution of this work lies in the unique design and innovative implementation of the measurement chain tailored to a specific technology, meeting the required working conditions and system parameters. It also provides a comprehensive analysis of the highly aggressive industrial environment, which cannot be effectively addressed by standard solutions. © The Author(s) 2025.",2-s2.0-105001932863
"Towards data-driven quality monitoring for advanced metal inert gas welding processes in body-in-white In recent years, numerous monitoring approaches have been developed in the field of intelligent welding manufacturing to predict quality-related characteristics using process data and artificial intelligence-based techniques. While most investigations have focused on welding steel with conventional gas metal arc welding processes, the welding of aluminum and its alloys using advanced process variants has been less explored. This work addresses this gap by investigating data-driven methods for fault diagnosis and detection in an advanced metal inert gas welding process commonly used in body-in-white manufacturing. To this end, electrical, acoustic, and spectroscopic signals were recorded from numerous welding tests simulating typical fault causes. Various predictive models, ranging from traditional machine learning algorithms to state-of-the-art deep learning techniques, were trained and evaluated for classifying faulty seams and identifying their root causes. The results demonstrate that combining sensor data enhances the performance of predictive models compared to using individual sensors alone. However, a deep learning approach based solely on electrical signals emerged as the best solution for both use cases, considering both the results and practical aspects. Overall, the experiments highlight the significant potential of data-driven techniques to enhance quality monitoring in advanced MIG welding processes, promoting their more widespread adoption in body-in-white manufacturing. © 2024",2-s2.0-85208116930
"Physics-based modeling and information-theoretic sensor and settings selection for tool wear detection in precision machining Precision machining of metals is an energy intensive process with applications and impacts across the manufacturing industry. The energy efficiency, product yield, and maintenance of the precision machine require a digital twin that can assist with prognostics and health management. Here, a physics-based model is developed and validated against face milling data, and then used for the timely and precise inference of machining faults that cannot be measured directly. Computer numerical control (CNC) measurements of power and force are used through this physics-based machining model to predict deviations of the outputs of power consumption and cutting forces during normal operation. A model-based fault detection and isolation methodology is applied to determine the optimal (traditional and available) sensor suite and the test settings (admissible input values) that improve the inference of tool wear in face milling. The optimal sensor suite and input test settings are obtained by solving a mixed integer non-linear program that optimizes information-theoretic metrics relevant to the detection and isolation of tool wear from steady-state or transient machining measurements. Dynamic time warping and k—NN classification are then used to validate the robustness of the optimal design for fault detection test design, including the optimal sensor suite. © 2022 The Society of Manufacturing Engineers",2-s2.0-85133753690
"IoT based fault identification in solar photovoltaic systems using an extreme learning machine technique Due to the shortage of fossil fuel usage, the solar Photovoltaic (PV) energy has increased grownup over the last decade. Most conventional applications of renewable energy are being phased out in order to reduce costs and save the environment. PV plants undergo numerous failures in faults detection and ultimate power developments. These consequences demonstrate in the environmental field and internal components. Even when internal standards are followed, the faults are unavoidable and undetectable. Due to this, the performance of manufacturing plants are not predictable. As a result, a proper fault detection mechanism is required for a PV system to detect faults and avoid energy losses. To address these issues, this research work proposed Internet of Things (IoT) sensor-based fault identification in a solar PV system. The PV panel status is monitored using pressure, light intensity, voltage, and current sensors. These sensor data's are stored in the cloud for further analysis using a web-based control server. To classify the sensor data, models of Support Vector Machine (SVM), and Extreme Learning Machine (ELM) are utilized. The experimental results indicate that ELM achieves a classification accuracy of 96.32%. Which is higher than SVM and other optimization control techniques. The proposed model uses the IoT cloud to provide real-time monitoring and fault detection in plant environmental and electrical parameters.  © 2022 - IOS Press. All rights reserved.",2-s2.0-85133967873
"Hybrid approach of baum-welch algorithm and SVM for sensor fault diagnosis in healthcare monitoring system Internet of Things (IoT) based healthcare monitoring system is becoming the present and the future of the medical field around the world. Here the monitoring system acquires the regular health details of hospital discharged patients like elderly patients, patients out of critical operations, and patients from remote areas, etc., and transmits it to the doctors. But the system is highly susceptible to sensor faults. Hence a data-driven hybrid approach of Hidden Markov Model (HMM) based on baum-welch algorithm with Support Vector Machine (SVM) is proposed to predict the abnormality caused by the medical sensors. The proposed work first perform the abnormality detection on the sensor data using the HMM based on baum-welch algorithm in which the normal data is separated from abnormal data followed by classifying the abnormal data as critical patient data or sensor fault data using the SVM. Here the proposed work efficiently performs fault diagnosis with an overall accuracy of 99.94% which is 0.59% better than the existing SVM model. And also a comparison is made between the hybrid approach and the existing ML algorithms in terms of recall and F1-score where the proposed approach outperforms the other algorithms with a recall value of 100% and F1-score of 99.7%.  © 2022 - IOS Press. All rights reserved.",2-s2.0-85127447863
"Application of vibration signal detection in mine hoist fault monitoring system Due to the harsh working environment and various types of faults in mine hoists, the implementation of conventional detection is relatively difficult. In order to improve the maintenance and fault detection efficiency of mine hoist, a portable vibration detection system is designed and applied in this paper, which can judge the type and characteristics of mechanical faults according to the different responses of vibration signals. According to the test conditions of the vibration system, the overall structure and functional composition of the hardware system are established. The key functional modules are designed, including signal conditioning module, main control module, vibration sensor and power management module. The main reasons that affect and produce the hoist fault and mechanical vibration are analyzed. The wavelet packet analysis method is proposed to realize the decomposition of low frequency and high frequency signals to improve the signal resolution of the whole frequency band in the frequency domain. The vibration test system has the function of real-time data transmission and control. The realization methods include WiFi and reserved RS485 communication interface, which can match the communication rate with the data sampling rate. The amplifying circuit of the electric signal is designed to effectively ensure that the output voltage of the charge amplifier is within the input range of the amplified ADC value. In order to verify the working effect of the system, the most common gearbox and bearing failures are taken as examples. The response signals of vibration test and diagnosis can be effectively obtained, and the fault types and characteristics can be accurately judged. Through confusion matrix analysis, the reliability of the system detection index is effectively verified. The research results show that the data of the vibration detection system is stable and reliable, and can achieve good troubleshooting effect. It also can be known that different fault types can excite different vibration responses, especially at resonance frequencies. According to the verification, the data of the vibration detection system is stable and reliable, and can achieve good troubleshooting effect. © 2023 Yonghong Fan, et al.",2-s2.0-85164605607
"Baseline-free sensor fault detection for piezoelectric array In this study, a new methodology is presented to detect the sensor fault for piezoelectric array based on the filtered frequency response function (FRF) shapes. The proposed method does not require prior knowledge about healthy piezoelectric array. First, the imaginary parts of FRFs from the piezoelectric array during vibration are measured and normalized to obtain the FRF shapes in different frequencies. Then the irregularities in these FRF shapes are extracted by using high-pass filter with properly chosen cut-off frequency. These abnormal irregularities on the filtered FRF shape curves indicate the location of the faulty sensor, due to the irregularity of FRF shapes introduced by the faulty piezoelectric element. The proposed sensor fault method is experimentally demonstrated on a clamped-clamped steel beam mounted with piezoelectric buzzer array. Two common piezoelectric sensor fault types including sensor breakage and debonding are evaluated. The experimental results indicate that the proposed method has great potential in the detection of the sensor fault for piezoelectric array as it is simple and does not require the FRF data of the healthy sensor array as a baseline. © The Author(s) 2021.",2-s2.0-85106570298
"A multisensory time-frequency features fusion method for rotating machinery fault diagnosis under nonstationary case Mechanical system fault diagnosis is essential to save costs and ensure safety. Generally, rotating machinery operates in nonstationary cases, which makes fault features complex and difficult to identify. However, existing fault diagnosis methods have the following limitations. (1) Consider only time or frequency domain features fusion. (2) Extract the fusion features representation only in the Euclidean domain. Based on that, a novel method based on multisensory time-frequency features fusion and graph attention network is proposed for rotating machinery fault diagnosis under the nonstationary case. First, the multi-sensor time series are converted into multi-sensor time-frequency maps by image-to-matrix, matrix concatenation, and matrix-to-image operations. Then, simple linear iterative clustering is applied to make the superpixels in the multi-sensor time-frequency maps into nodes and form graphs based on color and texture features. Finally, the graph attention network with residual connection is applied to distinguish the rotating machinery’s health status. The proposed method is verified using gearbox test rig data and bearing public data, respectively. The experimental results indicate that the proposed method can provide more reliable and accurate fault diagnosis results for rotating machinery than other methods. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",2-s2.0-85169785163
"Discovering Granger causality with convolutional neural networks This study explores identifying unidirectional Granger causality between a single variable and the rest of the variables with Convolutional Neural Networks (CNN) for a time series data. A novel approach is suggested in which CNN kernel weights are used as Granger causality coefficients. The question whether or not the near future occurrence probability of a selected variable can be found using the past occurrences of itself and other variables is answered. Since the proposed method enables the usage of gradient descent with Graphics Processing Unit (GPU) power, it paves the way for calculating Granger causality with more variables. Although some other Deep Learning techniques have been utilized in causality discovery, this kind of CNN usage is a new idea and F1-score of 0.8399 obtained with a real alarm dataset logged by industrial machinery suggests that it is a successful method. While the proposed approach is generic and applicable to any time series data in any area from finance to healthcare or manufacturing industry, for any problem specific target like classification or regression, such an alarm prediction model could be convenient to take operational actions in manufacturing facilities where predictive maintenance with sensor measurements is limited and only alarm logs are available. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",2-s2.0-85210759863
"Artificial intelligence-based fault prediction framework for WBAN Wireless Body Area Networks (WBAN) can provide continuous monitoring of patients’ health. Such monitoring can be a decisive factor in health and death situations. Fault management in WBANs is a key reliability component to make it socially acceptable and to overcome pertained challenges such as unpredicted faults, massive data streaming, and detection accuracy. Failures in fault detection due to hardware, software, and network issues may put human lives at risk. This paper focuses on detecting and predicting faults in sensors in the context of a WBAN. A framework is proposed to manage AI-based prediction models and fault detection using thresholds where four Machine learning techniques: Artificial Neural Networks (ANN), Deep Neural Networks (DNN), Support Vector Machines (SVM), and Decision Trees (DT), are used. The framework also provides alarm notifications, prediction model deployment, version control, and sensing node profiling. As a proof of concept, a fault management prototype is implemented and validated. The prototype classifies faults, manages automation of sensing node profiling, training, and validation of new models. The obtained experimental results show an accuracy greater than 96% for detecting faults with an inferior false alarm rate. © 2021 The Authors",2-s2.0-85116803611
"Convolutional LSTM Neural Network Autoencoder Based Fault Detection in Manufacturing Predictive Maintenance The smart manufacturing has revolutionised the intelligent predictive maintenance by integrating IoT technologies with big data analytics, artificial intelligence, cloud computing and other evolving technologies. An effective predictive maintenance demands not only measuring equipment, but the underlying ecosystem that starts with data acquisition from sensors and propagates all the way to visualisation on engineer friendly dashboards. For process monitoring and performance optimization in a smart factory, it is important to recognise time series events like equipment peaks, changeovers and failures. In this article, a model proposed is a deep convolutional LSTM autoencoder architecture using an autoencoder approach to classify real world machine and sensor data to condition based label. The proposed model outperformed baseline architectures. A window size of 45 was used to determine that the model produced a RMSE of 58.45, an MAE of 22.48, and a sMAPE of 0.869, most of which represents significant improvements of up to 37% over existing methods. Having a window size 90, it remained on top with an RMSE score of 72.16 and MAE of 29.64 and sMAPE of 0.847. These results show that it processed a real-world manufacturing data and correctly estimated RUL and its complete predictive maintenance. © 2025 The Authors.",2-s2.0-105003080590
"Enhancing Predictive Maintenance in Water Treatment Plants through Sparse Autoencoder Based Anomaly Detection The deployment of Machine Learning (ML) for improving Water Treatment Plants (WTPs) predictive maintenance is investigated in the present article. Proactively detecting and fixing functional difficulties which might cause catastrophic effects has historically been an endeavour for reactive or schedule-based maintenance methods. Anomaly Detection (AD) in WTP predictive maintenance frameworks is the primary goal of this investigation, which recommends a novel approach based on autoencoder (AE)-based ML models. For the objective of examining high-dimensional time-series sensor data collected from a WTP over a long time, Sparse Autoencoders (SAEs) are implemented. The data collected involves an array of operational measurements that, evaluated together, describe the plant's overall performance. With the support of the AE, this work aims to develop a practical framework for WTP operation predictive maintenance. Anomalies are all system findings from testing that might result in flaws or malfunctions. The research article analyses January and July 2023 WTP data from Jiangsu Province China. The AE paradigm had been evaluated using F1-scores, recall, accuracy, and precision. SAE has substantially improved AD functionality. ©2024 The Authors. Published by AnaPub Publications.",2-s2.0-85190575762
"A Physics-Based Model-Data-Driven Method for Spindle Health Diagnosis—Part III: Model Training and Fault Detection The primary goal of the paper is to monitor the health of the spindle in machine tools to ensure optimal performance and reduce costly downtimes. Spindle health monitoring is essential to detect wear and cracks in spindle bearings, which can be challenging due to their gradual development and hidden locations. The proposed approach combines physics-based modeling and data-driven techniques to monitor spindle health effectively. In Part I and Part II of the paper, mathematical models of bearing faults and spindle imbalance are integrated into the digital model of the spindle. This allows for simulating the operation of the spindle both with and without faults. The integration of fault models enables the generation of vibrations at sensor locations along the spindle shaft. The generated vibration data from the physics-based model are used to train a recurrent neural network-based (RNN) fault detection algorithm. The RNN learns from the labeled vibration spectra to identify different fault conditions. Bayesian optimization is used to automatically tune the hyperparameters governing the accuracy and efficiency of the learning models during the training process. The RNN classifiers are further fine-tuned using a small set of experimentally collected data for the generalization of the model on real-world data. Once the RNN classifier is trained, it can distinguish between different types of damage and identify their specific locations on the spindle assembly. The proposed algorithms achieved an accuracy of 98.43% on experimental data sets that were not used in training the network. © 2024 American Society of Mechanical Engineers (ASME). All rights reserved.",2-s2.0-85193382137
"A comparative study on ML algorithms and ANN on fault diagnosis of a two-stage helical gearbox In the modern world, condition monitoring is crucial to the predictive maintenance of machinery. Gearboxes are widely used in machineries and auto motives to achieve the variable speeds. The major problem in gearbox is catastrophic failure due to heavy loads, corrosion and erosion, results in economic loss and creates high safety risks. So, it is necessary to provide condition monitoring technique to detect and diagnose failures, to achieve cost benefits to industry. The main purpose of this study to use Machine Learning (ML) algorithms and Artificial Neural Network (ANN) which are very powerful and reliable tool for fault detection and its most important attribute is its ability to efficiently detect non-stationary, non-periodic, transient features of the vibration signal. To do the vibration study, an experimental setup was created, and various faults were induced faults of various kinds that usually occurred in the gearbox. The gear in the gear train was subjected to vibration analysis which was captured via a sensor. Signal processing was carried out using MATLAB Toolbox. To automatically identify the flaws in the helical gearbox, an artificial neural network (ANN) and several machines learning methods, including KNN, decision tree, random forest, and SMV, were trained by creating a database from the experiment conducted. The outcomes showed potential in accurately classifying the faults. The results show that ANN has the highest accuracy of 99.6% with a 6.5662 seconds computational time while SVM has the lowest accuracy of 96% among them along with the highest computational time of 21.324 seconds.  © 2024-IOS Press. All rights reserved.",2-s2.0-85193716155
"An adaptive transfer fault detection method for rotary machine with multi-sensor information fusion Multi-sensor information fusion method has good performance in fault detection of rotary machine, in which each sensor information has made different contributions. The contribution of each sensor changes based on the working conditions of the machine, which can lead to a degradation in the performance of the transfer method when used in cross-domain mechanical fault detection. To solve this problem, an adaptive transfer fault detection method for rotary machine with multi-sensor information fusion is proposed. Firstly, multi-sensor data under different working conditions is collected, and features of different sensors are extracted by the corresponding deep learning model. Secondly, the multi-information interaction fusion network is designed to exchange sensor information and obtain fusion features. Then the fusion feature transfer model is proposed for cross-domain fault detection. Finally, the model is trained with the bearing dataset of the University of Paderborn. The results show that the transfer fault detection method with multi-sensor information fusion achieves state-of-the-art performances in cross-domain fault detection. It can adjust adaptively the contribution of each sensor information in the cross-domain fault detection. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2024.",2-s2.0-85200155799
"Machine Learning Application Using Cost-Effective Components for Predictive Maintenance in Industry: A Tube Filling Machine Case Study Maintenance is an activity that cannot be separated from the context of product manufacturing. It is carried out to maintain the components’ or machines’ function so that no failure can reduce the machine’s productivity. One type of maintenance that can mitigate total machine failure is predictive maintenance. Predictive maintenance, along with the times, no longer relies on visuals or other senses but can be combined into automated observations using machine learning methods. It can be applied to a toothpaste factory with a tube filling machine by combining the results of sensor observations with machine learning methods. This research aims to increase the Overall equipment effectiveness (OEE) to 10% by predicting the components that will be damaged. The machine learning methods tested in this study are random forest regression and linear regression. This study indicates that the prediction accuracy of machine learning with the random forest regression method for PHM predictive is 88%of the actual data, and linear regression has an accuracy of 59% of the actual data. After implementing the system on the machine for three months, the OEE value increased by 13.10%, and unplanned machine failure decreased by 62.38% in the observed part. Implementation of the system can significantly reduce the failure factor of unplanned machines. © 2022 by the authors.",2-s2.0-85140637354
"Active fault-tolerant control of rotation angle sensor in steer-by-wire system based on multi-objective constraint fault estimator Purpose – Steer-by-wire (SBW) system mainly relies on sensors, controllers and motors to replace the traditionally mechanical transmission mechanism to realize steering functions. However, the sensors in the SBW system are particularly vulnerable to external influences, which can cause systemic faults, leading to poor steering performance and even system instability. Therefore, this paper aims to adopt a fault-tolerant control method to solve the safety problem of the SBW system caused by sensors failure. Design/methodology/approach – This paper proposes an active fault-tolerant control framework to deal with sensors failure in the SBW system by hierarchically introducing fault observer, fault estimator, fault reconstructor. Firstly, the fault observer is used to obtain the observation output of the SBW system and then obtain the residual between the observation output and the SBW system output. And then judge whether the SBW system fails according to the residual. Secondly, dependent on the residual obtained by the fault observer, a fault estimator is designed using bounded real lemma and regional pole configuration to estimate the amplitude and time-varying characteristics of the faulty sensor. Eventually, a fault reconstructor is designed based on the estimation value of sensors fault obtained by the fault estimator and SBW system output to tolerate the faulty sensor. Findings – The numerical analysis shows that the fault observer can be rapidly activated to detect the fault while the sensors fault occurs. Moreover, the estimation accuracy of the fault estimator can reach to 98%, and the fault reconstructor can make the faulty SBW system to retain the steering characteristics, comparing to those of the fault-free SBW system. In addition, it was verified for the feasibility and effectiveness of the proposed control framework. Research limitations/implications – As the SBW fault diagnosis and fault-tolerant control in this paper only carry out numerical simulation research on sensors faults in matrix and laboratory/Simulink, the subsequent hardware in the loop test is needed for further verification. Originality/value – Aiming at the SBW system with parameter perturbation and sensors failure, this paper proposes an active fault-tolerant control framework, which integrates fault observer, fault estimator and fault reconstructor so that the steering performance of SBW system with sensors faults is basically consistent with that of the fault-free SBW system. © Qinjie Yang, Guozhe Shen, Chao Liu, Zheng Wang, Kai Zheng and Rencheng Zheng.",2-s2.0-85134469386
"Dynamic spatial–temporal graph-driven machine remaining useful life prediction method using graph data augmentation It is beneficial to maintain the normal operation of machines by conducting remaining useful life (RUL) prediction. Recently, graph data-driven machine RUL prediction methods have made a great success, since graph can model spatial and temporal dependencies of signals. However, the constructed graphs still have some limitations: (1) In the practical industrial production, the installation of multi-sensor networks is expensive and hard to achieve, so the single sensor is commonly used for data monitoring. However, most of these methods constructed graphs by establishing relationships between the different sensors, which are completely unsuitable for prediction tasks in single-sensor scenarios. (2) The quality of constructed graph is low, where the graph structure is fixed, failing in representing the machine degradation process. To overcome these limitations, a dynamic spatial–temporal (ST) graph-driven machine RUL prediction method using graph data augmentation (GDA) is proposed. The ST graph is constructed using short-time Fourier transform, capturing the frequency-domain and time-domain information hidden in the signals. Then, a GDA framework is designed to generate dynamic ST graphs, enlarging the structural differences of subgraphs. Subsequently, a GDA-based graph deep learning prediction model is constructed for dynamic ST graph-based RUL prediction, where an autoencoder-based graph embedding module is designed to replace simple Readout. Verification experiments are conducted on two case studies, and the results show that the proposed prediction method achieves a competitive performance. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",2-s2.0-85142417062
