Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Aerospace systems / Gas turbine engines,Sensor data,"['Fault prediction', 'Remaining Useful Life']",Data driven,"Deep Neural Network (DNN), adversarial training",No,3,2-s2.0-105003035307
Air quality sensor networks,Sensor data,Fault prediction,Unsupervised,"Autoencoder, Attention mechanism",Yes: Attention mechanism,2,2-s2.0-85204929598
Wireless sensor networks in industrial systems,Sensor data,Anomaly detection,Data driven,"Autoencoder, Graph Neural Network, Gated Recurrent Unit",No,3,2-s2.0-85182936003
"Industrial systems with sensor monitoring, potentially process control or automation systems",Structured data,Fault prediction,Rules and/or logic based,Integer nonlinear programming,Yes: rules and logic-based methods,2,2-s2.0-85132509695
Other,Structured data,Fault prediction,Data driven,"['Reinforcement Learning', 'Dempster-Shafer theory']",Yes: Dempster-Shafer theory,0,2-s2.0-85146251075
HVAC systems,Sensor data,Fault prediction,Data driven,"VAE, MPPCA",No,4,2-s2.0-85177073065
DC microgrid clusters,Sensor data,Fault prediction,Data driven,,Yes: logical evaluation with data-integrity indices,2,2-s2.0-85103246043
Aerospace systems / Turbofan engine systems,Sensor data,Remaining Useful Life,Hybrid,"['State-Space Model', 'Particle Filter', 'Neural Network (Extreme Learning Machine)']","Yes: Particle Filter, interpretability of degradation diagnosis and uncertainty estimation",4,2-s2.0-85078269687
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['Random forests', 'k-means', 'k-nearest neighbors', 'Naïve Bayes', 't-Distributed Stochastic Neighbor Embedding (t-SNE)']",Yes: Feature importance analysis and data visualization,5,2-s2.0-85090416528
Other,Structured data,Fault prediction,Rules and/or logic based,"Synchronous diagnosability analysis, algorithms for fault-free behavior modeling",Yes: rules-based/diagnostic logic,2,2-s2.0-85083213170
Nuclear power plants,Sensor data,Fault prediction,Data driven,"['LSTM', 'Autoencoder', 'Isolation Forest']",No,3,2-s2.0-85209733628
Other,Sensor data,Fault prediction,Data driven,"Sensor network analytics, ambient noise analysis",Yes: interpretable subsurface structure learning,1,2-s2.0-85081661366
Manufacturing systems (specifically autobody assembly systems),Sensor data,Fault prediction,Bayesian,"Sparse Bayesian Learning, Variational Bayes inference",Yes: Bayesian inference and hierarchical modeling,4,2-s2.0-105001067966
Medical devices / Healthcare systems,Sensor data,Fault prediction,Data driven,Autoregressive moving-average model with exogenous inputs,Yes: Rule-based thresholds and model-based diagnostics,2,2-s2.0-85098569047
Automated driving systems,"Sensor data, Time series",Fault prediction,Hybrid,Convolutional Neural Networks (CNN),No,1,2-s2.0-85110856625
HVAC systems,Sensor data,Fault prediction,Data driven,"Hidden Markov Model (HMM), collaborating filtering",Yes: HMM,4,2-s2.0-85083216903
Discrete-event systems,Structured data,Fault prediction,Rules and/or logic based,Coprognosability test algorithm,Yes: logical/rule-based,3,2-s2.0-85112650061
Chip manufacturing,"Sensor data, Time series",Fault prediction,Data driven,"['Logistic Regression', 'Principal Component Analysis (PCA)', 'SMOTE']","Yes: Logistic Regression, PCA",4,2-s2.0-85140491444
Industrial systems with interconnected subsystems,Structured data,Fault prediction,Hybrid,Adaptive approximation,Yes: Adaptive approximation-based scheme,1,2-s2.0-85104251229
"Industrial process systems (e.g., Tennessee Eastman process)",Sensor data,Fault prediction,Data driven,"Just-in-Time Learning (JITL), Partial Least Squares (PLS)",Yes: PLS,2,2-s2.0-85100325720
Industrial systems monitoring,Sensor data,Fault prediction,Data driven,"Distributed estimation algorithms, fault-diagnosis techniques",No,2,2-s2.0-85124074087
Discrete-event systems,Structured data,Fault prediction,Logic-based,Linear Temporal Logic (LTL),Yes: LTL,3,2-s2.0-85153374575
Industrial batch processes,Sensor data,Fault prediction,Data driven,Expectation-maximization (EM),Yes: Probabilistic models,2,2-s2.0-85122594545
"Energy systems (including power grids, heating networks, gas networks)","Sensor data, Time series, Structured data",Fault prediction,Data driven,"['Graph Attention Network (GAT)', 'Gaussian Mixture Model (GMM)', 'Gated Recurrent Units (GRU)', 'Weighted focal loss']",No,4,2-s2.0-85181574140
Industrial computer systems,Structured data,Fault prediction,Rules and/or logic based,"Autodiagnostics**, fault detection, automatic switchover, synchronization (rule-based logic)",Yes: rule-based logic,2,2-s2.0-85116892140
Electrical machinery,Sensor data,Fault prediction,Data driven,Frequency analysis / Signal processing,Yes: Frequency components analysis,4,2-s2.0-85091019992
Industrial systems with sensor data for degradation monitoring and RUL prediction,"Sensor data, Time series, Images",Remaining Useful Life,Data driven,"Sparse group LASSO - principal component analysis (SGL-PCA), matrix approximation","Yes: Interpretable techniques (e.g., sparse modeling, PCA)",4,2-s2.0-85125729953
Industrial systems involving pipe infrastructure or gas pipelines,Sensor data,Fault prediction,Data driven,"Spectral focusing, Acoustic beamforming, Spatial filtering",Yes: Spectral focusing and beamforming techniques are interpretable signal processing methods,3,2-s2.0-105007243556
Power line fault detection,"Signals (S-parameters, time domain reflectometry measurements, signal propagation data)",Fault location,Data driven,"Signal analysis, time domain reflectometry",Yes: signal analysis and measurement data interpretation,1,2-s2.0-85153391060
Large-scale industrial processes,Time series,Fault prediction,Data driven,"['k-means clustering', 'LASSO-based regression', 'Elastic Net-based regression', 'Convolutional neural networks']",No,3,2-s2.0-85174856512
Industrial equipment / manufacturing,Sensor data,Fault prediction,Data driven,"Transformer, Focal Loss",No,4,2-s2.0-85120861604
Wind energy / Wind farms,Sensor data,Missing data estimation,Data driven,"Tensor completion, HaLRTC",No,1,2-s2.0-85208568596
Other,['Sensor data'],['Fault prediction'],Data driven,['Support Vector Machine (SVM)'],No,2,2-s2.0-105002483025
Wireless Sensor Networks,Sensor data,Fault prediction,Data driven,Probabilistic and deterministic analysis,Yes: rules-based and probabilistic methods,2,2-s2.0-85091672895
Industrial systems,Structured data,Fault prediction,Rules and/or logic based,Adaptive observer,Yes: Adaptive observer,3,2-s2.0-85110849553
Environmental monitoring,Sensor data,Anomalies / Anomaly detection,Hybrid,"['Isolation Forest', 'DBSCAN', ""Moran's I index""]",No,2,2-s2.0-105007231580
"Industrial systems (general), with specific relevance to sensor-based prognostics",Sensor data,Remaining Useful Life,Bayesian data-driven,Bayesian spike-and-slab priors,Yes: Bayesian methods,4,2-s2.0-105003776050
Aero-engine industry / Axial compressors,Time series,Fault prediction,Data driven,"Deep dilated causal convolutional neural networks, Logistic Regression (LR)",No,4,2-s2.0-85151507276
"Industrial systems (general), with potential application in predictive maintenance",Sensor data,Conditional monitoring / Displacement measurements,Data driven,"Phase Generated Carrier (PGC) demodulation, Arctangent algorithms, phase unwrapping algorithms","Yes: interpretable algorithms (phase unwrapping, arctangent)",4,2-s2.0-85096746254
Industrial systems / Electric motors,"Sensor data, Time series",Fault prediction,Data driven,Orbital analysis,Yes: Orbital analysis,4,2-s2.0-85091802025
"Energy systems or manufacturing systems (related to complex engineering systems with sensors, possibly aircraft engines or energy systems)","Longitudinal (multi-sensor degradation signals), Time series",Remaining Useful Life,Hybrid,"['Functional Principal Component Analysis (FPCA)', 'Bayesian Neural Network (BNN)']",No,2,2-s2.0-86000352246
Industrial systems (specifically bearing fault diagnosis in induction motors),Sensor data,Fault prediction,Data driven,"Support Vector Machine (SVM), Wavelet coherence, Feature image retrieval",Yes: Feature importance and coherence analysis,4,2-s2.0-85186070335
Aircraft engines / Aeroengines,"Sensor data, Time series",Remaining Useful Life,Data driven,"Multichannel Long-Term External Attention Network (MLEAN), Attention mechanisms",No,4,2-s2.0-105001338166
Industrial motors / Electrical drives,Sensor data,Fault prediction,Rules and/or logic based,"Signal processing techniques (Savitzky-Golay filter, cumulative-sum, ratio-based index, Park transformation)",Yes: Signal processing and rule-based methods are inherently interpretable,2,2-s2.0-105003088661
Aerospace systems / Gas turbine engines,Sensor data,Remaining Useful Life,Data driven,"Deep Neural Network (DNN), Long Short-Term Memory (LSTM)",No,4,2-s2.0-85149380795
Electrical systems / Power systems,Sensor data,Fault prediction,Data driven,"Finite element method (FEM), and possibly sensors' calibration models",Yes: finite element method (FEM) and physical characterization,0,2-s2.0-85081729607
Chip manufacturing,Structured data,Fault prediction,Rules and/or logic based,Observers-based fault diagnosis,Yes: Observer-based interpretation,1,2-s2.0-105003035900
Aircraft gas turbine engines,Sensor data,Remaining Useful Life,Data driven,"['Deep Neural Network (DNN)', 'LSTM', 'Gradient descent (IGD)']",Yes: monotonicity assumption and failure threshold considerations,4,2-s2.0-85107200712
Industrial systems,Sensor data,Fault prediction,Data driven,Multioutput Regression Network,No,3,2-s2.0-105010040142
Chip manufacturing,Sensor data,"['Failure prediction', 'Remaining Useful Life']",Data driven,Deep neural network,Yes: features extracted considering degradation mechanism,4,2-s2.0-85148428951
Thermal power plant,Structured data,Fault prediction,Data driven,"Multiblock global orthogonal projections to latent structures (MBGOPLS), joint ℓ2,1-norm minimization",Yes: hierarchical clustering and correlation analysis provide interpretability,4,2-s2.0-85135230509
Industrial chemical process (specifically hydrocracking process in petrochemical industry),Structured data,Fault prediction,Data driven,"GMM, Variational Bayesian PCA, Kullback-Leibler divergence","Yes: Variational Bayesian PCA, model residuals, and divergence measures are interpretable",3,2-s2.0-85124106954
Industrial systems,Structured data,Fault prediction,"Modeling category is not explicitly specified in the abstract; given the focus on stochastic systems and diagnosability, it likely involves a combination of rules/logic and probabilistic modeling. However, based on the information, the most appropriate is ""Hybrid"".",Not explicitly mentioned,Yes: Rules and/or logic based,2,2-s2.0-85125806714
Aircraft gas turbine engines,Sensor data,"['Failure mode prediction', 'Remaining Useful Life']",Hybrid,"['UMAP', 'Clustering', 'Monotonically constrained prognostic model']","Yes: UMAP and clustering provide interpretability, the prognostic model's explainability depends on its implementation details but likely interpretable due to monotonic constraints",4,2-s2.0-105003043471
Chip manufacturing,Sensor data,Fault prediction,Data driven,['BP neural network (BPNN)'],No,3,2-s2.0-85090906312
HVAC systems,Time series,Fault prediction,Data driven,2-D CNN,No,4,2-s2.0-85103887040
Water/wastewater treatment systems,Sensor data,Remaining Useful Life,Data driven,Kalman filter,Yes: Kalman filter,3,2-s2.0-85077191900
Chip manufacturing,"['Sensor data', 'Time series']","['Fault prediction', 'Root cause analysis']",Hybrid,"['CUMSUM control chart', 'Bayesian approach']","Yes: CUSUM control chart, Bayesian approach",4,2-s2.0-85096441586
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,Graph Neural Network (GNN),No,4,2-s2.0-85148463973
Electrical machines / motors,Sensor data,Fault prediction,Data driven,Embedded online monitoring algorithm (specific technique not specified),Yes: interpretable sensors and monitoring algorithm,3,2-s2.0-85100306914
Industrial systems / Gearbox fault diagnosis,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,['Gated Recurrent Neural Network (RNN)'],No,4,2-s2.0-85087837631
Electrical systems in aerospace or high voltage environments,"['Sensor data', 'Images', 'Measurement data']",['Fault prediction'],Data driven,,No,3,2-s2.0-85091199144
Navigation systems / Sensor validation,Sensor data,Fault prediction,Rules and/or logic based,"['Residual-based test statistic', 'Kalman-Schmidt filter']","Yes: residual-based test statistic, Kalman-Schmidt filter",1,2-s2.0-85089780261
Heat diffusion process,Sensor data,Fault prediction,Hybrid,"['Luenberger-type PDE observer', 'Radial basis function (RBF) neural networks']","Yes: Residual evaluation logic, adaptive diagnostic law",2,2-s2.0-85160268571
High-voltage circuit breakers (HVCB),Sensor data,Fault prediction,Data driven,Evidence theory / Dempster-Shafer theory,Yes: Evidence-based reasoning,3,2-s2.0-85085752066
Sewer and water pipelines,Images,Fault prediction,Data driven,Machine vision systems,Yes: Visual inspection and fault detection techniques,2,2-s2.0-85116893204
Internet of Things (IoT) / Cyber-Physical Systems (CPS),Sensor data,Fault detection,Data driven,"Lyapunov function based analysis, Control algorithms",Yes: Lyapunov function analysis,3,2-s2.0-85148474243
Industrial robots,Sensor data,Fault prediction,Hybrid,"['Singular Spectrum Analysis (SSA)', 'Hierarchical hyper-Laplacian prior']",Yes: Singular Spectrum Analysis (SSA) and hierarchical hyper-Laplacian prior are interpretable techniques,4,2-s2.0-85123356987
Industrial control systems / Chemical processing / Manufacturing,"Time series, Spectrogram images",Replay attack detection,Data driven,"Convolutional LSTM, Autoencoder, Matrix profile based change-point detection, Short-time Fourier transform",No,2,2-s2.0-105002091096
Manufacturing systems,"Sensor data, Context information","Anomaly detection, Root cause analysis",Hybrid,Combination of physics-based and data-driven models,"Yes: Expert knowledge, Classification models",4,2-s2.0-85074852388
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Wavelet analysis, Skewness scanning",Yes: Skewness scanning,2,2-s2.0-85098792082
Navigation systems / Geospatial systems,Sensor data,Fault prediction,Hybrid,"Extended Kalman Filter (EKF), Residual Monitoring","Yes: Residual monitoring, observability analysis",2,2-s2.0-85127462246
Sensor networks for environmental monitoring,"Sensor data, Time series",Fault prediction,Data driven,Drift detection algorithm based on rendez-vous comparisons,Yes: Compatibility and measurement quality analysis,4,2-s2.0-85132724047
Autonomous vehicles,Sensor data,Perception ability evaluation,Rules and/or logic based,"Formal specification, perception modeling",Yes: Rules and formal models,2,2-s2.0-85147286830
"Industrial systems with mechanical components, specifically aircraft gas turbine engines","Sensor data, RUL data, failure mode data","Failure mode recognition, Remaining Useful Life (RUL) prediction",Data driven,"Meta-learning (MBMAML), Bayesian neural networks",No,5,2-s2.0-85188708391
Nonlinear control systems,Sensor data,Fault prediction,Data driven,Neural networks (NNS),No,4,2-s2.0-105003267594
Vehicle Active Suspension Systems,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,"High gain filters, Adaptive fault diagnosis observers","Yes: adaptive fault diagnosis observers, fault detection based on estimation of force constants",4,2-s2.0-85187339353
Chip manufacturing,Sensor data,Fault prediction,Data driven,CNN,No,4,2-s2.0-85085274547
Robotic manipulators,Sensor data,Fault prediction,Rules and/or logic based,Mixed-gain adaption,Yes: Rules-based or logic-based approach,2,2-s2.0-85190717572
Industrial furnaces / Petrochemical industries,"Sensor data, Structured data","Fault prediction, Root cause analysis",Hybrid,"Laguerre filters, Artificial neural network, Fuzzy inference system",Yes: Fuzzy inference system,4,2-s2.0-85160241245
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Convolutional Neural Network (CNN), Transfer learning",No,3,2-s2.0-85078437098
Chip manufacturing,Sensor data,Features extraction / global trend and sparse periodic features,Data driven,"Gaussian Process (GP), Alternating Direction Method of Multipliers (ADMM)",No,3,2-s2.0-85190743841
Wastewater treatment process (industrial wastewater management),"Sensor data, Time series",Fault prediction,Data driven,"['PCA', 'WaveCluster']","Yes: PCA, WaveCluster",2,2-s2.0-105002267520
Robot systems / Human-robot collaboration,Sensor data,Fault prediction,Data driven,"['Supervised Learning', 'Bayesian Decision Theory']",Yes: Bayesian Decision Theory,3,2-s2.0-85112710359
Industrial systems / Electrical machinery (induction motor),Sensor data,Fault prediction,Data driven,Ensemble learning,No,4,2-s2.0-85098773590
Multiagent systems,Sensor data,Fault prediction,Rules and/or logic based,"Distributed observer, residual analysis",Yes: Residual-based detection and rule-based logic,2,2-s2.0-85137559628
"Industrial systems with sensor data applications, such as fault detection",Sensor data,Fault prediction,Rules and/or logic based,Jenks Natural Breaks (JNB) clustering algorithm,Yes: techniques based on natural breaks and clustering are interpretable,2,2-s2.0-85204022775
Chip manufacturing,Sensor data,Fault prediction,Data driven,Sensor array analysis,Yes: Interpretable based on stray field distribution changes,4,2-s2.0-85103208869
Superconducting fault current limiter (SFCL) systems in high temperature superconducting (HTS) applications,"Experimental test data of optical fiber encapsulated HTS tapes (performance metrics like critical current, resistance, impulse current)",Fault prediction (performance testing for SFCL application),Other,None explicitly mentioned,No,0,2-s2.0-85085245333
Industrial machinery and plants,Sensor data,Fault prediction,Data driven,Not specified,No,1,2-s2.0-85168283888
Fuel Cell Systems,Sensor data,Fault prediction,Data driven,Artificial Neural Network (ANN),No,4,2-s2.0-85123321826
"Industrial systems (general, no specific system type specified)","['Structured data', 'Time series']","['Fault prediction', 'Root cause analysis']",Rules and/or logic based,"['H-infinity observer', 'Zonotope analysis']",Yes: Rules and logic based methods,1,2-s2.0-85099607516
Chip manufacturing,Sensor data,Fault prediction,Data driven,Kalman filter,Yes: Kalman filter,4,2-s2.0-85118684758
Engineering Systems (general),Sensor data,Fault prediction,Data driven,Kalman filter,Yes: Kalman filter,0,2-s2.0-85192137111
Electrical drives and motor systems,Sensor data,Fault prediction,Rules and/or logic based,"Signal injection, amplitude and phase analysis",Yes: Signal amplitude and phase analysis,2,2-s2.0-85215066231
Consumer electronics / Visual surveillance / Autonomous vehicles,Images or Video data,Trajectory prediction,Rules and/or logic based,Geometry-based Perspective Distortion Model (PDM),Yes: geometry-based model,1,2-s2.0-85181561680
Multiagent systems in robotics,Sensor data,Fault prediction,Data driven,Adaptive distributed fuzzy estimators,Yes: Fuzzy logic,3,2-s2.0-85056580620
Photovoltaic (PV) systems,Sensor data,Fault prediction,Rules and/or logic based,Algorithm based on analysis of current measurements,Yes: Rules-based algorithm,2,2-s2.0-85101809554
Electrical motors / Industrial motors,['Sensor data'],['Fault prediction'],Data driven,Time and frequency domain analysis,Yes: Signal analysis,4,2-s2.0-85106985841
Multiagent systems,Sensor data,Fault prediction,Hybrid,"Reinforcement learning, Fuzzy broad learning",Yes: Fuzzy broad learning,2,2-s2.0-85190734307
Gearbox fault diagnosis / Mechanical systems,Sensor data,Fault prediction,Hybrid,"['Variational Autoencoder (VAE)', 'Fuzzy neural network']",Yes: Fuzzy neural network,4,2-s2.0-85194849738
Power electronic systems,Voltage data,Fault prediction,Data driven,Frequency-domain analysis,Yes: Frequency-domain analysis,1,2-s2.0-105001797922
Transformer oil fault gas detection in electrical equipment,Unstructured data (theoretical calculations and material properties),Fault prediction or detection (gas sensing and adsorption behavior),Physics based,First principles calculations,Yes: First principles calculations,2,2-s2.0-85177071604
Industrial oil production process,Sensor data,Fault prediction,Probabilistic,Variational Bayesian,Yes: Variational Bayesian methods,3,2-s2.0-85149422120
Aero engines / Turbine blades,Sensor data,Heat flux measurement / Monitoring,Other,Calibration and sensor design techniques,Yes: Sensor calibration and physical principles,2,2-s2.0-85171598853
Other,Sensor data,Fault prediction,Data driven,"['Stacking Learning', 'Kernel-based methods', 'Bayesian inference']",Yes: Bayesian inference,3,2-s2.0-85147213734
Electrical systems / Cables / Insulation monitoring,Sensor data,Remaining Useful Life,Hybrid,Extended Kalman Filter (EKF),Yes: EKF (known for interpretability in state estimation),3,2-s2.0-85139440352
Spacecraft systems,Sensor data,Fault prediction,Data driven,"Behavioral system theory, regularized cost function, statistical inference","Yes: Behavioral system theory, system dynamic constraints, system trajectory prediction",2,2-s2.0-85168728040
Industrial systems,Sensor data,Fault prediction,Data driven,"Stable kernel representation (SKR), Stable image representation (SIR), LQ decomposition",Yes: subspace-based approaches are interpretable,3,2-s2.0-85141472208
Industrial systems,Sensor data,Fault prediction,Rules and/or logic based,"Lyapunov functional, stability analysis",Yes: Interpretable rules and stability criteria,4,2-s2.0-85110435606
Aerospace systems / Aircraft engine systems,Sensor data,Fault prediction,Data driven,,"Yes: algebraic input reconstruction strategy, iterative learning observer",1,2-s2.0-85132509171
Electrical power generation / Synchronous generators,Sensor data,Fault prediction,Data driven,Time domain analysis,Yes: simple time domain analysis,3,2-s2.0-85112555741
Industrial motors / Electric machinery,Sensor data,Fault prediction,Data driven,"Analytical models, Finite element models, Experimental validation",Yes: Analytical and finite element models provide interpretability,4,2-s2.0-85132518357
Electromechanical Systems,Sensor data,Electromechanical transient characteristics (ETCs),Data driven,Energy conservation model (ECM),Yes: rule-based / energy conservation principles,3,2-s2.0-85132724736
Other,Structured data,Fault prediction,Rules and/or logic based,Observer-based fault detection and estimation,Yes: Rules and logic based methods,2,2-s2.0-105001089555
Photovoltaic (PV) systems,Sensor data,Fault prediction,Rules and/or logic based,Threshold-based detection with voltage measurements,Yes: Threshold-based rules and voltage analysis,2,2-s2.0-85216866367
Consumer electronics and intelligent energy networks,Unstructured data,Fault prediction,Data driven,"['Variational Autoencoders (VAE)', 'Particle Swarm Optimization (PSO)']",No,2,2-s2.0-105006981908
Industrial Systems (general),Sensor data,Fault prediction,Rules and/or logic based,"Fuzzy logic, Residual signals analysis",Yes: Fuzzy logic,3,2-s2.0-86000426104
Industrial systems with stochastic models,Structured data,Fault prediction,Hybrid,"Lyapunov theory, IT2 fuzzy approach","Yes: Lyapunov theory, fuzzy logic",2,2-s2.0-85094813896
Battery systems in microgrids,Sensor data,Fault prediction,Hybrid,Knowledge transfer learning,Yes: Transfer learning,3,2-s2.0-105002558171
Electric machines / Rotating machinery,Sensor data,Fault prediction,Data driven,Not explicitly specified but involves fiber Bragg grating sensing and signal analysis,Yes: Signal interpretation and domain-specific signatures,4,2-s2.0-85101199836
Water-distribution networks,"Sensor data, Structured data",Leak localization,Data driven,"Kriging, Dempster-Shafer reasoning",Yes: Rule-based reasoning (Dempster-Shafer),2,2-s2.0-85103098004
Autonomous Underwater Vehicles,Sensor data,Fault prediction,Hybrid,"['Zonotopic reachability analysis', 'Takagi-Sugeno fuzzy']",Yes: Zonotopic reachability analysis and fuzzy techniques are interpretable and provide transparent reasoning.,2,2-s2.0-85204107958
Chip manufacturing,Sensor data,Fault prediction,Data driven,Learning entropy,No,2,2-s2.0-85162653182
Aircraft systems / Aerospace systems,Structured data,Fault prediction,Rules and/or logic based,"Dwell time analysis, control theory, switching systems",Yes: Rules-based / Logic-based techniques,2,2-s2.0-85074992770
Transportation systems,"Time series, Structured data, Images",Traffic prediction,Data driven,"Deep learning, Attention-based CNN + LSTM",No,0,2-s2.0-85174814239
Chemical reaction process,"Sensor data, Structured data",Fault prediction,Rules and/or logic based,"Fuzzy logic, Adaptive observer",Yes: Fuzzy logic,3,2-s2.0-85121123261
Electrical equipment / Cable systems,Sensor data,Fault prediction,Data driven,Extra Trees algorithm,Yes: Tree-based models,4,2-s2.0-105005782147
"Consumer electronics, IoT systems","Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,"Self-attention mechanism, Residual network, LSTM",No,2,2-s2.0-85174811885
Other,Structured data,Fault prediction,Rules and/or logic based,,Yes: Rules-based,0,2-s2.0-85122543052
Unmanned Marine Vehicles,Sensor data,Fault prediction,Hybrid,Takagi - Sugeno (T - S) fuzzy system,Yes: Fuzzy systems,2,2-s2.0-85140790244
Vehicles / Automotive systems,"Sensor data, Time series",Fault prediction,Hybrid,"Gated Recurrent Unit (GRU), Thresholds, CUSUM, Mathematical model","Yes: Thresholds, CUSUM, Mathematical model",3,2-s2.0-85146249383
Optoelectronics / Semiconductor devices,Sensor data,Fault prediction / Root cause analysis,Data driven,"MLP, CNN, Transformer",No,3,2-s2.0-85196756794
Other,Sensor data,Fault prediction,Data driven,"['Fisher information matrix', 'Kullback-Leibler divergence', 'Hellinger distance', 'Principal component analysis', 'k-nearest neighbor classification']","Yes: Principal component analysis, Fisher information matrix, Kullback-Leibler divergence, Hellinger distance",2,2-s2.0-85085981012
Consumer electronics,Sensor data,Fault prediction,Data driven,"Transformer, CNN, self-attention, IN standardization, GeLU activation",No,2,2-s2.0-85165259545
Robot manipulators / Human-robot collaboration,Commanded input and position measurement,External disturbance and velocity estimation,Rules and/or logic based,Sliding-mode observer,Yes: Sliding-mode observer,2,2-s2.0-85092703257
"Industrial systems with sensor networks, possibly manufacturing or process control environments",Sensor data,Fault prediction,Hybrid,"['Markov Jump Systems', 'Lyapunov theory']",Yes: Lyapunov theory,2,2-s2.0-85182371223
Sensor networks in industrial systems,"Sensor data, Time series",Fault prediction,Hybrid,Moving horizon estimator,Yes: Residual analysis and statistical methods,3,2-s2.0-85101736485
Hydro-generators / Power plant equipment,Sensor data,Fault prediction,Physics based,Finite element simulation,Yes: Physical analysis and harmonic feature extraction,2,2-s2.0-85197523610
UAV (Unmanned Aerial Vehicle) structural health monitoring,Sensor data,Fault prediction,Data driven,Deep learning,No,3,2-s2.0-105004675257
Other,Images,Fault prediction,Data driven,"['Contrastive learning', 'Mixup-based data augmentation', 'Adversarial sample policy']",No,1,2-s2.0-105003573008
High-Speed Train Systems,Sensor data,Fault prediction,Data driven,"Dynamic linearization, fuzzy logic system, parameter estimation, data fusion",Yes: fuzzy logic system,2,2-s2.0-105004924754
Industrial manufacturing systems,"['IoT data', 'Real-time monitoring data']",Fault prediction,Hybrid,"['Fuzzy logic', 'PID controllers']",Yes: Fuzzy logic,4,2-s2.0-105008819489
Other,Sensor data,Anomaly detection,Hybrid,"['VAE', 'GAN']",No,3,2-s2.0-85193279207
Consumer electronics,Sensor data,Fault prediction,Data driven,Leftover Gated Recurrent Neural Network,No,0,2-s2.0-85173046470
Electric Machines / Industrial Drives,Sensor data,Fault prediction,Data driven,Analytical modeling / Signal processing,Yes: Analytical solution,2,2-s2.0-85201751745
Industrial systems,Sensor data,Fault prediction,Hybrid,"['Kalman filter', 'Likelihood ratio method', 'Gap metric']",Yes: Gap metric technique,3,2-s2.0-85110853418
Internet of Things (IoT) networks,Structured data,Resource allocation and interference management strategies,Data driven,"Multi-agent reinforcement learning, bio-inspired algorithms",No,1,2-s2.0-105006886739
Power electronics / Semiconductor devices,Sensor data,Fault prediction,Data driven,"Wavelet analysis, signal processing",Yes: Wavelet analysis and time/frequency-domain analysis,3,2-s2.0-85181803416
Urban vehicle navigation systems,Sensor data,Positioning accuracy,Data driven,,No,2,2-s2.0-85163474562
Chip manufacturing,Structured data,Fault prediction,Rules and/or logic based,Measurement-based logic rules,Yes: Rules-based approach,2,2-s2.0-86000717432
Robotics / Mechatronics / Dynamic systems,Sensor data,Fault prediction,Rules and/or logic based,Observer design (GPIO - Generalized Proportional-Integral Observer),Yes: Rules and observer-based methods,2,2-s2.0-85135751129
Discrete-event systems,Structured data,Fault prediction,Rules and/or logic based,Algorithms (implying rule-based and logic-based modeling),Yes: rules and algorithms,1,2-s2.0-85118609814
Electrical motors / Drive systems,Sensor data,Fault prediction,Data driven,,Yes: Spatial distributions analysis with designed indexes,2,2-s2.0-105002495573
Consumer IoT Networks,Sensor data,Fault prediction,Data driven,"['Auto-Encoder Anomaly Detection', 'Fuzzy', 'Reinforcement learning (actor-critic)']",Yes: Fuzzy,2,2-s2.0-105005777405
Autonomous vehicles in network environment,Structured data,Fault prediction,Rules and/or logic based,"Residual-based detection, observer design",Yes: Residual-based detection and observer-based methods,2,2-s2.0-85179786950
Lithium-ion batteries,Sensor data,Fault prediction,Hybrid,"Model-based with sliding mode observer, Data-driven gap metric","Yes: Sliding mode observer, rule-based components",1,2-s2.0-85166743297
Chip manufacturing,Sensor data,Fault prediction,Data driven,"Spectral graph wavelet networks, Chebyshev polynomial approximation",Yes: interpretable features with domain knowledge,4,2-s2.0-85151506477
Sensor networks / control systems in industrial settings,"Structured data, sensor data","Fault prediction, Root cause analysis",Data driven,"Networked estimation, consensus algorithms",Yes: Residual-based fault detection and isolation,3,2-s2.0-85092915965
Manufacturing,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,1,2-s2.0-85139818874
Induction motor drive systems,Sensor data,Fault prediction,Data driven,"['NARX', 'RVFL']",Yes: Threshold-based decision-making,4,2-s2.0-85218337608
Control systems,"Sensor data, Time series",Fault prediction,Data driven,Machine learning algorithms,No,3,2-s2.0-85102740984
Electrical machines and drives,Sensor data,Fault prediction,Data driven,"Frequency mapping, Time-frequency analysis, Order tracking",Yes: Frequency mapping and order tracking are interpretable signal processing techniques,3,2-s2.0-105000156150
Industrial control systems,Sensor data,Fault prediction,Data driven,"Adaptive control, fault detection observer","Yes: Fault detection observer, controller reconstruction",3,2-s2.0-85105065573
Industrial systems,Sensor data,Fault prediction,Rules and/or logic based,Observer-based design with multiconstrained optimization,Yes: Observer-based rules and logic,2,2-s2.0-85126388664
