Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Autonomous vehicle navigation systems,"Images, Sensor data",Fault prediction,Data driven,Deep Neural Network (DNN),No,2,2-s2.0-85162873332
Marine engine systems,Auditory sensor data,Fault prediction,Data driven,"WaveGAN, WaveNet, SpecGAN, autoencoder, k-means",No,3,2-s2.0-85183463718
Chemical processing systems (CSTR case study),Structured data,Fault prediction,Game theory-based,"Game theory, Nash Equilibrium",Yes: Game theory / Nash Equilibrium,2,2-s2.0-85186959125
Marine/Vessel systems,Time series,Fault prediction,Data driven,ResNet with Triplet loss,No,4,2-s2.0-85186749265
Mechanical equipment / Gear fault diagnosis,"Sensor data, Time series",Fault prediction,Data driven,Multi-scale CNN,No,4,2-s2.0-85170825637
GIS equipment / Electrical substation systems,Sensor data,Fault prediction,Data driven,Statistical methods (normal distribution statistical method),Yes: statistical analysis,2,2-s2.0-85167568137
Semiconductor industry,Sensor data,Remaining Useful Life,Data driven,Tiny Machine Learning (Tiny ML),No,3,2-s2.0-85184656973
Mechanical systems across most industries,Sensor data,Fault prediction,Data driven,Correlation methods,Yes: correlation methods,4,2-s2.0-85168419449
Industrial production equipment,Sensor data,Fault prediction,Data driven,SVM,No,2,2-s2.0-85175083314
Rotating machinery / Bearings in industrial equipment,Sensor data,Remaining Useful Life,Data driven,"Canonical Correlation Analysis (CCA), Wavelet Packet Decomposition (WPD), Attention mechanism, Deep learning","Yes: CCA (interpretable correlation analysis), attention mechanism (partially interpretable)",3,2-s2.0-85191735005
Cyber-physical systems,Sensor data,Fault prediction,Rules and/or logic based,Not specified,Yes: rules-based detection,2,2-s2.0-85173850552
Power systems / Electrical transformers,Sensor data,Fault prediction,Data driven,"Vibration analysis, Acoustic imaging","Yes: frequency analysis, stationarity index",4,2-s2.0-85182795120
Other,"Sensor data, Time series",Fault prediction,Data driven,Monitor discrepancy between predicted and actual behavior,Yes: Discrepancy-based detection,2,2-s2.0-85182932883
Power system equipment (switchgear),Sensor data,Fault prediction,Data driven,"Spectral analysis, Soft scoring mechanism",Yes: Soft scoring mechanism,4,2-s2.0-85167581642
Motor system diagnosis / Electrical machinery,Structured data,Fault prediction,Data driven,"Similarity learning (SL), Euclidetic distance (EED, PED)","Yes: Structural characteristics, parameter-based diagnosis",2,2-s2.0-85185345351
Power equipment / Electrical systems,Sensor data,Fault prediction,Data driven,KNN,Yes: k-nearest neighbors (KNN),4,2-s2.0-85167570848
Electrical machinery / Magnetic core systems,Sensor data,Fault prediction / Condition monitoring,Data driven,Not specified,No,1,2-s2.0-85172737401
Aircraft landing gear systems,Sensor data,Fault prediction,Data driven,Neural network,No,3,2-s2.0-85191763602
Industrial systems / Machinery / Manufacturing,Time series,Forecasting / Event prediction,Data driven,"['ARIMA', 'LSTM', 'INN-DTW']",Yes: ARIMA,4,2-s2.0-85178999796
Aerospace / Liquid Rocket Engine (LRE),Sensor data,Fault prediction,Hybrid,"Extended Kalman Filters (EKF), Residual-based thresholding",Yes: Residual analysis and threshold test,0,2-s2.0-85191732366
Industrial systems,"Sensor data, Time series, Unstructured data, Images","Predictive maintenance, Remaining Useful Life",Data driven,Deep Residual Networks (Deep ResNets),No,4,2-s2.0-85183531840
Industrial machinery / manufacturing equipment,Sensor data,Fault prediction,Data driven,"Wavelet packet decomposition, Support vector machines (SVM)",Yes: Wavelet packet decomposition (WPD) provides interpretability through analysis of frequency components,3,2-s2.0-85166465851
Hydrogenerators / Power generation equipment,Sensor data,Fault prediction,Physics based,Mathematical models reflecting physical processes,"Yes: Mathematical models, physical process understanding",4,2-s2.0-85179509007
Hydropower plants,Sensor data,Fault prediction,Data driven,Autoencoder,No,4,2-s2.0-85169433214
Aerospace vehicles,Sensor data,"State estimation, Fault detection",Hybrid,"Set-Valued State Estimator, Constrained Zonotopes, Kalman filtering",Yes: Use of bounds and set-membership approach provides interpretability,2,2-s2.0-85164268369
Industrial systems / Control systems,Sensor data,Fault prediction,Rules and/or logic based,Linear matrix inequalities (LMIs),Yes: Rules and logic based approach,0,2-s2.0-85187796481
Aircraft systems / Avionics,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Nonlinear regression analysis,Yes: Nonlinear regression analysis,3,2-s2.0-85191495985
Aerospace / Aero-engine systems,"Sensor data, Time series",Fault prediction,Data driven,"Multiphysics coupling via COMSOL, Particle tracing",No,2,2-s2.0-85191745743
Other,Time series,Synthetic data generation,Data driven,Time Series Generative Adversarial Network (TimeGAN),No,0,2-s2.0-85191762447
Industrial equipment monitoring / Wire rope / Hoist systems,Sensor data,Fault prediction,Data driven,"['Wavelet Denoising', 'Transformer', 'Multi-layer Perceptron']",No,4,2-s2.0-85162925489
Commercial buildings,Sensor data,Fault prediction,Data driven,Not specifically mentioned,No,3,2-s2.0-85168098942
Mechanical complex systems,Sensor data,Fault prediction,Data driven,"Graph Neural Networks (GNN), ARMA neural networks",No,3,2-s2.0-85191697147
Electrical distribution networks,"Network data, Fault current measurements","Fault prediction, Fault location",Rules and/or logic based,"Fault current matching, Fault expectancy index",Yes: Rules-based method,2,2-s2.0-85185771718
Industrial systems involving motor bearings or rotating machinery,Sensor data,Remaining Useful Life,Data driven,"CUSUM, Recursive Least Squares (RLS)","Yes: CUSUM and RLS are interpretable, rule-based statistical techniques",4,2-s2.0-85182928712
Navigation systems / GNSS,Structured data,Fault prediction,Other,Theoretical analysis / Mathematical modeling,Yes: Theoretical analysis / Mathematical modeling,0,2-s2.0-85162897359
Electric motor bearing systems,Sensor data,Fault prediction,Data driven,Deep learning,No,4,2-s2.0-85182926011
Commercial buildings,Sensor data,Fault prediction,Data driven,"Autoencoder with Maximum Correntropy Criterion (MCC), Coin Betting",No,3,2-s2.0-85182930762
"Industrial systems with sensors, potentially applicable in HVAC or manufacturing environments",Sensor data,Fault prediction,Data driven,Wavelet analysis,Yes: Wavelet analysis,3,2-s2.0-85182929890
Industrial measurement systems,Structured data,Fault prediction,Rules and/or logic based,Distributed interval observer (DIO),Yes: Rule-based/Interval estimation,2,2-s2.0-85164273248
Electric Vehicle (EV) systems,Sensor data,Fault prediction,Hybrid,"['Digital Twin', 'ROS simulation']",Yes: Digital Twin,3,2-s2.0-85172718564
Industrial rotating machinery,"['Sensor data', 'Time series']",['Fault prediction'],Hybrid,"['Wavelet transform', 'Residual neural network', 'Maximum mean discrepancy']",No,4,2-s2.0-85191692413
Gearbox fault diagnosis in industrial machinery,"Sensor data, Images",Fault prediction,Data driven,Convolutional Neural Network (CNN),No,3,2-s2.0-85191726792
Power systems / Electrical substation,Sensor data,Fault prediction,Data driven,Spatial grid search algorithm,Yes: Spatial grid search algorithm,2,2-s2.0-85162728330
Transformer monitoring systems,Unstructured data,Fault prediction,Physics based,Density functional theory,Yes: First principles,0,2-s2.0-85167595984
Electromagnetic pulse valve diagnosis,Sensor data,Fault prediction,Data driven,"CNN, attention mechanism",No,2,2-s2.0-85197516337
Wind turbines / Renewable energy systems,Sensor data,Fault prediction,Data driven,"Gated convolution neural network, LSTM, Attention mechanism",No,2,2-s2.0-85182756822
Manufacturing systems,Sensor data,None specified (simulation data generation for predictive maintenance),Physics based,OpenModelica simulation,Yes: physically based simulation,3,2-s2.0-85182728898
Electric motors / Automotive systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,2,2-s2.0-85182917281
Power generation systems,Sensor data,Fault prediction,Data driven,Fuzzy ARTMAP with SMOTE,Yes: Fuzzy ARTMAP,4,2-s2.0-85156104679
Power transformers,Sensor data,Fault prediction,Data driven,"['BP neural network', 'SVM']",No,4,2-s2.0-85162664263
Industrial systems,"Sensor data, Time series",Fault prediction,Data driven,CNN,No,4,2-s2.0-85179009353
Other,Structured data,Fault prediction,Hybrid,Extended Kalman filter,Yes: Kalman filter,0,2-s2.0-85162875458
Industrial gearboxes,"['Sensor data', 'Images']",Fault prediction,Data driven,"['BP neural network', 'Particle swarm optimization', 'TFSWT algorithm']",No,3,2-s2.0-85191512641
Rotating machinery,Sensor data,Fault prediction,Data driven,Neural network,No,4,2-s2.0-85198222496
Substation power systems,Sensor data,Fault prediction,Rules and/or logic based,"Unbalanced bridge method, Leakage current sensor measurements",Yes: rules and circuit-based methods,2,2-s2.0-85207519742
Manufacturing systems,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,LSTM,No,4,2-s2.0-85216543083
Electric Vehicles (EVs),"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Machine Learning,No,3,2-s2.0-85214986770
Urban Infrastructures / Smart Cities,"IoT device data, Quantitative data, Qualitative insights","Predictive maintenance, Energy management, Traffic solutions",Data driven,Not specified explicitly,No,2,2-s2.0-85187776899
Electrical systems / Switchgear,Sensor data,Fault prediction,Data driven,"Not explicitly mentioned, but likely sensor analytics and classification methods",Yes: Rule-based / Standards-based detection (IEC 60270),4,2-s2.0-85193962188
Home energy management,Sensor data,Fault prediction,Data driven,Not specified,No,1,2-s2.0-85189152025
Electrical distribution systems,Sensor data,Fault prediction,Rules and/or logic based,"Microcontroller logic, Sensor signals",Yes: Rules-based logic,2,2-s2.0-85189135647
Electrical transformer systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,4,2-s2.0-85186494645
Post-Harvest Logistics / Supply Chain Management,"Sensor data, Data analytics, Real-time data","Monitoring, Optimization, Performance prediction",Hybrid,"Digital Twins, IoT, Data analytics, Machine learning",No,2,2-s2.0-85207377610
Industrial machinery / CNC machinery,Sensor data,Fault prediction,Data driven,Convolutional Neural Network (CNN),No,4,2-s2.0-85162946721
Industrial motors and drives,Sensor data,Fault prediction,Supervised learning,Multilayer perceptron (MLP),No,2,2-s2.0-85175303197
Chip manufacturing,Sensor data,Operating conditions / Machine operating parameters,Data driven,"['Ridge', 'Support Vectors', 'Deep Learning regression']",No,2,2-s2.0-85164111254
Industrial motors,Sensor data,Fault prediction,Data driven,Machine learning algorithms (unspecified),No,4,2-s2.0-85164537332
Manufacturing facilities,Sensor data,Fault prediction,Data driven,"['Random Forest', 'Kernel Support Vector Machine']",No,4,2-s2.0-85218351665
Oil and Gas Industry,Sensor data,Fault prediction,Data driven,Not specified,No,3,2-s2.0-85164168784
Industrial rotating machinery / Motors and turbines,"Sensor data, Time series, Structured data","Fault prediction, Anomaly detection",Data driven,"Support Vector Machine (SVM), Random Forest (RF)","Yes: Decision trees (RF), SVM with hyperparameter tuning can be made interpretable",4,2-s2.0-85217364138
Structural health monitoring,Images,Natural frequency,Data driven,"FFT, Harris corner detection","Yes: Harris corner detection, FFT",4,2-s2.0-85153306388
Electric Vehicle Application,"Voltage sensors, Mathematical PMSM model","Fault prediction, Fault detection and isolation",Model-based,"Mathematical modeling, Observers (Current observer, MRAS observer)","Yes: Mathematical model, observers",2,2-s2.0-85185344738
Transformers / Power grid components,"Sensor data, Time series",Fault prediction,Data driven,,No,3,2-s2.0-85214438409
Manufacturing plants,"Sensor data, Big Data Analytics",Predictive maintenance,Data driven,Machine Learning,No,3,2-s2.0-85193853070
Vehicles / Automotive systems,"IoT data, Sensor data",Fault prediction,Data driven,Machine Learning,No,3,2-s2.0-85187804758
Battery systems / Energy storage,Sensor data,Fault prediction,Data driven,Fractional-order learning observer,Yes: Interpretability of the fractional-order model and observer,2,2-s2.0-105002484418
Aircraft maintenance / Aerospace systems,Sensor data,Remaining Useful Life,Data driven,"['LSTM', 'XGBoost', 'LightGBM']",No,3,2-s2.0-85190393944
IoT systems,Sensor data,Energy consumption profiling,Data driven,Measurement and profiling,Yes: Measurement and profiling,1,2-s2.0-85202435905
Industrial systems (specifically bearing systems / rotating machinery),Images,Fault prediction,Data driven,Deep residual network (ResNet),No,3,2-s2.0-85186498910
Transformers,Sensor data,Fault prediction,Data driven,"Simulator (implying simulation-based analysis), unspecified ML or optimization techniques",No,3,2-s2.0-85214404070
Power systems / Electrical substation equipment,Sensor data,Fault prediction,Hybrid,"['Gaussian Mixture Models (GMM)', 'Support Vector Machine (SVM)']",Yes: Physical constraints and feature engineering contribute to interpretability,4,2-s2.0-105000487309
Wired networks,Sensor data,Remaining Useful Life,Data driven,Machine learning,No,2,2-s2.0-85164185319
Industrial machinery / manufacturing,Sensor data,Fault prediction,Data driven,"['Logistic regression', 'Support Vector Machine (SVM)', 'Naïve Bayes', 'Decision Tree']","Yes: Decision Tree, Logistic regression",4,2-s2.0-85187777448
Mining industry,Sensor data,Remaining Useful Life,Data driven,Not explicitly specified,No,3,2-s2.0-105004791310
Food production / manufacturing,Images,Fault prediction,Data driven,YOLOv5,No,2,2-s2.0-85198516018
Electric vehicles (EVs) / Battery thermal management systems,Sensor data,Fault prediction,Data driven,"['IB-DRN', 'Machine learning', 'Deep learning']",No,3,2-s2.0-85207402923
Chip manufacturing,Images,Fault prediction,Data driven,Convolutional autoencoder,No,3,2-s2.0-85211147935
Automobile industries,Sensor data,Fault prediction,Data driven,Random Forest Classifier,No,2,2-s2.0-85219115556
Maritime container terminals,"['Sensor data', 'Images']",['Fault prediction'],Data driven,"['Machine learning', 'Computer vision']",No,3,2-s2.0-85195415888
Naval vessel propulsion systems,Sensor data,Fault prediction,Hybrid,"['Gaussian Mixture Models (GMMs)', 'Hidden Markov Models (HMMs)']",Yes: GMMs and HMMs are interpretable techniques,4,2-s2.0-85202174415
Industrial systems / Manufacturing sector,"['Sensor data', 'Operational logs', 'Environmental factors']",Fault prediction,Hybrid,"['Statistical methods', 'Deep learning algorithms']",No,4,2-s2.0-85186685368
Home appliances,Sensors,Fault prediction,Data driven,"Self-diagnostic features, possibly rule-based or ML-based (not explicitly specified)",Yes: rule-based / diagnostic features,2,2-s2.0-85212922674
Residential smart home systems,"Sensor data, Unstructured data","Fault prediction, Energy management",Data driven,"AI algorithms (unspecified), decision-making techniques",No,2,2-s2.0-85213055253
Aerospace systems,Sensor data,Error modeling and fault detection,Data driven,"Kalman filter, Fault detection algorithms","Yes: Kalman filter, Fault detection algorithms",1,2-s2.0-85174801973
Photovoltaic (PV) systems,Sensor data,Fault prediction,Rules and/or logic based,Fault detection and classification algorithms,Yes: rules-based algorithms,2,2-s2.0-85165174420
Electric Motor Production,Sensor data,Predictive maintenance,Data driven,Not specified,No,2,2-s2.0-105002272587
Aircraft engines / Aerospace engineering,Sensor data,Fault prediction,Hybrid,"['Machine learning algorithms', 'Deep learning models']",No,2,2-s2.0-105003909175
IoT systems,Sensor data,Fault prediction,Data driven,Machine learning techniques,No,3,2-s2.0-85187553972
Electrical equipment in industrial and utility settings,"Sensor data, Time series",Fault prediction,Data driven,Machine learning algorithms,No,4,2-s2.0-86000003400
Electrical systems / Power systems,Sensor data,Fault prediction,Rules and/or logic based,"L1-regularization, Least squares optimization","Yes: L1-regularization, Least squares",2,2-s2.0-85182744533
Industrial motors,Sensor data,Fault prediction,Data driven,1D CNN,No,4,2-s2.0-85216802803
Industrial systems,"Sensor data, Data from monitoring devices","Fault prediction, Anomaly detection",Data driven,"Predictive analytics, Failure rate analysis",Yes: Model interpretability through failure rate analysis and anomaly detection,4,2-s2.0-85193978430
Aviation / Aircraft maintenance,"Sensor data, Maintenance records, Aircraft operations, Failure incidences","Remaining Useful Life, Fault prediction, Anomaly detection",Hybrid,"LSTM, Gradient Boosting",No,3,2-s2.0-85187792931
Industrial systems,"['Sensor data', 'Time series']",['Failure prediction'],Data driven,Machine Learning,No,3,2-s2.0-85198557666
Transformer systems in electrical power infrastructure,"['Sensor data', 'Images']",['Fault prediction'],Data driven,Not explicitly specified in the abstract,No,2,2-s2.0-85214407591
Power electronics,Sensor data,Remaining Useful Life,Data driven,"Simulation, thermal parameter derivation, Python (PySpice)",Yes: Thermal parameters derivation and simulations provide interpretability,4,2-s2.0-85191160586
Aviation facilities / Transmission towers / Power grid systems,Sensor data,Fault prediction,Data driven,,No,0,2-s2.0-85214415647
Fuel cell systems / Renewable energy,Sensor data,Fault prediction,Data driven,Electrochemical impedance spectroscopy (EIS),Yes: impedance spectrum analysis,3,2-s2.0-105000008680
Food waste management facilities,['Sensor data'],['Fault prediction'],Data driven,['Machine Learning'],No,2,2-s2.0-85202445430
Autonomous vehicles,Sensor data,Fault prediction,Data driven,"['Neural networks', 'Regression models']",No,2,2-s2.0-105001253506
Electrical infrastructure / Power distribution systems,Sensor data,Fault prediction,Data driven,Machine learning (ML),No,4,2-s2.0-85214383898
Manufacturing / Industrial systems,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,Not explicitly mentioned,No,1,2-s2.0-85212873796
Electrical cable condition monitoring,Sensor data,Fault prediction,Physics based,"Finite element modeling, Tikhonov algorithm",Yes: Interpretable techniques (finite element and inverse problem solutions),1,2-s2.0-85182744842
Manufacturing,Sensor data,Remaining Useful Life,Data driven,Machine learning,Yes: decision trees or rule-based models (implied interpretability),3,2-s2.0-85182017416
Wastewater treatment plants,Sensor data,Fault prediction,Data driven,"['Feedforward Neural Network (FFNN)', 'Long Short-Term Memory (LSTM)']",No,4,2-s2.0-85211331150
Solar photovoltaic (PV) systems,Sensor data,Fault prediction,Data driven,Algorithm for fault detection (unspecified),"Yes: graphical representation, parametric values",3,2-s2.0-85174537913
Unmanned vessel / Maritime systems,Sensor data,Fault prediction,Rules and/or logic based,"Luenberger observers, Dynamic Regressor Extension and Mixing (DREM)",Yes: Observers and parameter estimation methods are interpretable,1,2-s2.0-85198227231
Manufacturing/Assembly lines,Sensor data,Fatigue detection,Data driven,"Hidden Markov model, Hamiltonian Monte Carlo",Yes: Hidden Markov model,2,2-s2.0-85174898422
"Industrial systems (general, not explicitly specified)",Sensor data,Fault prediction,Rules and/or logic based,"Linear Matrix Inequalities (LMIs), H∞ formalism","Yes: Rules and logic based (residual analysis, LMIs for decision making)",2,2-s2.0-85196724119
Industrial overhead cranes,Sensor data,Fault prediction,Data driven,GMR sensors,No,4,2-s2.0-85205764477
Other,Structured data,Fault prediction,Rules and/or logic based,H∞ estimator,Yes: rules-based / formal estimation method,2,2-s2.0-85205792009
Logistics and supply chain management,Sensor data,Real-time logistics operation efficiency,Data driven,,No,2,2-s2.0-85171803363
Renewable energy systems,Sensor data,Fault prediction,Data driven,"Machine learning techniques (implied, e.g., ML algorithms for performance prediction)",No,2,2-s2.0-85207822509
Aircraft maintenance,Sensor data,Other,Hybrid,"RFID technology, IoT",Yes: RFID-based approach provides interpretability,2,2-s2.0-105009132608
Wind farm / Renewable energy systems,"Sensor data, Real-Time data","Fault prediction, Remaining Useful Life",Hybrid,"Machine learning, Analytics",Yes: Interpretability through analytics and sensor data insights,4,2-s2.0-85212930732
Other,Structured data,Asset performance monitoring,Data driven,,No,2,2-s2.0-86000010399
Industrial systems - Electric motors or machinery,Images,Fault prediction,Data driven,CNN,No,3,2-s2.0-85195127449
Industrial robotic systems,Sensor data,Fault prediction,Data driven,Fast Fourier Transform (FFT),Yes: FFT,3,2-s2.0-85211109460
Overhead transmission lines,Sensor data,Fault prediction,Data driven,Attention mechanism,No,4,2-s2.0-85202598475
Commercial manufacturing (automobile assembly plants),"Sensor data, Unstructured data",Fault prediction,Hybrid,Random Forest,Yes: Tree-based models,4,2-s2.0-85194189717
Railway transportation systems,Sensor data,Fault prediction,Data driven,Not explicitly specified,No,3,2-s2.0-85211091770
Industrial machinery / industrial systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,Machine learning,No,4,2-s2.0-85153502661
Manufacturing or Smart manufacturing,"Sensor data, Images","Fault prediction, Remaining Useful Life",Data driven,"['Deep belief networks', 'Auto-Encoder', 'RNNs', 'CNNs']",No,2,2-s2.0-85153578237
Industrial environments / Manufacturing facilities,"Sensor data, Real-time data","Predictive maintenance, Future system state",Data driven,Random Forest,Yes: Decision Trees / Random Forest interpretability,4,2-s2.0-85212813949
Aerospace / Aircraft engines,Sensor data,Remaining Useful Life,Data driven,Convolutional Neural Networks (CNN),No,4,2-s2.0-105009097911
Ubiquitous networking,Structured data,Channel allocation optimization,Rules and/or logic based,Hashing and collision avoidance algorithms,Yes: Rules-based and algorithmic,1,2-s2.0-85186734156
Industrial Internet of Things (IIoT) in industrial environments,Structured data,"QoS parameters (reliability, delay, queue length)",Data driven,Simulation-based and adaptive queue management algorithms,No,2,2-s2.0-86000232841
Supply chain logistics,Sensor data,Forecasting / Predictive maintenance,Data driven,Predictive analytics / Machine learning methods,No,2,2-s2.0-85211131838
Electric vehicle systems,Sensor data,Fault prediction,Data driven,Optimizer,No,1,2-s2.0-85198547826
Industrial systems / Smart factories,"Sensor data, Time series",Fault prediction,Data driven,Machine Learning,No,4,2-s2.0-85213042315
Electrical machines / Induction machines,"Sensor data, Time series",Fault prediction,Data driven,Machine learning models (unspecified specific algorithms),No,4,2-s2.0-85175295424
Textile manufacturing,Sensor data,Forecasting drying settings / Moisture levels,Data driven,K-Nearest Neighbors (KNN),Yes: KNN,4,2-s2.0-85216565800
Electrical transformers/OLTCs,"Sensor data, Time series",Fault prediction,Hybrid,"Machine Learning, Decision Tree",Yes: Decision Tree,4,2-s2.0-85214425512
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,Machine Learning,No,4,2-s2.0-85188103377
Automotive systems / Vehicles,"Sensor data (OBD-II data), time series (real-time vehicle diagnostics), structured data","Fault prediction, potential issues detection, driver behavior analysis",Data driven,Machine learning,No,2,2-s2.0-85212860322
Electric vehicles / Automotive systems,Sensor data,Fault prediction,Data driven,"Algorithms for cell balance, thermal management, fault detection (implied ML or optimization-based algorithms)",Yes: rule-based algorithms and control schemes,4,2-s2.0-85189149573
Commercial buildings,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,Not specified explicitly in the abstract,No,2,2-s2.0-85165681064
Electrical Motors / Industrial Systems,Sensor data,Fault prediction,Data driven,Current prediction model,No,2,2-s2.0-105002371795
Mechanical systems/industrial mechanisms,Images,Fault prediction,Data driven,YOLO v5,No,1,2-s2.0-85186494656
Chip manufacturing,Sensor data,Fault prediction,Data driven,Machine learning classification models,Yes: Counterfactual analysis,4,2-s2.0-86000713580
Commercial buildings,Sensor data,Fault prediction,Data driven,Isolation Forest,Yes: Isolation Forest,4,2-s2.0-85215684257
PV Solar Systems / Renewable Energy,Sensor data,Fault prediction,Data driven,Deep learning / Artificial neural networks,No,4,2-s2.0-85196755387
Automobile sector,"Sensor data, Time series",Fault prediction,Data driven,LSTM networks,No,4,2-s2.0-85216579404
Battery management systems / Lithium-ion battery systems,Sensor data,Fault prediction,Data driven,Residual generation and evaluation methods,Yes: Residual-based diagnosis with interpretable residuals,3,2-s2.0-85199081028
Textile manufacturing,"Sensor data, Time series",Fault prediction,Data driven,AdaBoost,No,4,2-s2.0-85218135218
Industrial systems (specifically induction motor drives),Sensor data,Fault prediction,Model-based,Extended Kalman Filter (EKF),Yes: Model-based (EKF),1,2-s2.0-85209942334
Highway traffic monitoring systems,Sensor data,Fault prediction,Data driven,"['Grey relational analysis', 'BP neural network']",No,4,2-s2.0-85218471450
Cigarette manufacturing,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['Support Vector Machine', 'Wavelet packet analysis', 'Convolutional Neural Network']",No,2,2-s2.0-85219594032
Electronics systems / Electronic components,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,,No,4,2-s2.0-85216576291
Switchgear cabinets,Sensor data,Fault prediction,Data driven,"Deformable Attention Transformer, Gaussian Mixture Models (GMM)",No,4,2-s2.0-85219157617
"Aerospace/Engine systems (e.g., turbofan engine dataset)",Sensor data,Remaining Useful Life,Data driven,"['Gramian Angular Summation Fields (GASF)', 'Convolutional Neural Networks (CNN)', 'Recurrent Neural Networks (RNN)']",No,2,2-s2.0-85215321109
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,Feed Forward Neural Network,No,4,2-s2.0-85207093918
Commercial buildings,Sensor data,['Fault prediction'],Data driven,Machine learning algorithms,No,3,2-s2.0-85205968515
Power distribution networks,Sensor data,Fault prediction,Rules and/or logic based,Fuzzy Inference System (FIS),Yes: Fuzzy Logic,1,2-s2.0-105002719177
Photovoltaic systems,['Sensor data'],['Fault prediction'],Data driven,"['Linear regression', 'Random forest']",Yes: Random forest,2,2-s2.0-85219143336
Electrical systems / Electrical safety,Sensor data,Fault prediction,Data driven,Not specified,No,2,2-s2.0-105002374715
Manufacturing systems,['Sensor data'],['Fault prediction'],Data driven,,Yes: Rule-based thresholds and sensor feature analysis,4,2-s2.0-85207057957
Electric power distribution systems,Sensor data,Fault prediction,Data driven,"CNN, Continuous Wavelet Transform",No,3,2-s2.0-85199772095
Chip manufacturing,"Time series, Wireless monitoring, Sensor data",Fault prediction,Data driven,Lightweight-Time-Delay Neural Networks (Lightweight-TDNNs),No,4,2-s2.0-85219528634
Vehicle fleet management,Sensor data,Remaining Useful Life,Hybrid,LSTM-MLP,No,2,2-s2.0-105004550029
Industrial temperature measurement systems,Sensor data,Fault prediction,Data driven,Empirical Mode Decomposition,Yes: Statistical features from Intrinsic Mode Functions,3,2-s2.0-85199184893
Sewage systems,"Sensor data, Time series",Fault prediction,Data driven,LSTM,No,4,2-s2.0-105002759967
Industrial safety equipment,Sensor data,Fault prediction,Data driven,Machine Learning (ML) algorithms,No,4,2-s2.0-85201012076
Electrical machinery in industrial systems,Sensor data,Fault prediction,Data driven,Neural Networks,No,4,2-s2.0-105002724003
Industrial electric fans,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,"['CNN', 'DNN']",No,4,2-s2.0-85208426916
Distributed systems and blockchain consensus protocols,Sensor data,Clock synchronization,Data driven,"['Sensor-fusion algorithm', 'Statistical outlier detection']",Yes: statistical outlier detection,1,2-s2.0-85218100920
Aerospace / Aircraft engine systems,"Sensor data, Structured data",Remaining Useful Life,Data driven,"Bi-LSTM, Bi-GRU, Attention",No,3,2-s2.0-85215270469
Robotic systems,Sensor data,Angular velocity estimation,Data driven,"Sensor fusion, Quaternion differentiation",No,0,2-s2.0-105002279960
Pipeline inspection / industrial pipeline systems,"Sensor data, Images",Fault prediction,Data driven,"Not explicitly specified, likely machine learning-based analysis of sensor and image data",No,3,2-s2.0-85210567445
Automotive systems,Sensor data,Fault prediction,Data driven,"['Genetic Algorithm', 'Particle Swarm Optimization', 'Whale Optimization']",No,2,2-s2.0-85216520064
Industrial systems,"IoT data, Load factor data","Load management, Overload detection",Data driven,Not explicitly specified,No,3,2-s2.0-85201003592
Aerospace systems / Turbofan engines,Time series,Remaining Useful Life,Data driven,"['CNN', 'Transformer', 'Fourier layer']",No,2,2-s2.0-105003197488
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,"Linear layers, spatial-temporal feature extraction, uncertainty estimation",Yes: Interpretable linear layers,4,2-s2.0-85205702681
High-voltage cable defect diagnosis,"Sensor data, Time series",Fault prediction,Data driven,"Supervised contrast network, Multi-scale composite attention mechanism",No,2,2-s2.0-105000756142
Aquarium systems,"Sensor data, Time series","Fault prediction, Remaining Useful Life",Data driven,"AI algorithms (unspecified), anomaly detection",No,2,2-s2.0-85215516785
Oil and gas industries,Sensor data,Fault prediction,Data driven,"['ANN', 'XGBoost']",No,4,2-s2.0-105004659978
Photovoltaic (PV) systems,Time series,Anomaly detection,Data driven,"Statistical methods (descriptive statistics, interquartile ranges, standard deviations)",Yes: Descriptive statistical methods,2,2-s2.0-85211961171
Civil engineering,Sensor data,Fault prediction,Data driven,Advanced analytics (implied machine learning or AI techniques),No,4,2-s2.0-85201798062
Industry 4.0 manufacturing systems,Sensor data,Fault prediction,Data driven,LSTM,No,4,2-s2.0-85197171116
IoT devices,Structured data,Vulnerability detection / Fault detection,Data driven,"Coverage-guided fuzzing, State model inference",No,0,2-s2.0-105001673715
Industrial systems,"Sensor data, Time series",Remaining Useful Life,Data driven,Federated Convolutional Neural Network with Temporal Attention Mechanism (FedCNN-TAM),No,3,2-s2.0-85218124015
