Domain,Input,Output,Modeling category,Modeling technique,Explainability,Relevance,EID
Pharmaceutical facilities,Sensor data,Fault prediction,Data driven,Not specified,No,4,2-s2.0-85212280629
Gear systems / Mechanical systems in industrial machinery,Sensor data,Remaining Useful Life,Hybrid,"Random forest regression, Physics-based pit growth model, Bayesian inference","Yes: Random forest (interpretable), physics-based, Bayesian inference",4,2-s2.0-85201387803
Piezoelectric actuator systems,Sensor data,Fault prediction,Data driven,"Observer-based estimation, adaptive sliding mode control",Yes: Sliding mode control and fault detection methods are interpretable,2,2-s2.0-85074111219
3D printing / Additive manufacturing,"Sensor data, Images","Fault prediction, Root cause analysis","Data driven, Hybrid","Machine learning algorithms, Image processing",No,0,2-s2.0-85193934771
Offshore Wind Turbine Foundation Structural Health Monitoring,Sensor data,Fault prediction,Physics based,Finite Element Method,Yes: Finite Element Method,3,2-s2.0-85138705970
HVAC systems,Sensor data,Fault prediction,Rules and/or logic based,"['One-class support vector machine', 'Multivariate control charts']",Yes: Control charts and statistical tests are interpretable techniques,4,2-s2.0-85089099102
Seafloor observatories / Marine monitoring systems,"Sensor data, Time series",Fault prediction / Fault location,Physics based,"Circuit theory, State estimation",Yes: State estimation and circuit theory are interpretable techniques,2,2-s2.0-85082410292
Industrial machinery,Sensor data,Fault prediction,Data driven,"['LSTM Autoencoder', 'KNN', 'SVM', 'DNN']",No,4,2-s2.0-85207462981
Aerospace transportation systems and industrial manufacturing facilities,Sensor data,Remaining Useful Life,Data driven,"Gossip Neural Network (GNN), CNN, LSTM",No,4,2-s2.0-105003029320
Web processing machines,Sensor data,Fault prediction,Hybrid,Digital Twin,Yes: Digital Twin,4,2-s2.0-105007091118
Manufacturing systems,Sensor data,Remaining Useful Life,Hybrid,"['CNN', 'LSTM', 'Attention']",No,4,2-s2.0-85191018129
Aviation maintenance systems,Unstructured data,"['Fault prediction', 'Root cause analysis']",Data driven,"['Text similarity matching', 'Latent Dirichlet Allocation (LDA)']","Yes: Cosine similarity scores, topic modeling",2,2-s2.0-85187283526
Marine Oil Separation Systems,"Sensor data, Time series",Remaining Useful Life,Hybrid,"Wavelet Packets Transform, Genetic Neuro-Fuzzy system",Yes: Fuzzy rules,4,2-s2.0-85210271151
Industrial systems / Equipment fault diagnosis,Heterogeneous sensor data,Fault prediction,Data driven,"Multi-scale convolutional neural network (CNN), Maximum Mean Discrepancy (MMD)",No,2,2-s2.0-85113211167
Elevator systems in commercial buildings,Sensor data,Fault prediction,Hybrid,"Digital twin framework, six-D process",Yes: interpretable digital twin paradigm,4,2-s2.0-85202642105
Autonomous navigation / Sensor systems,Sensor data,Fault prediction,Hybrid,Solution Separation (SS) framework,No,1,2-s2.0-85136861506
Robotics / Autonomous Mobile Robots,"Sensor data, Actuator data",Fault detection and isolation,Rules and/or logic based,"Information filter, Kullback-Leibler Divergence",Yes: Interpretable residual-based fault detection,0,2-s2.0-85074370875
Industrial systems (bearings in machinery),Sensor data,Fault prediction,Data driven,"ResNet, Transfer Learning",No,3,2-s2.0-85077441836
Reciprocating compressors,Sensor data,Fault prediction,Data driven,"['Transfer Component Analysis (TCA)', 'Deep Belief Network (DBN)', 'Maximum Mean Difference (MMD)']",No,4,2-s2.0-85172866455
"Heavy equipment / Heavy machinery (e.g., boom crane)",Sensor data,Structural performance prediction,Hybrid,"['Analytical model', 'Numerical model', 'Artificial intelligence (AI) model']",No,3,2-s2.0-85107641461
Construction / Building management,"['Sensor data', 'Time series']",['Cost reduction / Efficiency improvement'],Data driven,"Empirical records evaluation, case research, interviews","Yes: interpretable techniques (case studies, empirical records, interviews)",2,2-s2.0-85190329419
Industrial machinery / hydraulic systems,"['Sensor data', 'Structured data']",['Fault prediction'],Data driven,,No,3,2-s2.0-85207526766
Chip manufacturing,Images,Defect detection,Data driven,"Tensor decomposition, ADMM",Yes: Tensor decomposition and optimization algorithms are interpretable and explainable techniques,3,2-s2.0-85187196543
Industrial conveyors / mining industry,"['Images', 'Thermal data', 'Sound data']",['Fault prediction'],Data driven,['Machine Learning'],No,2,2-s2.0-85114744584
Power transformers / Power distribution networks,Sensor data,Fault prediction,Data driven,"Vibration analysis (signal processing), diagnosis algorithm (unspecified, likely machine learning or statistical methods)",Yes: Signal analysis and diagnosis algorithms are typically interpretable,3,2-s2.0-85106211091
Power plants / Industrial systems,Sensor data,Fault prediction,Data driven,"['Mahalanobis distance analysis', 'Sequential probability ratio test (SPRT)']",Yes: Mahalanobis distance analysis and SPRT are interpretable techniques,2,2-s2.0-85088579907
Underwater vehicles,Sensor data,Fault prediction,Rules and/or logic based,"Diagnostic observers, Sliding mode observers",Yes: rules and observers,1,2-s2.0-85207368702
Industrial machinery,Sensor data,Remaining Useful Life,Data driven,"Anomaly detection, Machine learning models",No,4,2-s2.0-85087791949
Laser Additive Manufacturing,Sensor data,Fault prediction,Data driven,Machine learning,No,4,2-s2.0-85191004018
Industrial robots / Manufacturing systems,Sensor data,Fault prediction / Diagnostics,Data driven,"Classifier (implied machine learning classifier, e.g., random forest, SVM, etc.)",No,4,2-s2.0-85122871025
"Mechanical systems / Machinery (e.g., rolling bearings, cutting tools)",Sensor data,Remaining Useful Life,Data driven,Temporal convolutional neural network (TCN) with soft thresholding and attention mechanism,No,2,2-s2.0-85110412090
Industrial process systems,Unstructured data,Remaining Useful Life,Data driven,Deep learning,No,2,2-s2.0-85096501968
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,"Graph transformer, Temporal convolutional network, Self-attention mechanism",No,4,2-s2.0-85199347960
Industrial robots,Attitude data,Fault prediction,Hybrid,"Sparse auto-encoder (SAE), Support Vector Machine (SVM)",No,2,2-s2.0-85090484086
Aerospace engines / Aircraft engine systems,Sensor data,Fault prediction,Data driven,"Support vector machine (SVM), Metaheuristic optimization (Dragonfly algorithm, GWO, PSO, GA)",No,4,2-s2.0-105001641116
Industrial machinery / Mechanical systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,Convolutional Neural Network (CNN),No,4,2-s2.0-85111327711
Industrial systems / Machinery / Cranes,Sensor data,Fault prediction / Abnormal health status detection,Data driven,CNN,No,3,2-s2.0-85166238742
Manufacturing systems / Industrial manufacturing,"Sensor data, Time series",System performance prediction,Data driven,Not explicitly specified (implies machine learning / predictive modeling),No,3,2-s2.0-105000882795
Manufacturing (industrial drying process),"Sensor data, Time series",Fault prediction,Data driven,"CNN, LSTM, SVM, KNN",No,3,2-s2.0-85173161186
Other,Sensor data,Fault prediction,Hybrid,"['AdaBoost', 'Random Forest', ""Rocchio's algorithm""]","Yes: Ensemble of AdaBoost, Random Forest, Rocchio's algorithm",4,2-s2.0-85179550762
Vehicle systems / Power transmission,Sensor data,Fault prediction,Data driven,"['Fuzzy logic controllers', 'Particle Swarm Optimization (PSO)']",Yes: Fuzzy logic controllers,1,2-s2.0-85147495984
Dry bulk port handling equipment,"['Structured data', 'Unstructured data', 'Sensor data']",Fault prediction,Data driven,Deep learning,No,4,2-s2.0-85205289219
Other,"Sensor data, Numerical simulations","Quantities of interest (visualization, prediction)",Hybrid,"Multifidelity surrogate models, Moving least squares (MLS)","Yes: Visualization techniques, Surrogate models",3,2-s2.0-85127560806
Power distribution networks,Sensor data,Fault prediction,Data driven,"['Principal Component Analysis', 'Fisher Discriminant Analysis', 'Support Vector Machine']",No,4,2-s2.0-85068901278
Industrial machinery / Mechanical systems (specifically rolling bearings in aeroengines),Sensor data,Fault prediction,Data driven,"['Minimum entropy deconvolution (MED)', 'Variational Mode Decomposition (VMD)', 'Autocorrelation']",Yes: Autocorrelation,2,2-s2.0-85081004743
Port infrastructure / Maritime logistics,Sensor data,Predictive maintenance,Data driven,Predictive analytics tools,No,2,2-s2.0-105005982746
Oil-immersed transformer gas detection,Structured data,Fault prediction,Physics based,Density Functional Theory (DFT),Yes: DFT calculations provide interpretable results,0,2-s2.0-85106424865
Machine tools / Manufacturing equipment,Sensor data,Fault prediction,Physics based,Digital model / Frequency spectrum analysis,Yes: physics-based model,3,2-s2.0-85193396579
Agriculture / Smart farming,"['Sensor data', 'Images']","['Disease detection', 'Disease forecasting']",Data driven,"['Mask R-CNN', 'FFNN', 'LSTM']",No,2,2-s2.0-85193785623
Chip manufacturing,Sensor data,Fault prediction,Data driven,Lightweight convolutional neural network (CNN),No,4,2-s2.0-85142512735
Other,"['Sensor data', 'Structured data']",['Fault prediction'],Rules and/or logic based,"Trust models, confidence level estimation",Yes: rule-based trust calculation,2,2-s2.0-85099027023
Other,Sensor data,Remaining Useful Life,Data driven,"Capsule Neural Network (CapsNet), Monte Carlo dropout",Yes: multisensory fusion interpretation,4,2-s2.0-85178358073
Mechanical systems in industrial applications,Sensor data,Fault prediction,Data driven,"Graph autoencoder, Spectral graph wavelet convolutional encoder, Adversarial regularization",No,3,2-s2.0-85210556029
Unmanned Marine Vehicles,Structured data,Fault prediction,Knowledge based,"Fuzzy systems, Lyapunov theory",Yes: Fuzzy systems,1,2-s2.0-85202614937
Marine main engine systems,Time series,Fault prediction,Data driven,LSTM (Long Short-Term Memory),Yes: Explainable AI (XAI) methods,4,2-s2.0-85202678166
Industrial engines / Diesel engines,Sensor data,Fault prediction,Hybrid,"['Rules-based algorithm', 'Bayesian networks', 'Back Propagation neural networks']",Yes: Rules-based algorithm,3,2-s2.0-85091112205
Industrial processes,Sensor data,Fault prediction,Data driven,"['Principal Component Analysis (PCA)', 'Fischer Discriminant Analysis (FDA)', 'Correspondence Analysis (CA)']","Yes: PCA, FDA, and CA are interpretable statistical techniques",4,2-s2.0-85131767526
Industrial control systems,Sensor data,Fault prediction,Data driven,"['Wavelet neural network', 'Genetic algorithm', 'Radial Basis Function neural network']",No,3,2-s2.0-85097594265
Ship and marine engineering equipment,Sensor data,Fault prediction,Hybrid,"Theoretical analysis, experimental platform (implying physics-based and data-driven elements)",Yes: Theoretical analysis and experimental validation provide interpretability,3,2-s2.0-85175167617
Industrial robots,Time series,Fault prediction,Data driven,"Graph attention mechanisms, Collaborative learning models, Data imputation techniques",No,4,2-s2.0-85196668766
Autonomous vehicles,Sensor data,"['Fault prediction', 'Prognosis']",Hybrid,Dynamic Bayesian Network (DBN),Yes: Residue generation and hierarchical component-based detection offer interpretability,4,2-s2.0-85097581501
Chip manufacturing,Sensor data,"['Remaining Useful Life', 'Fault prediction']",Data driven,"['Deep neural networks (DNN)', 'Recurrent neural networks (RNN)']",No,4,2-s2.0-85122423210
Mechanical equipment in manufacturing or industrial systems,Sensor data,Remaining Useful Life,Data driven,"Graph Neural Network (GNN), Temporal Convolutional Network",No,4,2-s2.0-105004821309
Batch processes,Structured data,"Quality prediction, Fault detection",Data driven,"Soft sensors, Multiresolution analysis",Yes: Interpretable soft sensors and multiresolution monitoring,3,2-s2.0-85091937403
Manufacturing systems,"Sensor data, Time series",Fault prediction,Data driven,"Autoencoder (AE), End-to-end learning architecture",No,4,2-s2.0-85160814185
Sheet metal stamping,"['Sensor data', 'Structured data', 'Time series']",['Fault prediction'],Data driven,Data mining,Yes: rule-based thresholds and statistical analysis,4,2-s2.0-85163719066
Chip manufacturing,Sensor data,Remaining Useful Life,Hybrid,"Deep feature fusion, Wiener process, LSTM with attention, particle filter, Bayesian framework",No,4,2-s2.0-85183028791
Generation equipment / Energy industry,Sensor data,Fault prediction,Data driven,"['GRU', 'Particle Swarm Optimization (PSO)', 'SVM']",No,3,2-s2.0-85217845120
Chip manufacturing,Sensor data,Remaining Useful Life,Bayesian,Bayesian method,Yes: Bayesian method,4,2-s2.0-85097712348
Chip manufacturing,Sensor data,Fault prediction,Data driven,"['Autoencoder', 'MLP', 'Wavelet packet decomposition', 'FFT']",No,3,2-s2.0-85166388125
Chip manufacturing,"Sensor data, Time series",Remaining Useful Life,Data driven,"Fully convolutional neural networks (FCN), Attention mechanisms",No,4,2-s2.0-85198619360
Marine engine systems,Sensor data,Anomaly detection,"Unsupervised, Data driven","['K-means clustering', 'Mixture of Gaussian models', 'Density-based clustering', 'Self-organising maps', 'Support vector machines']",Yes: Clustering methods such as K-means and SOM are interpretable,2,2-s2.0-85068174615
Industrial equipment / Industry 4.0,Sensor data,Fault prediction,Data driven,XGBoost,No,4,2-s2.0-85173862838
Industrial machinery / Manufacturing systems,Time series,Fault prediction,Data driven,"['LSTM', 'CNN']",No,4,2-s2.0-85084462696
Water distribution systems,Sensor data,Fault prediction,Data driven,Graph Neural Network (GNN),No,2,2-s2.0-85215698277
Power transformers,Sensor data,Remaining Useful Life,Data driven,Fuzzy logic,Yes: Fuzzy logic,4,2-s2.0-85079462872
Dynamical systems in engineering,Time series,Pattern classification,Hybrid,"['Probabilistic finite state automata (PFSA)', 'Symbolic Time Series Analysis (STSA)']",Yes: Probabilistic finite state automata (PFSA),2,2-s2.0-85196954033
Rotating machinery,"Sensor data, Time series",Fault prediction,Data driven,CNN,No,3,2-s2.0-85138107643
Industrial systems,Sensor data,Fault prediction,Data driven,"['LSTM', 'PCA', 'Genetic algorithm']",No,3,2-s2.0-85175704188
Other,Sensor data,Remaining Useful Life,Data driven,"['CNN-Transformers', 'Random forest', 'Empirical Mode Decomposition (CEEMDAN)', 'Tree-structured Parzen Estimator (TPE)']",No,2,2-s2.0-85178048861
Electric vehicle battery systems,Sensor data,Fault prediction,Other,Domain adaptation neural network with attentional mechanisms,No,3,2-s2.0-85146662943
Chip manufacturing,Sensor data,Fault prediction,Data driven,Variational Autoencoder (VAE),No,3,2-s2.0-85110508994
Energy storage systems / Battery management,Current–Voltage data,Fault prediction,Data driven,Covariance matrix analysis,Yes: covariance matrix analysis,3,2-s2.0-105003017387
Automotive machinery,"['Sensor data', 'Structured data']","['Remaining Useful Life', 'Fault prediction', 'Early anomaly detection']",Data driven,"['Machine Learning', 'Deep Learning']",No,4,2-s2.0-85185881307
Industrial machinery / Machine health prognosis,Sensor data,Remaining Useful Life,Data driven,3D Convolutional Neural Network (CNN) with Kernel-based Transformation,No,4,2-s2.0-85102056132
Aerospace engineering / Aircraft engines,Sensor data,Remaining Useful Life,Hybrid,"Wiener process, Maximum likelihood estimation",Yes: Physics-based model,4,2-s2.0-85078424554
Other,"['Images', 'Sensor data']",['Fault prediction'],Data driven,['Deep learning (YOLOv5)'],No,2,2-s2.0-105002359261
Commercial buildings,Sensor data,Maintenance order generation,Rules and/or logic based,"Rules and MCDM (TOPSIS), ML classification",Yes: Rules and MCDM,4,2-s2.0-85115851585
Industrial processes,Sensor data,"Fault prediction, Root cause analysis",Hybrid,"['Kernel PCA', 'Information geometric causal inference']","Yes: Kernel PCA (interpretable when using simple kernels), IGCI (interpretable cause inference)",3,2-s2.0-85102497836
Industrial IoT,"IoT data, High data volume",Data classification and insights,Rules and/or logic based,"Fuzzy logic, heuristic optimization",Yes: Fuzzy rules and membership functions,2,2-s2.0-105008303515
Rural Residences / Energy-efficient Design,Structured data,Energy efficiency optimization,Data driven,"Big Data Analytics, AI",No,2,2-s2.0-85180573716
Robotics / Automation Systems,Acoustic signals,Fault prediction / Damage degree,Data driven,Deep learning with attention mechanism,Yes: attention mechanism,3,2-s2.0-85139685417
Manufacturing,"IoT solutions, digital data",Industrial transformation and modernization,Hybrid,Not specified,No,3,2-s2.0-85133388941
HVAC systems,Images,Fault prediction,Data driven,"Transformer, Vision Transformer, Gramian Angular Difference Field",No,4,2-s2.0-85186584477
Industrial machinery / Bearings,Sensor data,Remaining Useful Life,Data driven,"Convolutional neural networks (CNN), Long Short-Term Memory (LSTM)",No,4,2-s2.0-85148685354
Battery systems / Lithium-ion batteries,Sensor data,"['Fault prediction', 'Root cause analysis']",Hybrid,"['Electrothermal coupling model', 'Pearson correlation coefficient', 'Kalman filter', 'Sliding mode observer']","Yes: Pearson correlation coefficient, Kalman filter, and observer methods are interpretable techniques",4,2-s2.0-85210704842
Commercial buildings,Sensor data,Fault prediction,Rules and/or logic based,Embedded rules / limit checks,Yes: Rules-based,4,2-s2.0-85165503417
Gas Path Fault Diagnosis of Turboshaft Engine,Sensor data,Fault prediction,Data driven,Transfer learning with Extreme Learning Machine (ELM),No,3,2-s2.0-85188194550
Oil pipeline systems,Sensor data,Risk prediction,Data driven,"Kernel-based SVM, Manifold learning, Clustering (Dirichlet Process, Canopy clustering)",No,4,2-s2.0-85116812999
"Structural health monitoring (SHM) systems, bridges",Time series,Fault prediction,Data driven,"Deep learning, Shapelet-based similarity measurement",Yes: Manual feature extraction and shapelet-based similarity,3,2-s2.0-85188533590
Personal insulin pumps / Medical devices,Sensor data,Fault prediction,Data driven,Unsupervised anomaly detection algorithms,No,3,2-s2.0-85102286902
Wind turbines / Renewable energy,Sensor data,Fault prediction,Data driven,"Envelope Analysis, Kurtogram, Cyclostationary analysis, Spectral Flatness, Kurtosis, Crest Factor",Yes: Classical statistical indicators and spectral analysis techniques are interpretable,3,2-s2.0-85187705402
Automotive systems,Sensor data,"Fault prediction, Mode identification",Rules and/or logic based,Structural analysis-based approach,Yes: structural analysis-based approach,2,2-s2.0-85126610725
"Industrial systems (general), specifically hydraulic systems",Sensor data,Fault prediction,Model-based,"['Unknown Input Observer', 'Extended Kalman Filter']",Yes: Residual-based and observer-based diagnostics are interpretable techniques,3,2-s2.0-85120804355
Electric Drive Systems,Sensor data,Fault prediction,Data driven,"Spectral Gini Index, Particle Swarm Optimization","Yes: Spectral Gini Index, PSO",2,2-s2.0-105002161641
Chemical processes,Sensor data,Fault prediction,Data driven,"['Recurrent neural networks', 'Convolutional neural networks', 'Generative Adversarial Networks (GAN)']",No,3,2-s2.0-85105312940
Gas turbine systems,Sensor data,Fault prediction,Rules and/or logic based,"Mathematical laws, thresholds, observation windows",Yes: Basic mathematical laws and configuration parameters,4,2-s2.0-85099786311
Battery management systems for electric vehicles,"Sensor data, Time series","Remaining Useful Life, Fault prediction",Data driven,"UKF, Bayesian theorem, least squares method",No,3,2-s2.0-85152393659
Battery systems / Energy storage,Sensor data,Fault prediction / Root cause analysis,Data driven,"Kernel PCA, Recursive correlation coefficient (RCC)",No,3,2-s2.0-85212580873
Power systems / Electrical systems,"Sensor data, Time series","Fault prediction, Root cause analysis",Data driven,"Wavelet transform, Artificial neural networks (ANN)",Yes: Wavelet analysis and ANN with wavelet coefficients can offer interpretability,3,2-s2.0-85129724165
Battery health management systems in electronics / energy storage,Structured data,Remaining Useful Life,Data driven,"Support Vector Regression (SVR), Multi-Kernel Support Vector Regression, Hybrid Optimization Algorithm",No,2,2-s2.0-85136227504
Gas turbines in Oil & Gas sector,"Sensor data, Time series",Fault prediction,Data driven,Random Forest,No,4,2-s2.0-85126767336
Internal combustion engine systems,Sensor data,Fault prediction,Rules and/or logic based,Modulated sliding discrete Fourier transform (mSDFT),Yes: spectral analysis techniques,3,2-s2.0-85088904648
Wind turbines / Renewable energy systems,Sensor data,Fault prediction,Data driven,"Entropy-based indicators (Permutation entropy, Approximate entropy, Samples entropy, Fuzzy entropy, Conditional entropy, Wiener entropy), Negentropy (Infogram), Sparsity measures, Statistics (mean, std, kurtosis)",Yes: Entropy and statistical measures are interpretable features,3,2-s2.0-85127717311
Commercial buildings,['Sensor data'],['Other'],Data driven,Not specified,No,4,2-s2.0-85174042840
Stormwater infrastructure,Sensor data,Fault prediction,Data driven,,Yes: risk-based assessment model (RBAM),2,2-s2.0-85121236935
Water supply system,['Sensor data'],['Fault prediction'],Rules and/or logic based,"Residual analysis, hardware and analytical redundancy",Yes: Residual analysis,4,2-s2.0-85085118083
Industrial systems,Structured data,Fault prediction,Data driven,"Kernel PCA, Reconstruction error analysis","Yes: Principal components, feature indices, reconstruction error",3,2-s2.0-85049090142
Autonomous underwater vehicles,Sensor data,Fault prediction,Data driven,"Convolutional neural network (CNN), Attention mechanism",No,3,2-s2.0-85177554493
Trainset diesel engine systems,"['Vibration signals', 'Time series']",['Fault prediction'],Data driven,"['FFT', 'Wavelet packet transform', 'SVM', 'KNN', 'MLP']",No,3,2-s2.0-85087981349
Energy storage systems,Time series,"['Remaining Useful Life', 'State of Health']",Data driven,"['Extreme Learning Machine (ELM)', 'Long Short Term Memory (LSTM)', 'LOWESS']",No,4,2-s2.0-85201713628
Electric vehicles,Sensor data,Fault prediction,Data driven,"['Recursive Least Squares', 'Extended Kalman Filter']",Yes: Feature point identification and estimation methods,2,2-s2.0-85137103154
Other,Sensor data,Remaining Useful Life,Data driven,Gated recurrent unit with grey wolf optimizer (GWO-GRU),No,4,2-s2.0-105007886946
Wind turbine foundation monitoring,Images,Fault prediction,Data driven,"Machine vision, Gaussian-based vibration detection",Yes: Visual analysis and modal parameter comparison,4,2-s2.0-85206588635
Manufacturing,"['Sensor data', 'Time series']",['Alarm prediction'],Hybrid,"['LSTM', 'Residual neural networks']",Yes: Rules based analysis for alarm detection,4,2-s2.0-85088100116
IoT devices and battery systems,Structured data,Remaining Useful Life,Data driven,Machine Learning,No,4,2-s2.0-85213270654
Lithium-ion battery packs in electric vehicles,"Sensor data (voltage measurements), Graph data",Fault prediction,Data driven,Graph-based autoencoder,No,3,2-s2.0-85121653060
Battery Energy Storage Systems (BESS),Sensor data,Fault prediction,Data driven,"['Principal Component Analysis (PCA)', 'Spectral residuals algorithm']",Yes: PCA-based clustering and spectral residuals are interpretable techniques,4,2-s2.0-105002320041
Semiconductor manufacturing,Time series,Fault prediction,Data driven,Convolutional neural network (CNN),No,4,2-s2.0-85085284637
Industrial systems,Sensor data,Remaining Useful Life,Data driven,"XGBoost, SHAP analysis",Yes: SHAP analysis,4,2-s2.0-105009940469
Industrial systems / Mechanical systems (bearing systems),"Sensor data, Time series",Fault prediction,Data driven,"CNN, Residual learning",Yes: Evaluation rules and expert knowledge,3,2-s2.0-85148505962
Electric vehicle battery systems,"Sensor data, Time series",Fault prediction,Data driven,"Gradient Boosting Decision Trees, Discrete Wavelet Transform, Improved Giza Pyramids Construction",No,4,2-s2.0-85182595851
Power equipment,Images,Fault prediction,Data driven,"Hierarchical attention mechanism, attention modules, collaborative refinement modules, edge enhancement network, lighting correction network","Yes: attention weights, feature fusion interpretability",2,2-s2.0-85193203001
Aerospace/Aircraft Engines,Sensor data,Remaining Useful Life,Data driven,"['Self-attention Mechanism Network', 'Convolutional Neural Network (CNN)', 'Bidirectional Long Short-Term Memory (LSTM)']",No,4,2-s2.0-86000379294
Industrial systems / Pump manufacturing / Water treatment industries,Sensor data,Fault prediction,Data driven,"['LSTM', 'Transformers']",No,4,2-s2.0-105007620936
Internal combustion engines (ICE) / Mechanical systems,Sensor data,Fault prediction,Data driven,Electrical resistance measurement analysis,Yes: interpretable sensor parameter analysis,4,2-s2.0-85184369471
Electromechanical systems / Actuators,Sensor data,Fault prediction,Data driven,Signal processing algorithms,Yes: Signal processing algorithms,3,2-s2.0-85087827042
Energy storage systems / Battery management systems,"Sensor data, Time series",Remaining Useful Life,Data driven,LSTM,No,4,2-s2.0-85204469653
Renewable energy systems,"['Sensor data', 'Time series']",['Fault prediction'],Data driven,['Support Vector Machines (SVM)'],No,2,2-s2.0-85216312639
Gas turbine and fuel cell hybrid systems,Sensor data,Degradation levels and fault detection,Knowledge based,Bayesian belief networks (Bayesian networks),Yes: Bayesian belief networks,4,2-s2.0-85107676031
Aircraft engine systems,"Sensor data, Time series",Fault prediction,Data driven,"Convolutional neural network, Support Vector Machine",No,3,2-s2.0-105001170679
Pharmaceutical facilities,"Colorimetric sensor arrays, Chemical fingerprinting, Multivariate pattern recognition methods (PCA, HCA, PLS-DA, LDA)",Classification of thyme origin and quality,Data driven,"PCA, HCA, PLS-DA, LDA","Yes: PCA, HCA, PLS-DA, LDA",2,2-s2.0-85210399812
Chip manufacturing,['Sensor data'],['Fault prediction'],Data driven,"['Kernel PCA', 'Kernel density estimation (KDE)', 'Control chart (Hotelling’s T2, Q-statistic)']",No,3,2-s2.0-85074576381
Port equipment / Gantry crane maintenance,Sensor data,Fault prediction,Data driven,Statistical analysis / Vibration analysis,Yes: vibration ratio analysis,4,2-s2.0-85175088617
"Process industries (specifically distillation column, chemical process)","Real time data, Sensor data",Fault classification,Data driven,"['Logistic Regression', 'KNN', 'Naive Bayes', 'Decision Tree', 'Gradient Boosting', 'X Gradient Boosting', 'SVC', 'Light Gradient Boosting']",Yes: Decision Tree,3,2-s2.0-85189882111
Robotic manipulators in industrial environments,"Images, Sensor data","Fault prediction, Diagnosis",Hybrid,"Gradient-based semantic segmentation, Image registration and fusion, Machine learning-based fault detection",Yes: rule-based fusion methods and interpretable image processing techniques,2,2-s2.0-85141419666
Spacecraft formation flying,Sensor data,Fault prediction,Hybrid,"High-fidelity simulation, control reconfiguration strategies",No,1,2-s2.0-85218423190
Industrial automation / Motion control systems,Structured data,Fault prediction,Data driven,Support Vector Machine (SVM),No,4,2-s2.0-85107706167
Battery Systems,"['Sensor data', 'Electrical signals', 'Thermal signals', 'Gas signals']",Fault prediction,Data driven,Multi-parameter fusion framework,Yes: Feature analysis and parametric characterization,2,2-s2.0-85172083466
Industrial manufacturing systems,Sensor data,Remaining Useful Life,Hybrid,"['Model-of-signals', 'Particle filtering']",Yes: System Identification rules and guidelines,5,2-s2.0-85095113731
Electric grid infrastructure,"['Sensor data', 'Drone surveillance']",['Fault prediction'],Reinforcement learning,Reinforcement learning,No,4,2-s2.0-85185201815
Chip manufacturing,Sensor data,Remaining Useful Life,Data driven,Neural network with attention mechanism and Mixture of Experts (MoE),No,3,2-s2.0-85185500829
Battery systems / Energy storage,"Sensor data, Time series",Fault prediction,Data driven,"Discrete wavelet packet transform (DWPT), Principal Component Analysis (PCA), Multiclass relevance vector machine","Yes: PCA, relevance vector machine",4,2-s2.0-85122073254
Power transformers,Sensor data,Fault prediction,Physics based,Finite Element Method (FEM),Yes: FEM simulation and acoustic sensor analysis,2,2-s2.0-85091687393
Power distribution systems / Electrical infrastructure,"Sensor data, Time series (Phasor data), Structured data","Fault prediction, Fault classification, Fault isolation",Data driven,"Detection and Isolation algorithm, Distributed parameter approach",Yes: Rules and algorithms-based,4,2-s2.0-85102954561
Other,"['Sensor data', 'Time series']",Other,Hybrid,"Digital twin technology, IoT, AI",Yes: Digital twin technology,2,2-s2.0-85200847261
"Industrial systems (specifically, aircraft engine maintenance or similar machinery, as indicated by the C-MAPSS dataset)",Sensor data,Remaining Useful Life,Data driven,Hierarchical convolution,No,3,2-s2.0-85149437222
Rotating machinery,Sensor data,Fault prediction,Data driven,Graph convolutional network (GCN),No,4,2-s2.0-85123241723
Power systems / Microgrid networks,"Sensor data, Wavelet coefficients","Fault prediction, Fault location",Data driven,"Wavelet analysis, Signal processing",Yes: Wavelet analysis,3,2-s2.0-85152235564
Heavy industry / Facility monitoring,Sensor data,Fault prediction,Data driven,Gaussian mixture model (GMM),Yes: GMM,3,2-s2.0-85076516613
Electrical systems / Power converters / Power electronics,Sensor data,Fault prediction,Data driven,CNN,No,4,2-s2.0-105008927362
Industrial systems / Gearbox / Transmission systems,"Sensor data, Time series, Images",Fault prediction,Data driven,Support Vector Machine (SVM),No,4,2-s2.0-85169302271
Battery systems,Sensor data,Fault prediction,Rules and/or logic based,Residuals and hypothesis testing (automata-based detection),Yes: Residuals and hypothesis testing,4,2-s2.0-85191547047
Power grids,Sensor data,Fault prediction,Supervised machine learning,['Binary classification'],No,3,2-s2.0-85123805281
Other,"Time series, Images",Fault prediction,Data driven,Deep convolutional neural network (DCNN),No,0,2-s2.0-105004204703
Industrial robots,"Sensor data, Time series, Images",Fault prediction,Data driven,Autoencoder,No,4,2-s2.0-85120310503
Manufacturing/Industrial production,Sensor data,Failure probability / Prognostics,Data driven,Statistical models,Yes: statistical models,4,2-s2.0-85102563435
Aero-engine health monitoring,Sensor data,Fault prediction,Data driven,"['Variational Auto-Encoder (VAE)', 'Gaussian Mixture Model (GMM)', 'Transfer learning']",No,4,2-s2.0-105001651502
